i,mean,sd,q05,q50,q95,neff,rhat
1642,0.81796,0.998608,-1.11722,1.51742,1.51756,1.5671,1.50903
1643,1.20279,1.043,-0.717869,1.99507,1.99531,1.40857,1.67588
1644,-0.364151,0.809147,-0.997303,-0.855924,1.34702,1.9799,1.33126
1645,0.38294,0.696583,-1.02897,0.55661,1.44216,18.842,1.04007
1646,1.33907,1.31525,-0.996481,2.44989,2.45018,1.22739,2.08434
1647,0.205527,0.630019,-0.55593,0.0035384,1.57374,7.00041,1.07051
1648,-0.389583,0.959117,-1.11918,-1.01655,1.59382,1.73287,1.4088
1649,0.449074,0.859056,-1.39596,0.990823,1.07535,1.84365,1.37193
1650,-0.212461,0.766865,-0.724177,-0.718324,1.32274,1.71734,1.42192
1651,0.00136902,0.735512,-1.26829,-0.0348099,1.41984,757.716,0.99827
1652,-0.864017,0.631968,-2.13157,-0.770122,0.123053,582.884,1.01265
1653,0.208388,0.656243,-1.05649,0.287528,1.30658,657.344,1.00713
1654,0.134288,0.662827,-0.685817,-0.0964801,1.4206,5.58926,1.08562
1655,1.2765,0.808817,-0.240399,1.87428,1.87479,1.46963,1.61094
1656,-0.212812,0.765009,-0.865078,-0.652413,1.34079,2.13551,1.28557
1657,0.241733,0.661337,-1.05625,0.30455,1.38706,964.326,1.00349
1658,-0.353035,0.753802,-1.60078,-0.50091,1.13345,54.7221,1.0231
1659,0.642682,0.778313,-0.911018,1.11997,1.21467,1.9239,1.34125
1660,0.0142317,0.693453,-0.69133,-0.328164,1.40871,2.83075,1.19284
1661,0.518478,0.628009,-0.716034,0.595462,1.50857,394.705,1.0102
1662,-1.25674,1.25327,-2.33052,-2.33027,0.983796,1.20405,2.16129
1663,0.630989,0.788962,-0.958802,1.1488,1.2278,1.7479,1.41503
1664,-0.388,0.837453,-1.45775,-0.717647,1.35969,4.29641,1.11423
1665,0.0977191,0.601237,-0.638605,-0.158116,1.36941,3.75911,1.1354
1666,-0.594304,0.60687,-1.42872,-0.794338,0.721749,6.44552,1.0749
1667,0.51011,0.791328,-1.20207,0.897195,1.42191,2.78413,1.18892
1668,0.905596,1.0953,-1.22842,1.72469,1.72494,1.42829,1.64035
1669,-0.0586052,0.782838,-1.20078,-0.277978,1.6149,12.5456,1.05284
1670,-0.577939,1.04806,-1.40837,-1.40809,1.40878,1.33768,1.79949
1671,-0.736267,0.938017,-1.4313,-1.4309,1.06585,1.46643,1.61513
1672,0.192992,0.607417,-0.832565,0.138195,1.41471,1099.82,1.00385
1673,-0.783931,0.705953,-1.8834,-0.926676,0.692365,183.864,1.02576
1674,-0.338482,0.748837,-1.17014,-0.655448,1.16551,3.70782,1.1339
1675,0.192,0.604246,-0.752013,-0.00606283,1.39272,6.12119,1.07642
1676,0.481009,0.655802,-0.895565,0.813401,1.24768,2.66865,1.20523
1677,-0.512431,1.03077,-1.3203,-1.3201,1.32615,1.34781,1.7708
1678,0.562275,0.601088,-0.601052,0.635926,1.58598,803.123,1.00689
1679,-0.0297174,0.647099,-1.28046,-0.0180457,1.05938,1666.89,0.997123
1680,0.563623,0.744923,-1.01574,0.929938,1.35399,2.84191,1.19052
1681,-0.291482,0.704211,-1.3488,-0.445933,1.19706,28.1479,1.03054
1682,0.160392,0.645854,-1.00183,0.209544,1.25099,1095.21,1.00231
1683,0.506973,0.722601,-0.990168,0.950358,1.11505,1.94743,1.34021
1684,-0.263989,0.771998,-1.04691,-0.680474,1.3707,2.5089,1.24207
1685,-1.06448,1.03092,-1.83546,-1.76483,1.01252,1.65769,1.46067
1686,0.324188,1.02095,-1.60968,1.06879,1.069,1.48184,1.58274
1687,-0.00675184,0.617851,-0.943697,-0.102777,1.19229,308.24,1.01711
1688,-1.32708,1.3583,-2.49957,-2.32983,1.13963,1.19477,2.2211
1689,-0.06739,0.647558,-0.968611,-0.327338,1.2421,4.24106,1.11771
1690,0.163014,0.669509,-1.19415,0.531298,0.789204,2.34751,1.25345
1691,0.0166803,0.665723,-1.29441,0.209691,0.99618,9.15861,1.0566
1692,-0.367393,0.778751,-1.0334,-0.82554,1.11613,2.09556,1.3047
1693,0.29303,0.660241,-0.697379,0.0779389,1.68051,6.92046,1.07309
1694,-0.499965,1.10426,-1.45016,-1.44978,1.56659,1.19598,2.19029
1695,0.32017,0.786501,-1.30651,0.801429,1.02,1.91682,1.33874
1696,-0.210797,0.646158,-1.12376,-0.420942,1.10572,7.0778,1.07307
1697,0.857083,0.990295,-1.07243,1.5884,1.58853,1.45617,1.61047
1698,-0.873037,0.996283,-1.78394,-1.4472,1.21385,2.13149,1.286
1699,-0.991371,0.733387,-1.67872,-1.39118,0.524033,2.33128,1.25166
1700,-0.504702,0.718804,-1.33177,-0.779456,0.929323,4.75518,1.10571
1701,-0.455843,0.974822,-1.2067,-1.20645,1.42224,1.37622,1.71346
1702,-0.787138,0.972633,-1.44783,-1.44766,1.15924,1.6495,1.45975
1703,-0.15841,0.653063,-1.38752,-0.130003,0.902855,1666.89,0.998159
1704,-0.472691,0.87938,-1.1178,-0.997543,1.21292,2.00783,1.31654
1705,0.207957,0.600044,-0.883427,0.194804,1.38121,1038.95,0.997078
1706,-0.0904161,0.708715,-1.01462,-0.355174,1.39074,4.96805,1.10113
1707,-0.239289,0.778001,-1.0718,-0.606901,1.37136,3.01275,1.17284
1708,0.168132,0.690648,-1.12229,0.191751,1.32065,1204.51,0.997505
1709,-0.26266,0.64429,-1.35824,-0.216559,0.851916,1261.04,1.00009
1710,0.158853,0.725592,-1.12881,0.165981,1.47065,1666.89,0.996727
1711,0.372603,0.74521,-1.23095,0.67788,1.34652,4.15871,1.12297
1712,0.304128,0.684174,-0.950284,0.305443,1.56177,1146.37,0.996682
1713,0.5321,0.687961,-0.954302,0.829468,1.36795,3.61613,1.13975
1714,0.729051,0.792484,-0.935885,1.08042,1.7074,3.38994,1.14894
1715,-0.174627,0.723448,-1.12614,-0.445169,1.26277,5.30183,1.09975
1716,-0.460047,0.749675,-1.67143,-0.487848,0.855124,1407.48,0.997905
1717,0.413337,0.884352,-1.54266,0.925376,1.26623,2.09391,1.29207
1718,0.586596,0.562313,0.0348655,0.293223,1.7325,2.57062,1.22078
1719,-0.46771,0.758407,-1.26895,-0.84312,1.16691,2.78672,1.19497
1720,0.243218,0.746382,-1.26465,0.520571,1.25209,4.95309,1.10201
1721,-0.325642,0.744246,-0.951991,-0.716164,1.24462,2.55416,1.2241
1722,-0.0716049,0.722647,-1.04103,-0.320146,1.41087,6.14904,1.08268
1723,0.68648,1.39131,-1.73886,1.89575,1.89601,1.18101,2.26925
1724,0.778605,1.12923,-1.31814,1.67846,1.67892,1.31632,1.8226
1725,-0.111051,0.736323,-0.745449,-0.546265,1.38384,2.04391,1.30642
1726,0.373486,0.833354,-1.29506,0.845051,1.08412,2.19857,1.27251
1727,-0.529401,0.772467,-1.68759,-0.774076,0.933337,7.55776,1.06975
1728,0.827109,0.835609,-0.884605,1.39137,1.39157,1.66317,1.45353
1729,-0.800604,0.707607,-2.08041,-0.733898,0.328283,521.373,1.00505
1730,-0.0577717,0.703458,-0.945668,-0.340237,1.35656,4.20435,1.12139
1731,0.660914,0.946156,-1.26346,1.3078,1.30795,1.6562,1.47024
1732,-0.772785,1.0891,-1.51681,-1.50943,1.42434,1.64824,1.45395
1733,0.50449,0.943329,-1.48555,0.89102,1.65082,4.00214,1.12474
1734,0.849149,0.708348,-0.642438,1.18522,1.6817,2.98207,1.17497
1735,0.00179005,0.71893,-1.18153,-0.172486,1.46672,14.9284,1.0375
1736,-0.247517,0.89654,-0.9142,-0.913859,1.52801,1.44315,1.62469
1737,0.586915,0.799514,-1.02237,0.829754,1.789,8.60065,1.0662
1738,0.731582,0.886779,-1.03511,1.28127,1.38972,1.90017,1.34993
1739,0.665921,0.700036,-0.675571,0.761576,1.81832,359.163,1.00995
1740,0.499124,0.822605,-1.23751,0.964908,1.23395,2.20193,1.27417
1741,0.90229,1.27588,-1.39969,1.97123,1.97154,1.24086,2.03367
1742,-0.580644,0.82962,-1.41007,-1.07137,1.1998,2.0438,1.30697
1743,0.910499,0.802475,-0.804637,1.3183,1.80599,2.7082,1.20806
1744,1.1892,0.880652,-0.452109,1.83908,1.83943,1.46335,1.61284
1745,-0.416629,0.88459,-1.57445,-0.762828,1.39853,4.45594,1.11064
1746,0.390774,0.56115,-0.633084,0.333233,1.42279,1205.37,1.00401
1747,-0.222641,0.625199,-1.34431,-0.263448,0.95763,1533.45,1.00099
1748,-1.34415,0.771786,-2.14616,-1.72342,0.224293,2.81652,1.19369
1749,0.0885573,0.651418,-0.777682,-0.161468,1.43823,4.6176,1.10726
1750,0.352863,0.902076,-1.60983,0.860345,1.185,2.22103,1.26831
1751,0.326803,1.12566,-1.76398,1.21448,1.21461,1.33753,1.78375
1752,0.536678,0.7833,-1.09925,0.942526,1.35174,2.56566,1.2177
1753,0.53643,0.986862,-1.27814,1.20931,1.20956,1.63329,1.46558
1754,0.365398,0.636521,-0.805494,0.411252,1.51877,789.366,1.00028
1755,-0.526795,1.05309,-1.37464,-1.37441,1.43642,1.29794,1.85638
1756,0.385498,0.667839,-0.985666,0.490081,1.51177,502.585,1.0133
1757,-0.429598,0.926145,-1.38732,-0.904884,1.56016,2.65891,1.21189
1758,-0.000586218,0.725092,-1.2372,0.00268578,1.25652,1267.3,0.999993
1759,-0.127998,0.781844,-0.870485,-0.532777,1.4453,2.59815,1.21785
1760,-1.15204,1.16893,-2.05188,-2.05154,0.969535,1.37767,1.71102
1761,-0.236305,0.789981,-1.03015,-0.701179,1.332,2.02654,1.30407
1762,-0.433322,0.863856,-1.06242,-1.06211,1.30563,1.50323,1.57979
1763,0.151579,0.740435,-1.10896,0.186226,1.44868,1282.28,0.998627
1764,-0.182769,0.7416,-1.17498,-0.434267,1.34967,5.93734,1.08348
1765,-0.758978,1.17527,-1.71488,-1.71472,1.49725,1.28107,1.89878
1766,-0.973048,0.94294,-1.64837,-1.61065,0.825602,1.69691,1.45508
1767,-0.186456,0.850263,-1.91716,0.136221,0.893144,4.90589,1.10337
1768,-0.328451,0.822656,-1.93874,0.186285,0.273641,1.90628,1.35995
1769,0.532194,0.729628,-0.982452,0.75209,1.5857,7.59295,1.06138
1770,0.326502,0.948741,-1.48383,1.03464,1.03514,1.4413,1.63706
1771,-0.321646,0.793008,-1.06315,-0.715553,1.26026,2.79096,1.19905
1772,0.118889,0.825108,-1.50838,0.497948,1.04951,3.22257,1.16152
1773,-1.0397,1.38624,-2.26956,-1.96666,1.43445,1.16355,2.4358
1774,-0.0799156,0.709643,-1.3744,-0.100028,1.17243,1542.22,0.9978
1775,-0.689529,0.700807,-1.77309,-0.75058,0.677792,1001.45,1.00318
1776,-0.0904543,0.739975,-1.18216,-0.207634,1.28194,152.441,1.01543
1777,-0.582934,0.875193,-1.42994,-1.09417,1.32649,2.08206,1.298
1778,-0.76232,0.662624,-2.03655,-0.619524,0.285436,30.6109,1.02966
1779,-0.976796,1.45281,-2.28286,-1.93564,1.45995,1.1359,2.57972
1780,0.216052,0.679116,-1.03646,0.24891,1.39769,1155.91,0.998356
1781,0.266681,0.683402,-0.571521,-0.0401329,1.70772,3.36254,1.15342
1782,-0.189718,0.760239,-1.38925,-0.351164,1.34577,19.7592,1.02845
1783,0.817162,0.930148,-0.966471,1.48555,1.48574,1.51854,1.55369
1784,0.27584,0.789023,-1.44995,0.615929,1.28316,3.79361,1.13901
1785,-0.0151503,0.699384,-1.37334,0.155685,1.07038,16.0328,1.03936
1786,0.550861,0.780032,-1.05524,0.953731,1.44341,2.57827,1.21629
1787,-0.354344,0.686136,-1.59307,-0.46339,1.10505,91.2513,1.01443
1788,-0.260673,0.825362,-0.889825,-0.803709,1.42749,1.71788,1.41796
1789,-0.219274,0.768642,-0.879824,-0.679001,1.41765,2.01758,1.31683
1790,0.975596,1.26057,-1.32071,2.04188,2.04246,1.22247,2.09385
1791,-0.246648,0.846939,-0.988859,-0.762912,1.54227,1.94478,1.33675
1792,0.129067,0.646557,-0.927225,0.0795952,1.31929,530.61,1.00089
1793,-0.955712,1.41024,-2.23146,-2.23114,1.27857,1.1282,2.65046
1794,-0.329124,0.781931,-1.93556,-0.0366345,0.679555,4.66319,1.09982
1795,-0.765155,1.08359,-1.61973,-1.6195,1.24331,1.33189,1.78343
1796,0.525073,0.655657,-0.771152,0.706954,1.49474,9.99264,1.05318
1797,0.631457,0.831333,-1.14121,1.12925,1.33103,2.00896,1.31769
1798,-0.413608,1.02949,-1.12615,-1.1256,1.7721,1.62506,1.488
1799,0.347737,0.761605,-1.22281,0.711469,1.1795,2.94304,1.17849
1800,-0.71615,1.07092,-1.4678,-1.46755,1.31835,1.56199,1.51081
1801,-0.373321,0.657761,-1.21067,-0.647072,0.925625,3.81033,1.13256
1802,-0.552605,0.632868,-1.44699,-0.702176,0.638816,16.9513,1.03757
1803,0.538379,0.681489,-0.786971,0.946138,1.09107,2.02141,1.31723
1804,1.42687,0.715814,-0.0410658,1.88275,2.03271,1.83793,1.37899
1805,0.459572,0.735729,-0.984678,0.810422,1.29258,2.92694,1.17662
1806,-0.610364,1.07579,-1.4718,-1.47117,1.44122,1.30888,1.83459
1807,0.155096,0.590387,-0.689745,-0.0327759,1.31645,7.14454,1.06996
1808,-0.39639,0.851685,-1.11582,-0.914828,1.35822,1.94507,1.33268
1809,-0.539134,0.635262,-1.5992,-0.546691,0.592543,1078.76,1.00122
1810,-0.824508,0.832252,-1.64501,-1.28127,0.950779,2.39283,1.2516
1811,0.736187,0.736177,-0.818933,1.18167,1.35345,1.97455,1.33074
1812,0.396576,0.56182,-0.440426,0.238448,1.57826,10.622,1.05388
1813,0.279831,0.67705,-1.17388,0.468248,1.33244,10.3992,1.05236
1814,0.279055,0.972732,-1.72589,0.948432,0.999179,1.61897,1.47949
1815,-0.993487,1.25902,-2.00431,-2.00401,1.41689,1.30346,1.84612
1816,0.341839,0.900571,-1.49975,0.885977,1.1067,1.96249,1.32905
1817,0.416931,0.745932,-1.07954,0.628199,1.4689,9.38592,1.05327
1818,0.667657,0.976628,-1.25337,1.39534,1.39572,1.44436,1.63024
1819,-0.0967922,0.666029,-1.49157,-0.0687184,1.11943,1666.89,0.998378
1820,0.544999,0.757113,-1.04183,1.00633,1.08566,1.95527,1.3393
1821,-0.454622,0.798817,-2.11314,0.0673613,0.166426,1.74483,1.41103
1822,-0.494122,0.857662,-1.09087,-1.09067,1.15129,1.59566,1.49683
1823,-0.254333,0.71879,-1.58332,-0.205588,0.959735,1238.84,1.00187
1824,-0.22951,0.770957,-1.3852,-0.422992,1.23092,13.2032,1.04084
1825,0.580097,0.676215,-0.248926,0.293691,1.98163,3.66824,1.13477
1826,-0.825888,1.33056,-2.01601,-2.0158,1.48893,1.14395,2.51689
1827,-0.119355,0.609288,-1.35886,-0.0396859,0.858284,357.828,1.0082
1828,0.24126,0.858037,-1.40848,0.801044,0.801289,1.76229,1.40765
1829,0.214523,0.676995,-1.17007,0.370752,1.22515,20.9568,1.03432
1830,-0.556329,0.844933,-1.18636,-1.18616,1.0662,1.43956,1.63023
1831,-0.168855,0.723793,-1.37419,-0.283268,1.28437,211.36,1.02021
1832,-0.111754,0.707734,-1.38647,-0.0878017,1.21716,1666.89,0.997428
1833,0.23807,0.715951,-1.19149,0.394007,1.31651,30.5877,1.02926
1834,0.313668,0.797448,-1.35952,0.746888,1.10608,2.34996,1.24498
1835,-0.193411,0.664476,-1.29189,-0.314181,1.12229,85.2899,1.0217
1836,-0.274876,0.66954,-0.965546,-0.597041,1.15838,2.82235,1.18393
1837,-0.310243,0.599338,-1.51102,0.0148695,0.258056,2.44228,1.24597
1838,0.151876,0.798659,-1.42355,0.177485,1.61333,1089.25,0.997358
1839,0.617117,1.09494,-1.41442,1.49783,1.49809,1.30937,1.85346
1840,-0.158874,0.877401,-0.794743,-0.794492,1.49354,1.5087,1.57056
1841,-0.645188,0.654131,-1.83401,-0.661169,0.583601,1295.27,0.997193
1842,-0.336064,0.774818,-0.921433,-0.819828,1.27256,1.86749,1.35795
1843,0.137025,0.658566,-1.0465,0.27082,1.09,61.2459,1.02487
1844,0.195277,0.710668,-0.812477,-0.0621614,1.69112,4.89859,1.09424
1845,0.444423,0.890608,-1.40557,0.999054,1.22958,1.88479,1.35466
1846,0.156381,0.606308,-0.867918,0.115311,1.31407,910.951,1.00583
1847,0.527406,0.726241,-0.973555,0.961461,1.14212,2.00873,1.31708
1848,-0.446746,0.946497,-1.21922,-1.21907,1.3345,1.27869,1.91317
1849,-0.289454,0.821791,-0.846251,-0.845808,1.37811,1.65217,1.45854
1850,0.803234,0.92315,-0.95015,1.50954,1.5098,1.3923,1.69778
1851,0.404659,0.730663,-0.94475,0.63425,1.46669,7.21279,1.06739
1852,-0.13105,0.65797,-0.886014,-0.412313,1.31834,3.76037,1.13863
1853,-0.063751,0.67009,-1.36711,-0.00718734,0.98092,1275.77,1.00185
1854,0.221354,0.666486,-1.05901,0.299821,1.39464,496.093,1.00597
1855,0.00735795,0.805484,-1.71268,0.268215,1.18309,6.45857,1.07185
1856,-0.293885,0.998956,-1.11193,-1.11145,1.50851,1.27461,1.92571
1857,0.226978,0.677329,-0.641614,-0.0458655,1.6717,4.12445,1.11827
1858,0.0815393,0.785093,-1.40726,0.481,0.976074,2.74747,1.20813
1859,0.963381,1.16823,-1.21449,1.92835,1.92904,1.26454,1.96549
1860,-0.883701,0.770122,-2.15061,-0.960478,0.463602,782.441,1.004
1861,-0.479033,0.981646,-1.29808,-1.29762,1.30584,1.24973,2.00914
1862,-0.0792022,0.744023,-1.11812,-0.359049,1.52894,4.77921,1.10184
1863,-0.0414968,0.818044,-1.736,0.198729,1.16683,9.04847,1.0609
1864,0.000597212,0.827381,-0.569602,-0.564021,1.75207,1.64436,1.46786
1865,0.499324,0.911764,-1.28464,1.10688,1.10734,1.69052,1.4354
1866,-0.228438,0.701294,-1.08098,-0.524383,1.3356,3.94671,1.13316
1867,0.640216,1.21617,-1.57646,1.60142,1.60168,1.33026,1.79159
1868,0.160615,0.931598,-1.76285,0.821855,0.821998,1.54193,1.5333
1869,0.20173,0.633988,-1.06079,0.393808,1.1747,7.92879,1.06294
1870,0.499915,0.764174,-1.07625,0.899705,1.35813,2.54032,1.22364
1871,0.0676341,0.65418,-0.888268,-0.142916,1.43751,6.73303,1.07089
1872,0.747888,1.07669,-1.28892,1.56667,1.56723,1.40679,1.6791
1873,0.142568,0.618825,-0.734339,-0.0446554,1.43985,8.90712,1.06208
1874,-0.133721,0.773458,-0.743706,-0.623187,1.42271,1.83504,1.3777
1875,0.640852,1.30094,-1.79398,1.68023,1.68039,1.31317,1.83237
1876,0.118167,0.618863,-0.831325,0.0359184,1.3319,826.468,1.01164
1877,1.3193,1.32791,-0.997028,2.45572,2.45615,1.20602,2.15637
1878,1.22985,0.928047,-0.596487,1.93842,1.93883,1.40884,1.69101
1879,0.604507,0.688966,-0.848123,0.994155,1.28217,2.21278,1.2729
1880,0.049969,0.67342,-0.909602,-0.0917487,1.30608,25.8532,1.02713
1881,-0.537916,0.797784,-1.6686,-0.835009,1.09444,5.11961,1.10059
1882,-0.176263,0.662671,-1.42291,0.0174735,0.676716,8.95524,1.0578
1883,-0.101963,0.71996,-0.959619,-0.384934,1.50908,4.2015,1.11172
1884,1.00188,1.09068,-1.12943,1.86232,1.86276,1.33701,1.79197
1885,-0.0295214,0.673006,-0.651342,-0.391473,1.47625,2.36893,1.24241
1886,-0.0736505,0.850701,-1.79533,0.419793,0.67941,2.09242,1.2921
1887,0.269262,0.74588,-1.29947,0.508777,1.30755,7.10196,1.07264
1888,0.0125687,0.806122,-1.69921,0.383726,0.848899,3.24351,1.16249
1889,0.327384,0.727363,-1.10506,0.366934,1.59878,1565.96,1.00082
1890,0.568079,0.715985,-0.921799,0.928627,1.27999,2.74078,1.20195
1891,-0.027652,0.702568,-0.664463,-0.394289,1.3169,2.50648,1.22084
1892,-0.0398906,0.723476,-1.30747,-0.142272,1.451,421.339,1.01122
1893,0.537946,0.741955,-0.988699,0.800221,1.4609,5.578,1.08849
1894,0.668053,0.903318,-1.12684,1.19744,1.50518,2.0926,1.30027
1895,0.191758,0.667969,-0.906612,0.0556649,1.4328,33.2088,1.02527
1896,0.760681,0.838934,-0.888601,1.32969,1.34571,1.65997,1.45904
1897,-0.162501,0.826779,-0.820713,-0.687195,1.51104,1.81085,1.3748
1898,0.628106,1.03631,-1.44058,1.3912,1.39158,1.47122,1.60387
1899,0.740366,0.72626,-0.630049,1.1928,1.40786,1.88389,1.35503
1900,0.0892485,0.682584,-1.20882,0.108813,1.35858,1026.86,1.00676
1901,0.163064,0.694236,-1.101,0.237958,1.2849,586.199,1.00454
1902,0.690797,0.735617,-0.805854,1.05231,1.51983,2.79785,1.18998
1903,0.316931,0.765643,-1.2694,0.668597,1.25296,3.26691,1.1613
1904,0.623265,0.716224,-0.971682,0.947847,1.49713,3.25147,1.15887
1905,-0.10181,0.742059,-1.29094,-0.28646,1.43985,13.9864,1.04011
1906,-0.906472,0.780777,-2.32732,-0.75607,0.201421,33.2239,1.02226
1907,1.16353,1.36526,-1.23807,2.35848,2.35862,1.17293,2.31603
1908,-0.520183,0.840147,-1.25847,-1.00859,1.32376,2.09768,1.29346
1909,0.826131,1.08639,-1.34166,1.69353,1.69394,1.31547,1.83905
1910,-0.337575,0.684239,-1.38631,-0.466725,0.940911,65.0719,1.02275
1911,0.627053,0.957382,-1.35712,1.22956,1.38663,1.8427,1.36954
1912,-1.2729,1.22979,-2.29005,-2.28949,0.949239,1.25986,1.96838
1913,0.221221,0.797832,-1.4066,0.434285,1.37295,10.0005,1.0477
1914,-0.665677,0.660436,-1.46757,-0.934396,0.688478,4.42803,1.12141
1915,-1.21966,1.2488,-2.25593,-2.25557,1.04981,1.25508,1.98745
1916,-0.752489,0.997125,-1.46415,-1.46374,1.22496,1.53365,1.54185
1917,0.247214,0.75865,-1.12319,0.271825,1.42851,1666.89,0.99778
1918,0.0987167,0.847199,-1.61855,0.600824,0.856612,2.04066,1.30947
1919,0.0835382,0.702179,-1.27503,0.182835,1.27206,327.221,1.01058
1920,0.707503,0.779401,-0.906248,1.13915,1.50013,2.28414,1.25731
1921,0.277676,0.683274,-0.885359,0.229361,1.61085,1190.01,1.00012
1922,0.644692,1.06221,-1.45941,1.48731,1.48758,1.32502,1.80489
1923,0.176049,0.795388,-1.39737,0.570248,0.960981,2.8587,1.19608
1924,0.71878,1.30568,-1.53234,1.87556,1.87578,1.15657,2.42326
1925,-0.0316864,0.623472,-1.04672,-0.101095,1.19337,873.542,1.0068
1926,-0.234919,0.775486,-1.71095,-0.22267,1.12541,1384.78,0.996868
1927,-0.609804,0.797238,-1.32845,-1.07615,1.16002,2.11249,1.29833
1928,0.523101,0.876761,-1.34802,1.08563,1.30104,1.79615,1.39394
1929,-0.283746,0.732941,-1.13176,-0.653732,1.24444,2.67541,1.20561
1930,-0.202034,0.76976,-1.15442,-0.548972,1.44948,3.2378,1.15482
1931,0.421111,0.68681,-0.986129,0.687337,1.24521,4.54626,1.10826
1932,-1.22412,0.563654,-2.27116,-1.1557,-0.327774,609.905,1.00696
1933,0.364728,0.63659,-0.558651,0.135887,1.66149,5.13874,1.09103
1934,0.309944,0.701491,-0.909345,0.244832,1.72791,729.393,1.00254
1935,-0.036788,0.680905,-1.40072,0.166779,0.856053,9.10319,1.06008
1936,-0.832247,0.839324,-1.55267,-1.32343,0.92176,2.08752,1.29848
1937,0.0865719,0.688073,-0.949186,-0.123231,1.50601,7.58488,1.06568
1938,-0.49557,0.626084,-1.5386,-0.556134,0.76074,902.993,1.00384
1939,0.361488,0.718518,-0.981552,0.256374,1.75241,662.438,1.01172
1940,1.43986,0.876379,-0.269415,2.11172,2.11222,1.38627,1.70023
1941,-0.040379,0.595339,-0.970503,-0.204017,1.21225,10.2182,1.05029
1942,-0.438506,0.661954,-1.41851,-0.518524,0.852306,1023.84,1.00882
1943,-0.638576,0.906284,-1.65179,-1.09805,1.21903,2.65853,1.20546
1944,-0.296963,0.811999,-1.15096,-0.682079,1.46306,3.26469,1.1748
1945,-0.416014,0.949159,-1.10085,-1.03569,1.5064,1.76582,1.4074
1946,0.260564,0.635725,-0.906889,0.250269,1.44316,1230.58,0.999156
1947,0.787563,0.625647,-0.441328,0.98346,1.66403,7.16747,1.06816
1948,-0.105104,0.691603,-1.19915,-0.210394,1.27899,139.867,1.01582
1949,0.432187,0.970714,-1.47612,1.13267,1.13303,1.5119,1.56141
1950,-0.337471,0.83846,-1.07009,-0.862682,1.39227,1.85361,1.36059
1951,-0.482162,0.756761,-1.6737,-0.674203,1.12202,12.5978,1.0415
1952,0.442156,0.776973,-1.11669,0.898327,1.12752,2.11293,1.30309
1953,1.29396,1.17843,-0.829985,2.30292,2.30348,1.20229,2.15817
1954,0.393399,0.921069,-1.42115,1.00457,1.00478,1.70325,1.43488
1955,-0.663958,0.804485,-1.88849,-0.894126,1.06293,9.08963,1.05501
1956,-0.00156369,0.704053,-1.22306,-0.0569407,1.40178,1021.19,1.00095
1957,0.031302,0.6938,-1.31149,0.110708,1.26888,516.352,1.00803
1958,0.328406,0.826359,-1.41208,0.746907,1.16057,2.61394,1.20714
1959,-0.126984,0.865683,-1.84524,0.49151,0.49209,1.53565,1.54271
1960,0.565872,0.663507,-0.741568,0.975594,1.12963,1.91534,1.34661
1961,-0.342244,0.96794,-1.08168,-1.08149,1.4646,1.39316,1.6901
1962,0.18619,0.650819,-0.989015,0.214652,1.30167,1239.05,0.997947
1963,0.69041,0.939963,-1.19148,1.29516,1.3719,1.79525,1.39455
1964,-1.04813,1.07883,-1.89949,-1.89871,1.04484,1.33809,1.78756
1965,-0.297207,0.681858,-1.64085,-0.280958,1.00254,1119.98,0.997049
1966,-0.348806,0.813587,-1.93253,0.236014,0.236238,1.51182,1.55447
1967,-0.166892,0.595443,-1.06394,-0.275482,1.08069,45.2819,1.01992
1968,-0.010912,0.844355,-1.74092,0.507449,0.726755,1.94315,1.34235
1969,-0.0974673,1.14295,-1.10521,-0.905196,1.94322,1.16613,2.37855
1970,-0.308043,0.816956,-1.21327,-0.687313,1.4662,3.21963,1.16638
1971,0.535791,0.781464,-1.07083,0.997518,1.16419,2.05797,1.30639
1972,-0.421177,0.737392,-1.23717,-0.771634,1.0784,2.99061,1.17506
1973,0.116472,0.72606,-1.03662,-0.0218737,1.49983,84.1025,1.02287
1974,-0.0487375,0.652693,-1.14249,-0.130948,1.08803,773.734,1.00775
1975,0.0269916,0.735616,-1.16338,-0.116656,1.48414,41.2218,1.02293
1976,-0.0343347,0.784324,-0.862994,-0.41485,1.68859,2.84222,1.18423
1977,-0.477844,0.69547,-1.43381,-0.718081,0.981002,6.69915,1.084
1978,-0.681756,0.783353,-1.63341,-1.07121,0.937705,2.74709,1.19613
1979,1.34014,1.42871,-1.22801,2.56038,2.56059,1.21316,2.14218
1980,-0.242381,0.769802,-1.07189,-0.662789,1.37721,2.30857,1.24873
1981,-0.635118,0.809686,-1.4825,-0.990797,1.01266,3.56725,1.15151
1982,0.0106233,0.777392,-0.8872,-0.381236,1.74805,2.71929,1.20396
1983,-0.0484549,0.754102,-1.028,-0.332685,1.4648,4.84903,1.10142
1984,-0.0581284,0.643257,-1.15413,-0.106803,1.14767,773.322,1.00059
1985,0.66524,0.7276,-0.812442,1.0787,1.30049,2.1908,1.27957
1986,0.515658,0.692084,-0.960649,0.747101,1.46518,6.52935,1.07723
1987,-0.0280811,0.8942,-1.6872,0.562772,0.562976,1.72568,1.42289
1988,0.130407,0.661961,-1.42571,0.402609,1.00728,3.9922,1.12441
1989,0.296309,0.645181,-0.994394,0.445047,1.18999,21.108,1.0345
1990,0.280147,1.00281,-1.80474,0.917343,1.03823,1.81083,1.37607
