gamma_base,alpha,beta_time,mu_log_time,sigma_log_time
0.286981,0.859581,0.86673,5.92434,1.03422
0.300132,0.901959,0.929486,5.92308,1.0331
0.29511,0.860851,0.819356,5.90409,1.0301
0.289959,0.873362,1.02479,5.92053,1.04193
0.287344,0.875734,0.908621,5.92127,1.03637
0.305704,0.8922,0.815997,5.92022,1.03127
0.301881,0.886715,0.894794,5.9132,1.02948
0.287846,0.878383,0.81609,5.89372,1.03714
0.310027,0.872437,0.850089,5.90722,1.02334
0.292061,0.878711,0.828389,5.9209,1.02753
0.286484,0.874971,0.921367,5.90427,1.03644
0.297213,0.890797,0.902682,5.90357,1.02976
0.298358,0.891833,0.896318,5.92186,1.02633
0.297973,0.851585,0.876343,5.90115,1.02816
0.294984,0.883133,0.852432,5.91733,1.0369
0.303211,0.882833,1.02561,5.91332,1.02801
0.285002,0.864102,0.955438,5.91449,1.02079
0.277857,0.871731,0.808503,5.92203,1.03906
0.2988,0.882503,0.661522,5.91116,1.02585
0.299837,0.876658,0.976156,5.90653,1.02685
0.302276,0.875918,0.925215,5.91213,1.04146
0.283514,0.881702,0.876823,5.92698,1.03551
0.295684,0.894208,0.942686,5.9153,1.03829
0.301451,0.899301,0.892684,5.9134,1.03333
0.295733,0.897754,0.85964,5.93105,1.0326
0.29939,0.883734,0.907643,5.9172,1.02928
0.289254,0.885991,0.817247,5.91474,1.02983
0.296478,0.888209,0.925143,5.90988,1.03129
0.289279,0.875445,0.828679,5.93049,1.02538
0.285416,0.879227,0.886866,5.91337,1.02983
0.303171,0.87801,0.941019,5.91822,1.02944
0.287498,0.865726,0.905691,5.90451,1.0324
0.290667,0.86977,1.03278,5.91435,1.04042
0.292743,0.8794,0.913492,5.92812,1.03879
0.290192,0.872132,0.747809,5.9121,1.03051
0.295118,0.885338,0.823548,5.89286,1.02688
0.296947,0.874052,0.807612,5.92433,1.03639
0.293827,0.882771,0.853564,5.92367,1.0348
0.302015,0.882147,0.917228,5.91847,1.02842
0.303037,0.869817,0.852847,5.92457,1.03206
0.293503,0.900957,0.945798,5.91667,1.03329
0.29488,0.889324,0.907025,5.91767,1.03089
0.295716,0.884236,0.782832,5.92454,1.04243
0.289634,0.869546,0.976362,5.90317,1.03526
0.290575,0.878177,0.785752,5.91323,1.03764
0.286919,0.872304,0.946681,5.92649,1.02449
0.300993,0.860156,0.804657,5.91453,1.02857
0.288955,0.851454,0.818014,5.9132,1.03817
0.298716,0.861197,0.82492,5.90363,1.02235
0.297104,0.867725,0.917435,5.91385,1.04086
0.293754,0.849064,0.855616,5.9207,1.04415
0.305087,0.86917,0.739128,5.92061,1.0277
0.288873,0.870119,0.828964,5.9332,1.02611
0.286669,0.871444,0.959634,5.92546,1.03344
0.297424,0.885398,0.914023,5.92695,1.02726
0.297718,0.887624,0.790591,5.91858,1.02953
0.298272,0.887228,0.969764,5.91755,1.04139
0.297937,0.889287,0.925474,5.91746,1.0275
0.296956,0.875901,0.932627,5.91847,1.02663
0.294304,0.883495,0.750564,5.92617,1.03457
0.295206,0.880467,0.858368,5.90875,1.0298
0.287501,0.850813,0.959252,5.92241,1.03598
0.295976,0.881408,0.93656,5.91269,1.0328
0.291687,0.905011,0.788441,5.91424,1.03052
0.299841,0.88265,0.845684,5.91225,1.02747
0.302415,0.882448,0.82958,5.89797,1.03904
0.307041,0.882299,0.817346,5.91107,1.01889
0.285128,0.882559,0.891382,5.89639,1.0279
0.289274,0.874535,0.766904,5.93508,1.03627
0.294519,0.888166,0.888241,5.91844,1.03381
0.292501,0.89155,0.883105,5.90723,1.02663
0.296691,0.890662,0.865608,5.91198,1.03149
0.291375,0.87214,0.978098,5.90531,1.02289
0.294093,0.865671,0.765431,5.9278,1.03662
0.292053,0.868343,0.885772,5.90581,1.03208
0.296634,0.880517,0.913968,5.9146,1.03157
0.294637,0.881009,0.791644,5.91288,1.02764
0.303472,0.855761,0.756521,5.92783,1.03339
0.299171,0.891253,0.880774,5.92426,1.0318
0.291067,0.857588,0.806803,5.92351,1.03276
0.296646,0.895182,0.781178,5.92045,1.0411
0.287517,0.879186,0.802968,5.90885,1.03616
0.294052,0.86524,0.979916,5.93409,1.02919
0.292807,0.869869,0.829957,5.89664,1.04057
0.300705,0.865569,0.824761,5.91101,1.03754
0.285576,0.894283,0.958824,5.92391,1.02119
0.305584,0.87231,0.780057,5.91426,1.04132
0.287337,0.873424,0.913856,5.9372,1.0365
0.293993,0.864933,0.87382,5.90242,1.03879
0.290531,0.874725,0.936942,5.91971,1.04072
0.294748,0.892975,0.924636,5.92424,1.03065
0.288562,0.885857,0.936301,5.92023,1.02524
0.30567,0.876829,0.874004,5.9067,1.03353
0.294165,0.882606,0.838256,5.90765,1.0281
0.289882,0.857157,0.746691,5.92533,1.04349
0.28184,0.870009,0.736372,5.93525,1.03356
0.287316,0.895356,0.739119,5.91183,1.04271
0.287799,0.889209,0.919626,5.90364,1.02895
0.298056,0.859569,0.907454,5.91317,1.03093
0.303681,0.860826,0.837486,5.92498,1.02714
0.296201,0.877229,0.782084,5.9102,1.02609
0.28799,0.862851,0.935814,5.91375,1.0366
0.28752,0.877155,0.888563,5.90915,1.02388
0.293235,0.878979,0.890709,5.90338,1.03791
0.290195,0.859766,0.819127,5.92175,1.02892
0.30465,0.8703,0.854208,5.92229,1.02166
0.285666,0.877275,0.875951,5.91619,1.03502
0.294009,0.877285,0.820079,5.89984,1.03609
0.29392,0.872392,0.872036,5.92661,1.03015
0.291071,0.869796,0.962521,5.9129,1.03692
0.290613,0.891851,0.857226,5.91973,1.02596
0.289728,0.875861,0.909882,5.92336,1.02879
0.30429,0.895081,0.917139,5.91518,1.0319
0.294791,0.873837,0.845025,5.91926,1.02906
0.297383,0.897159,0.868574,5.92124,1.03008
0.295541,0.88954,0.888013,5.92996,1.0295
0.294004,0.881398,0.861596,5.91506,1.02818
0.289994,0.870038,0.839058,5.93611,1.03337
0.301732,0.876898,0.886934,5.90747,1.03993
0.297743,0.879381,0.785016,5.93095,1.02479
0.306181,0.882934,0.782211,5.92027,1.04336
0.297533,0.89091,0.928198,5.92529,1.03613
0.2897,0.880145,1.05003,5.91848,1.03523
0.300671,0.875904,0.886855,5.91121,1.03961
0.301498,0.875578,0.73205,5.90908,1.03926
0.290203,0.859345,0.847294,5.90778,1.04053
0.296408,0.860136,0.788035,5.91436,1.0353
0.297249,0.88061,0.86656,5.92062,1.03415
0.288115,0.861355,0.878911,5.91976,1.02516
0.296144,0.87848,0.899396,5.91041,1.02616
0.299752,0.870863,0.881162,5.89744,1.03023
0.304244,0.874486,0.853583,5.92379,1.03948
0.294972,0.87624,0.8001,5.93559,1.02496
0.282388,0.867935,0.884904,5.8975,1.03527
0.290761,0.866249,0.852832,5.91888,1.03201
0.296196,0.874385,0.863081,5.91371,1.03343
0.296245,0.885943,0.951077,5.90653,1.03581
0.30504,0.862409,0.88705,5.91973,1.02694
0.294789,0.889963,0.86358,5.90278,1.0336
0.292898,0.861799,0.894581,5.92624,1.04337
0.298537,0.883156,0.926836,5.91036,1.03451
0.30601,0.869582,0.892246,5.94433,1.033
0.294943,0.89025,0.882852,5.92277,1.03246
0.292943,0.854838,0.900403,5.93407,1.03766
0.289907,0.868011,0.906755,5.91433,1.0308
0.300681,0.884417,0.842272,5.93303,1.03108
0.293904,0.882928,0.833658,5.92766,1.03598
0.290514,0.878386,0.767803,5.9259,1.02311
0.308944,0.883888,0.865009,5.92454,1.02905
0.288864,0.887364,1.08911,5.91735,1.03088
0.284875,0.879226,0.903397,5.91895,1.04126
0.298906,0.879127,0.98337,5.92485,1.03112
0.290587,0.890022,0.946535,5.91444,1.02466
0.291396,0.895642,0.839594,5.93427,1.03432
0.298737,0.865504,0.966476,5.93039,1.03621
0.289167,0.860316,0.937657,5.91922,1.03179
0.300868,0.878976,0.872376,5.91668,1.02695
0.283821,0.876963,0.833073,5.93876,1.03372
0.297112,0.859639,0.918724,5.92153,1.0329
0.293756,0.888305,0.942046,5.92468,1.03291
0.289811,0.874505,0.859241,5.91891,1.02844
0.285308,0.883751,0.907023,5.91177,1.04479
0.285012,0.873429,0.888884,5.92846,1.02621
0.290408,0.888917,0.904905,5.89432,1.03056
0.296486,0.892296,0.698206,5.91213,1.02605
0.300812,0.866627,0.843742,5.92608,1.02944
0.289686,0.875491,0.937294,5.92357,1.03584
0.292609,0.868293,0.9735,5.89657,1.02645
0.283269,0.862555,0.943833,5.91307,1.03701
0.300552,0.88046,0.835217,5.89413,1.02687
0.291809,0.884192,0.823383,5.91531,1.03604
0.290314,0.903364,0.925421,5.92616,1.04021
0.300932,0.869839,0.857411,5.92411,1.02774
0.29359,0.879873,0.930076,5.91371,1.03237
0.298201,0.870156,0.857518,5.92031,1.03468
0.296461,0.886734,0.871168,5.91166,1.03293
0.298421,0.891377,0.795196,5.89642,1.02105
0.291149,0.867965,0.881329,5.93497,1.0432
0.304424,0.862152,0.978664,5.92552,1.03103
0.281041,0.877007,0.902173,5.92383,1.0274
0.298288,0.862081,0.69099,5.91763,1.02354
0.310513,0.858805,0.807243,5.93517,1.03378
0.286501,0.878133,0.948521,5.89273,1.03388
0.289169,0.86703,0.920564,5.93752,1.0412
0.280472,0.884103,0.945505,5.90939,1.0352
0.296946,0.863125,0.924746,5.90446,1.04206
0.294985,0.869933,0.833197,5.91851,1.03467
0.300545,0.855673,0.959367,5.92857,1.03201
0.279186,0.854377,0.832519,5.91705,1.03267
0.284441,0.897731,0.84819,5.90254,1.03505
0.300321,0.874082,0.874365,5.91454,1.02562
0.295432,0.883104,0.941696,5.91624,1.03921
0.291976,0.866884,0.800724,5.92775,1.04731
0.298417,0.883685,0.805367,5.9156,1.0328
0.29609,0.871688,0.751599,5.91645,1.03571
0.298428,0.890735,0.755525,5.91215,1.04009
0.293354,0.889884,0.729319,5.92564,1.03347
0.289783,0.886962,0.965959,5.91319,1.03512
0.299024,0.890055,0.939622,5.92698,1.03536
0.298408,0.880397,0.90151,5.92417,1.02926
0.294794,0.879843,0.993342,5.9174,1.03182
0.281888,0.872776,0.89746,5.92237,1.04979
0.29391,0.887587,1.01082,5.91688,1.0317
0.295337,0.853569,0.854243,5.90713,1.03395
0.303376,0.864693,0.945302,5.93168,1.02644
0.289216,0.882855,0.789351,5.91934,1.0287
0.297972,0.877659,0.859167,5.93882,1.03194
0.311587,0.892043,1.01026,5.92135,1.02959
0.295612,0.857279,0.915208,5.9247,1.03867
0.289751,0.882788,0.969959,5.92941,1.03975
0.28845,0.876454,0.809313,5.90461,1.03341
0.291838,0.898435,0.837372,5.90375,1.03618
0.294713,0.872596,0.830855,5.92959,1.02456
0.299191,0.872082,0.871625,5.92285,1.03641
0.29578,0.867946,0.940997,5.90502,1.03369
0.284429,0.864638,1.01543,5.92402,1.03599
0.284233,0.876701,0.938019,5.93516,1.03136
0.292821,0.894543,0.940479,5.92772,1.03662
0.296216,0.881638,0.895561,5.92134,1.03745
0.294352,0.876463,0.850131,5.90656,1.02766
0.29093,0.888493,0.84644,5.91566,1.02652
0.294409,0.872608,0.815728,5.90138,1.02804
0.291383,0.878136,0.830658,5.92182,1.02385
0.295589,0.890589,0.906811,5.9285,1.03353
0.283474,0.889234,0.957718,5.94014,1.03809
0.279019,0.881763,0.913187,5.91056,1.02782
0.302186,0.887599,0.798624,5.92604,1.03393
0.295817,0.871845,0.890223,5.9019,1.03474
0.29849,0.880656,0.958121,5.9254,1.03982
0.297426,0.895307,0.836499,5.90936,1.03757
0.290969,0.892674,0.949502,5.91477,1.02856
0.293719,0.873376,0.853094,5.91741,1.03195
0.297697,0.86525,0.951693,5.90998,1.03829
0.289461,0.901485,0.825654,5.91935,1.02775
0.291715,0.872871,0.968362,5.91993,1.03026
0.295292,0.858241,0.805277,5.92127,1.03664
0.297405,0.914959,0.96501,5.90025,1.02815
0.274738,0.880267,0.845032,5.91975,1.03188
0.299254,0.872171,0.905081,5.90453,1.03797
0.302581,0.888865,0.841184,5.91141,1.0526
0.285085,0.880948,0.788556,5.92383,1.02783
0.295087,0.882639,0.905683,5.94174,1.03574
0.286412,0.899548,0.755933,5.92226,1.03637
0.290772,0.883901,0.843381,5.91012,1.02961
0.293858,0.877167,0.927655,5.89795,1.03483
0.295397,0.874831,0.93091,5.93265,1.03829
0.287506,0.859925,0.918169,5.91163,1.03016
0.286967,0.863083,0.943855,5.92587,1.03394
