,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
log_lik[2550],-0.809268,0.0127318,0.385511,-1.56932,-0.71132,-0.378287,916.848,5.33867,0.997753
log_lik[2551],-0.427515,0.0118944,0.321396,-1.10735,-0.328813,-0.0643285,730.119,4.25138,1.0009
log_lik[2552],-0.535877,0.00974131,0.227352,-0.994549,-0.467658,-0.320801,544.706,3.17174,0.998495
log_lik[2553],-0.918396,0.0126129,0.340745,-1.3382,-0.971595,-0.256657,729.843,4.24977,0.998809
log_lik[2554],-0.483517,0.00682437,0.183721,-0.851609,-0.42622,-0.31688,724.758,4.22016,0.997036
log_lik[2555],-0.854485,0.0100116,0.317509,-1.2886,-0.880782,-0.297436,1005.79,5.85657,0.996977
log_lik[2556],-0.441071,0.00837637,0.21237,-0.863225,-0.36849,-0.284015,642.797,3.74291,1.00048
log_lik[2557],-0.674779,0.0135021,0.347807,-1.42776,-0.559223,-0.32804,663.555,3.86379,0.999393
log_lik[2558],-0.451938,0.0076248,0.172253,-0.775977,-0.401542,-0.308411,510.36,2.97175,1.00417
log_lik[2559],-1.09564,0.0099899,0.269741,-1.38452,-1.18615,-0.504294,729.074,4.2453,0.999699
log_lik[2560],-0.638351,0.0118716,0.312,-1.22784,-0.537885,-0.3335,690.699,4.02184,0.998941
log_lik[2561],-0.867964,0.0113712,0.319223,-1.30385,-0.917798,-0.274082,788.097,4.58898,0.997682
log_lik[2562],-0.433492,0.0121198,0.259048,-0.944142,-0.384925,-0.105267,456.844,2.66014,1.00005
log_lik[2563],-0.385807,0.00577812,0.140548,-0.662282,-0.340317,-0.285345,591.665,3.44518,1.0014
log_lik[2564],-0.358859,0.00322342,0.0751101,-0.506346,-0.338915,-0.283261,542.953,3.16154,0.99781
log_lik[2565],-1.01793,0.0105678,0.285472,-1.34648,-1.10152,-0.435544,729.728,4.2491,0.997449
log_lik[2566],-0.447362,0.0102924,0.192448,-0.811693,-0.387654,-0.298998,349.613,2.03575,1.00007
log_lik[2567],-0.453949,0.00798516,0.183848,-0.806752,-0.400354,-0.30328,530.092,3.08665,0.997576
log_lik[2568],-0.376582,0.00367042,0.0886323,-0.556926,-0.35404,-0.289986,583.111,3.39537,1.00149
log_lik[2569],-0.53975,0.0123178,0.309503,-1.16007,-0.425518,-0.299796,631.34,3.6762,0.999599
log_lik[2570],-0.453712,0.00807848,0.21591,-0.838853,-0.381321,-0.289546,714.31,4.15932,0.999964
log_lik[2571],-0.231368,0.0112291,0.24143,-0.75862,-0.137833,-0.0278496,462.264,2.6917,0.997853
log_lik[2572],-0.527758,0.0123231,0.348469,-1.19974,-0.449798,-0.0712504,799.626,4.65611,1.00154
log_lik[2573],-0.537105,0.00833324,0.247338,-1.04978,-0.452761,-0.318774,880.953,5.12967,1.00132
log_lik[2574],-0.544887,0.00865462,0.221843,-0.964684,-0.472491,-0.321241,657.043,3.82587,0.998925
log_lik[2575],-0.527621,0.00995363,0.235428,-1.0028,-0.448946,-0.317676,559.439,3.25753,0.999995
log_lik[2576],-0.695983,0.010857,0.303977,-1.18781,-0.7007,-0.205448,783.9,4.56454,0.997114
log_lik[2577],-1.17867,0.0102251,0.2188,-1.4143,-1.24838,-0.673123,457.891,2.66623,0.998599
log_lik[2578],-0.666687,0.0110738,0.312409,-1.17338,-0.629809,-0.192155,795.884,4.63432,1.0023
log_lik[2579],-0.451267,0.00626507,0.168535,-0.785007,-0.391609,-0.305537,723.653,4.21373,0.998167
log_lik[2580],-0.735863,0.00957189,0.27493,-1.18672,-0.733664,-0.280048,824.99,4.8038,1.00004
log_lik[2581],-0.928213,0.00916662,0.286235,-1.30562,-0.977465,-0.380895,975.051,5.67758,0.997378
log_lik[2582],-0.529088,0.0125332,0.284617,-1.04006,-0.423314,-0.298042,515.702,3.00286,0.999636
log_lik[2583],-0.497312,0.00840719,0.200644,-0.883124,-0.434714,-0.315103,569.572,3.31654,0.999318
log_lik[2584],-0.37054,0.00299072,0.0775756,-0.523184,-0.347984,-0.289185,672.819,3.91773,0.999303
log_lik[2585],-0.344005,0.00869073,0.223576,-0.781913,-0.290181,-0.0816676,661.815,3.85365,1.00337
log_lik[2586],-0.488354,0.0230544,0.361178,-1.20335,-0.397556,-0.0546834,245.434,1.42913,1.00156
log_lik[2587],-0.850202,0.0107854,0.315463,-1.28891,-0.897828,-0.26552,855.512,4.98153,0.997638
log_lik[2588],-0.398001,0.00615443,0.143356,-0.666897,-0.343908,-0.288233,542.57,3.15931,1.00062
log_lik[2589],-0.412135,0.00568886,0.135248,-0.721413,-0.364833,-0.299668,565.215,3.29117,1.00253
log_lik[2590],-1.09299,0.00933942,0.255866,-1.37357,-1.16725,-0.526247,750.562,4.37042,0.998334
log_lik[2591],-0.554214,0.00976743,0.321211,-1.16123,-0.481239,-0.127853,1081.49,6.29735,1.00048
log_lik[2592],-0.572807,0.00868447,0.250835,-1.13516,-0.484393,-0.33477,834.239,4.85765,1.00027
log_lik[2593],-0.774023,0.0121018,0.32416,-1.38467,-0.7099,-0.394905,717.495,4.17787,1.00102
log_lik[2594],-0.3677,0.00553431,0.113322,-0.593556,-0.334194,-0.28006,419.278,2.4414,0.997121
log_lik[2595],-0.615998,0.0126985,0.277857,-1.17711,-0.5399,-0.337586,478.781,2.78787,0.999955
log_lik[2596],-0.788558,0.0153219,0.446289,-1.67878,-0.650474,-0.342498,848.411,4.94018,0.997718
log_lik[2597],-0.788265,0.00990495,0.313359,-1.25025,-0.803008,-0.257718,1000.87,5.82795,0.998599
log_lik[2598],-0.388885,0.00487419,0.123318,-0.597719,-0.35043,-0.286036,640.099,3.7272,0.997532
log_lik[2599],-0.530457,0.0112045,0.304016,-1.2238,-0.404793,-0.293086,736.217,4.28688,0.997482
log_lik[2600],-0.92715,0.0133192,0.343644,-1.34069,-1.01021,-0.256177,665.669,3.87609,0.998675
log_lik[2601],-0.442607,0.00517891,0.140821,-0.720106,-0.398185,-0.304025,739.367,4.30523,0.997999
log_lik[2602],-0.722947,0.0127554,0.372502,-1.27363,-0.746626,-0.128131,852.848,4.96601,0.999126
log_lik[2603],-0.444417,0.0066991,0.179155,-0.814965,-0.386447,-0.297768,715.199,4.1645,0.998709
log_lik[2604],-0.447409,0.00961108,0.209528,-0.828088,-0.376227,-0.296632,475.268,2.76742,0.997375
log_lik[2605],-0.441959,0.00794902,0.195306,-0.838223,-0.374111,-0.292126,603.679,3.51514,0.998119
log_lik[2606],-1.0608,0.0249818,0.583673,-2.22319,-0.926052,-0.403654,545.872,3.17854,0.996802
log_lik[2607],-0.408872,0.00610662,0.138874,-0.690223,-0.367276,-0.292481,517.176,3.01144,1.00292
log_lik[2608],-0.728961,0.0139416,0.336111,-1.24564,-0.730138,-0.186708,581.218,3.38435,1.00573
log_lik[2609],-0.735998,0.0169156,0.431482,-1.65952,-0.609148,-0.313248,650.652,3.78866,0.998744
log_lik[2610],-0.422608,0.0109022,0.264193,-0.935297,-0.3797,-0.0948961,587.238,3.4194,0.999495
log_lik[2611],-0.463275,0.00970938,0.220808,-0.960342,-0.393947,-0.294563,517.187,3.01151,0.997715
log_lik[2612],-0.448856,0.00853188,0.201528,-0.845941,-0.379469,-0.287194,557.929,3.24874,1.00364
log_lik[2613],-0.581841,0.00799622,0.259047,-1.13722,-0.499672,-0.3204,1049.52,6.11118,0.999656
log_lik[2614],-0.429651,0.00494339,0.130795,-0.702117,-0.391923,-0.303508,700.06,4.07635,0.998868
log_lik[2615],-0.462906,0.0152567,0.35404,-1.15454,-0.370652,-0.0559482,538.499,3.1356,0.99873
log_lik[2616],-0.486403,0.00952173,0.218993,-0.922836,-0.410455,-0.308957,528.969,3.08011,1.00006
log_lik[2617],-0.773159,0.0128691,0.344017,-1.27447,-0.812459,-0.207684,714.603,4.16103,0.997457
log_lik[2618],-0.97528,0.0141693,0.333489,-1.35095,-1.07516,-0.316846,553.944,3.22553,1.00457
log_lik[2619],-0.802218,0.00937754,0.301337,-1.23765,-0.826407,-0.271962,1032.59,6.0126,0.999753
log_lik[2620],-0.4619,0.00756394,0.191348,-0.854901,-0.402597,-0.301182,639.96,3.72639,0.997897
log_lik[2621],-0.534062,0.0146012,0.315666,-1.17026,-0.429727,-0.300856,467.388,2.72154,0.999733
log_lik[2622],-0.991908,0.0105608,0.307134,-1.35462,-1.07179,-0.359585,845.799,4.92496,0.998392
log_lik[2623],-0.608349,0.0121186,0.27481,-1.19451,-0.525339,-0.346436,514.237,2.99433,0.999181
log_lik[2624],-0.394776,0.00555431,0.140463,-0.669699,-0.346635,-0.283367,639.531,3.7239,0.998557
log_lik[2625],-0.760443,0.0163819,0.407514,-1.60242,-0.638352,-0.344735,618.806,3.60322,1.00054
log_lik[2626],-0.803483,0.0141053,0.364631,-1.30913,-0.829325,-0.169838,668.257,3.89116,0.998196
log_lik[2627],-0.418167,0.00547074,0.140838,-0.725742,-0.366503,-0.294927,662.743,3.85906,0.998684
log_lik[2628],-0.517572,0.0119249,0.304601,-1.11052,-0.443957,-0.127174,652.462,3.79919,0.998039
log_lik[2629],-0.851195,0.0111053,0.284319,-1.26565,-0.867341,-0.37439,655.466,3.81668,1.00511
log_lik[2630],-0.46831,0.00755249,0.194897,-0.874367,-0.4011,-0.302889,665.934,3.87764,0.998362
log_lik[2631],-0.41126,0.00744915,0.163377,-0.776779,-0.348878,-0.28394,481.023,2.80093,1.00293
log_lik[2632],-1.01606,0.0111991,0.274536,-1.34966,-1.08732,-0.481853,600.944,3.49921,0.998547
log_lik[2633],-1.04407,0.0125372,0.296876,-1.37854,-1.13427,-0.409455,560.719,3.26499,1.00493
log_lik[2634],-0.379595,0.00507395,0.12456,-0.594278,-0.338888,-0.28407,602.65,3.50915,1.00275
log_lik[2635],-0.53297,0.00772476,0.215025,-0.970793,-0.463291,-0.324212,774.831,4.51173,0.997838
log_lik[2636],-0.47287,0.00769586,0.213445,-0.903788,-0.394864,-0.297072,769.229,4.47911,1.00935
log_lik[2637],-0.43325,0.00856426,0.200368,-0.842832,-0.362329,-0.285677,547.365,3.18723,0.999217
log_lik[2638],-0.497428,0.00693206,0.203038,-0.878249,-0.432128,-0.313599,857.889,4.99536,0.998517
log_lik[2639],-0.931818,0.00961682,0.265737,-1.30084,-0.965439,-0.432157,763.558,4.44609,0.997651
log_lik[2640],-0.395656,0.00547131,0.129555,-0.654438,-0.350872,-0.289761,560.692,3.26483,1.00014
log_lik[2641],-0.717123,0.0104703,0.372633,-1.27681,-0.715324,-0.148087,1266.61,7.37529,0.997923
log_lik[2642],-1.04906,0.0114644,0.286887,-1.3713,-1.13394,-0.43758,626.212,3.64634,1.00034
log_lik[2643],-0.487505,0.00613694,0.19413,-0.862794,-0.42457,-0.307687,1000.64,5.82661,0.998557
log_lik[2644],-0.628117,0.0124381,0.378488,-1.43732,-0.490505,-0.304981,925.967,5.39177,0.998644
log_lik[2645],-1.06526,0.00938344,0.26389,-1.38093,-1.13335,-0.514725,790.903,4.60531,0.999192
log_lik[2646],-0.859974,0.0137645,0.333758,-1.3103,-0.891378,-0.30078,587.953,3.42357,0.998934
log_lik[2647],-0.314892,0.00861498,0.220342,-0.769491,-0.249925,-0.0677189,654.16,3.80908,0.996733
log_lik[2648],-0.36807,0.00513486,0.117893,-0.571742,-0.331616,-0.277986,527.134,3.06943,0.997882
log_lik[2649],-0.338987,0.00893795,0.225973,-0.785133,-0.273353,-0.0741594,639.2,3.72197,0.998628
log_lik[2650],-0.462018,0.0107802,0.260733,-1.00447,-0.367838,-0.287862,584.979,3.40625,1.00083
log_lik[2651],-0.548916,0.0104522,0.277298,-1.07705,-0.447884,-0.309318,703.85,4.09842,1.00085
log_lik[2652],-0.787566,0.00879586,0.326002,-1.2628,-0.804234,-0.239894,1373.68,7.99873,0.999338
log_lik[2653],-1.00673,0.0116819,0.317878,-1.37225,-1.10997,-0.351928,740.449,4.31153,0.998311
log_lik[2654],-0.566683,0.0119038,0.256977,-1.10882,-0.484411,-0.320388,466.033,2.71364,0.998364
log_lik[2655],-0.830041,0.0124446,0.337265,-1.30227,-0.865862,-0.239189,734.482,4.27678,1.00061
log_lik[2656],-0.844227,0.0119908,0.340547,-1.32322,-0.872487,-0.267247,806.596,4.69669,0.998729
log_lik[2657],-0.899319,0.0148298,0.477389,-1.95526,-0.76359,-0.373204,1036.28,6.0341,1.00346
log_lik[2658],-0.510304,0.0161607,0.314414,-1.11143,-0.397013,-0.294171,378.514,2.20404,0.997478
log_lik[2659],-0.440733,0.00722662,0.182198,-0.836568,-0.382922,-0.296307,635.644,3.70127,0.997414
log_lik[2660],-1.00765,0.0114919,0.326528,-1.37444,-1.11836,-0.335574,807.346,4.70106,1.00134
log_lik[2661],-0.583671,0.0101193,0.280529,-1.06898,-0.558184,-0.191258,768.522,4.47499,1.00235
log_lik[2662],-0.503821,0.00720167,0.204455,-0.924857,-0.431413,-0.316204,805.99,4.69316,0.997037
log_lik[2663],-0.872625,0.0119035,0.335534,-1.3377,-0.920737,-0.275861,794.547,4.62654,0.997213
log_lik[2664],-0.83019,0.00896669,0.30642,-1.26142,-0.854799,-0.296684,1167.8,6.79996,0.998176
log_lik[2665],-0.437847,0.00794519,0.200044,-0.85643,-0.369217,-0.295159,633.933,3.6913,0.997281
log_lik[2666],-0.436949,0.00758461,0.186626,-0.846753,-0.369559,-0.292208,605.449,3.52545,1.00291
log_lik[2667],-0.445031,0.00631926,0.152477,-0.800721,-0.392147,-0.303821,582.208,3.39011,1.00492
log_lik[2668],-0.52934,0.0127817,0.307807,-1.15757,-0.410904,-0.297347,579.94,3.37691,1.00296
log_lik[2669],-0.479705,0.00783275,0.186287,-0.857408,-0.416054,-0.308509,565.633,3.2936,0.996919
log_lik[2670],-0.51996,0.0102431,0.305281,-1.11286,-0.464233,-0.120864,888.247,5.17214,0.999678
log_lik[2671],-0.565458,0.00964011,0.275533,-1.11193,-0.471769,-0.314148,816.924,4.75683,0.998199
log_lik[2672],-0.545611,0.0138932,0.345386,-1.25934,-0.422626,-0.298267,618.021,3.59865,0.997393
log_lik[2673],-0.75956,0.0122562,0.377186,-1.54237,-0.663169,-0.353741,947.104,5.51485,1.00318
log_lik[2674],-0.412497,0.00552745,0.131393,-0.668503,-0.37116,-0.294787,565.061,3.29027,0.997994
log_lik[2675],-0.747922,0.0137445,0.354029,-1.28605,-0.765729,-0.164618,663.463,3.86325,0.998506
log_lik[2676],-0.52551,0.0105278,0.274297,-1.09394,-0.422381,-0.297418,678.84,3.95279,0.99782
log_lik[2677],-0.550945,0.00881375,0.225523,-1.02729,-0.480469,-0.330694,654.727,3.81238,0.997292
log_lik[2678],-1.12776,0.00994255,0.252907,-1.38615,-1.21999,-0.586257,647.031,3.76757,1.00184
log_lik[2679],-0.189276,0.00774027,0.16453,-0.511519,-0.144848,-0.035403,451.834,2.63097,1.00235
log_lik[2680],-0.486232,0.00559123,0.163401,-0.824611,-0.432934,-0.320755,854.075,4.97315,1.00076
log_lik[2681],-0.479077,0.00701122,0.175529,-0.799606,-0.424316,-0.314249,626.774,3.64961,0.997829
log_lik[2682],-0.395884,0.00927409,0.185504,-0.66085,-0.344232,-0.286689,400.094,2.32969,1.0048
log_lik[2683],-0.316492,0.00325988,0.0456601,-0.39915,-0.310352,-0.267459,196.187,1.14237,1.0159
log_lik[2684],-0.859212,0.0114034,0.314397,-1.30864,-0.883689,-0.311138,760.125,4.4261,0.998755
log_lik[2685],-0.396777,0.00560803,0.138931,-0.648554,-0.348956,-0.286667,613.732,3.57367,1.00354
log_lik[2686],-0.401606,0.00558424,0.151237,-0.645075,-0.351218,-0.282773,733.483,4.27097,0.999456
log_lik[2687],-0.423709,0.00648865,0.165705,-0.73081,-0.366368,-0.284537,652.176,3.79753,0.999918
log_lik[2688],-0.45867,0.00827485,0.170494,-0.771309,-0.408326,-0.305882,424.519,2.47191,0.997507
log_lik[2689],-0.887149,0.00805829,0.284817,-1.28815,-0.926121,-0.383296,1249.24,7.27415,0.996864
log_lik[2690],-1.01346,0.00965248,0.279757,-1.3499,-1.09287,-0.465501,840.008,4.89125,0.999664
log_lik[2691],-0.585541,0.0165247,0.40704,-1.29127,-0.528052,-0.0507703,606.749,3.53301,0.997463
log_lik[2692],-0.986297,0.0101058,0.304547,-1.34678,-1.06608,-0.358065,908.175,5.28818,0.998714
log_lik[2693],-0.399009,0.00398249,0.102463,-0.587064,-0.375091,-0.299169,661.947,3.85442,1.00374
log_lik[2694],-0.432865,0.00639447,0.177828,-0.791631,-0.378403,-0.294029,773.378,4.50327,0.999152
log_lik[2695],-0.43154,0.00573475,0.149342,-0.748446,-0.379961,-0.297454,678.167,3.94887,0.999511
log_lik[2696],-0.557254,0.011815,0.283773,-1.15139,-0.45283,-0.312083,576.86,3.35897,1.00185
log_lik[2697],-0.865879,0.0146323,0.402738,-1.69636,-0.784696,-0.396736,757.567,4.4112,0.999742
log_lik[2698],-0.813801,0.0128736,0.336902,-1.28147,-0.847712,-0.233201,684.867,3.98788,1.00363
log_lik[2699],-0.566212,0.00953751,0.283038,-1.1223,-0.467502,-0.315437,880.685,5.1281,0.999634
log_lik[2700],-0.918573,0.0131696,0.307419,-1.33155,-0.968637,-0.331692,544.897,3.17286,1.00254
log_lik[2701],-0.893032,0.0142333,0.353494,-1.32826,-0.960429,-0.24157,616.813,3.59161,1.00028
log_lik[2702],-0.438682,0.0074058,0.206361,-0.851976,-0.36883,-0.288052,776.445,4.52113,0.998577
log_lik[2703],-0.666172,0.0173786,0.370377,-1.38817,-0.546772,-0.319098,454.212,2.64481,1.00553
log_lik[2704],-0.524356,0.0116378,0.273192,-1.04352,-0.43321,-0.294186,551.051,3.20869,1.00075
log_lik[2705],-0.398786,0.00621529,0.149123,-0.689586,-0.347739,-0.288123,575.659,3.35198,0.998299
log_lik[2706],-0.535146,0.00917807,0.237005,-1.01227,-0.459666,-0.316183,666.827,3.88284,1.00131
log_lik[2707],-0.483248,0.00770238,0.194261,-0.888153,-0.410832,-0.30146,636.096,3.7039,0.999769
log_lik[2708],-0.769815,0.0123541,0.360134,-1.55826,-0.662361,-0.374194,849.772,4.9481,1.0011
log_lik[2709],-0.45668,0.00751143,0.155451,-0.738765,-0.415362,-0.311338,428.294,2.49389,1.00032
log_lik[2710],-0.483903,0.00917449,0.226535,-0.930952,-0.3984,-0.298253,609.688,3.55012,0.999841
log_lik[2711],-0.780523,0.0110364,0.304118,-1.25961,-0.793463,-0.245387,759.325,4.42144,0.999314
log_lik[2712],-0.275632,0.00835072,0.202231,-0.703154,-0.21542,-0.0630847,586.473,3.41495,1.00356
log_lik[2713],-0.576518,0.00963977,0.258584,-1.09585,-0.494579,-0.332318,719.565,4.18992,0.999658
log_lik[2714],-0.592052,0.0107654,0.302487,-1.14118,-0.557618,-0.166674,789.505,4.59717,0.997031
log_lik[2715],-0.488486,0.00800389,0.201959,-0.90983,-0.416856,-0.309712,636.683,3.70732,0.997449
log_lik[2716],-0.695139,0.0142555,0.360587,-1.27191,-0.694661,-0.160425,639.82,3.72558,0.9995
log_lik[2717],-0.663677,0.0114353,0.328996,-1.21166,-0.658854,-0.178069,827.723,4.81971,0.997326
log_lik[2718],-0.967156,0.011407,0.306595,-1.34448,-1.05594,-0.383055,722.409,4.20648,1.0022
log_lik[2719],-0.75124,0.0118233,0.298694,-1.21117,-0.762733,-0.26479,638.23,3.71632,1.0001
log_lik[2720],-0.394049,0.00348159,0.101791,-0.594667,-0.365527,-0.290571,854.803,4.97739,0.998798
log_lik[2721],-0.67504,0.0139993,0.421557,-1.31727,-0.653742,-0.074116,906.782,5.28006,0.998463
log_lik[2722],-0.588116,0.010022,0.298374,-1.10944,-0.550254,-0.160491,886.364,5.16117,1.00004
log_lik[2723],-0.413514,0.00452636,0.125467,-0.658287,-0.370171,-0.300031,768.348,4.47398,0.998766
log_lik[2724],-0.72328,0.0103016,0.300097,-1.19879,-0.714754,-0.239557,848.626,4.94143,0.998378
log_lik[2725],-0.388058,0.00452683,0.116052,-0.632438,-0.354224,-0.291322,657.228,3.82694,0.998836
log_lik[2726],-0.904013,0.0100812,0.304514,-1.30957,-0.955977,-0.365416,912.41,5.31283,0.997611
log_lik[2727],-0.47324,0.00652116,0.187749,-0.87374,-0.410562,-0.306227,828.91,4.82662,0.999367
log_lik[2728],-0.796902,0.00863492,0.290864,-1.22315,-0.826871,-0.304556,1134.66,6.60694,0.998427
log_lik[2729],-0.568408,0.00958531,0.275314,-1.11289,-0.47762,-0.323606,824.98,4.80374,0.99828
log_lik[2730],-0.317784,0.00247909,0.0519744,-0.381297,-0.311551,-0.266872,439.536,2.55935,1.00517
log_lik[2731],-1.05924,0.0103701,0.26297,-1.35838,-1.13975,-0.509531,643.053,3.74441,1.00547
log_lik[2732],-0.900393,0.0128138,0.277529,-1.27636,-0.93125,-0.388817,469.097,2.73148,1.00827
log_lik[2733],-0.576882,0.00830194,0.21839,-0.999119,-0.525054,-0.339099,692.004,4.02944,0.998347
log_lik[2734],-0.535805,0.0102912,0.238416,-1.05249,-0.457261,-0.312799,536.706,3.12516,1.00239
log_lik[2735],-0.441243,0.00705243,0.161702,-0.796112,-0.385331,-0.298797,525.72,3.06119,0.998573
log_lik[2736],-0.254405,0.00719192,0.196784,-0.675545,-0.194321,-0.0489825,748.666,4.35937,0.998992
log_lik[2737],-0.682663,0.0166098,0.426185,-1.59635,-0.521201,-0.311168,658.369,3.83359,0.996826
log_lik[2738],-0.469378,0.00716059,0.180396,-0.815545,-0.40913,-0.307284,634.682,3.69566,0.997122
log_lik[2739],-0.732072,0.00862364,0.316816,-1.21879,-0.743571,-0.230021,1349.68,7.85902,0.99779
log_lik[2740],-0.465079,0.00788748,0.182784,-0.804238,-0.40731,-0.308281,537.03,3.12705,1.00161
log_lik[2741],-0.506776,0.0114757,0.219892,-0.940618,-0.433256,-0.316471,367.163,2.13794,0.99748
log_lik[2742],-0.447952,0.0077424,0.170475,-0.785918,-0.378789,-0.300134,484.809,2.82297,0.997699
log_lik[2743],-0.307184,0.00770989,0.218555,-0.767504,-0.249175,-0.0667332,803.571,4.67908,0.998504
log_lik[2744],-0.525044,0.00761877,0.224445,-1.04453,-0.44801,-0.312222,867.862,5.05343,1.00236
log_lik[2745],-0.495614,0.00806963,0.21322,-0.905204,-0.419512,-0.304039,698.147,4.06521,0.996963
log_lik[2746],-0.746244,0.0138594,0.326352,-1.25742,-0.7715,-0.219677,554.477,3.22864,0.999593
log_lik[2747],-0.840797,0.0151108,0.367466,-1.34193,-0.878109,-0.22561,591.37,3.44346,1.00417
log_lik[2748],-0.551727,0.00958188,0.249849,-1.07446,-0.475899,-0.319669,679.913,3.95904,1.00009
log_lik[2749],-0.804631,0.0102753,0.326965,-1.2938,-0.835145,-0.257427,1012.55,5.8959,0.996838
log_lik[2750],-0.674532,0.0110028,0.324608,-1.21666,-0.659534,-0.179336,870.383,5.06811,0.997818
log_lik[2751],-0.407676,0.00789674,0.24401,-0.901796,-0.352211,-0.102082,954.817,5.55976,0.998599
log_lik[2752],-0.912331,0.0136359,0.350888,-1.34733,-0.982467,-0.266279,662.168,3.85571,1.00083
log_lik[2753],-0.702375,0.0104099,0.318901,-1.23503,-0.692281,-0.203225,938.462,5.46453,1.00672
log_lik[2754],-0.667329,0.0105738,0.328279,-1.23525,-0.650603,-0.168526,963.878,5.61252,0.997922
log_lik[2755],-0.713794,0.0104045,0.318477,-1.22145,-0.711167,-0.195305,936.941,5.45567,0.996736
log_lik[2756],-0.78146,0.0111259,0.282085,-1.20647,-0.787303,-0.314205,642.816,3.74302,0.997058
log_lik[2757],-0.579731,0.0118805,0.355881,-1.33381,-0.451539,-0.2989,897.306,5.22489,0.997067
log_lik[2758],-0.703299,0.0132199,0.375502,-1.44694,-0.576033,-0.341813,806.804,4.6979,0.996897
log_lik[2759],-0.85019,0.0129941,0.359182,-1.32695,-0.915925,-0.195663,764.073,4.44909,0.999651
log_lik[2760],-0.601407,0.00897032,0.268129,-1.15366,-0.520874,-0.336037,893.454,5.20245,0.998756
log_lik[2761],-0.405139,0.00660364,0.169437,-0.743704,-0.347985,-0.286284,658.339,3.83342,1.00369
log_lik[2762],-0.644133,0.0104235,0.297141,-1.23303,-0.561255,-0.339685,812.636,4.73186,1.0013
log_lik[2763],-0.473198,0.00829204,0.216948,-0.95897,-0.388879,-0.296355,684.526,3.9859,0.998257
log_lik[2764],-0.447237,0.0051881,0.144725,-0.743391,-0.398666,-0.305131,778.16,4.53111,0.997312
log_lik[2765],-0.247226,0.00681729,0.191477,-0.643512,-0.191299,-0.0522537,788.88,4.59354,0.998381
log_lik[2766],-0.616323,0.0108426,0.304645,-1.30717,-0.514633,-0.329264,789.441,4.5968,0.999421
log_lik[2767],-0.935399,0.0104631,0.273317,-1.28177,-1.00527,-0.439942,682.355,3.97326,1.00278
log_lik[2768],-0.439292,0.00573843,0.16053,-0.784545,-0.384127,-0.299143,782.577,4.55684,0.997573
log_lik[2769],-0.92785,0.0100043,0.292953,-1.31342,-0.978951,-0.379362,857.475,4.99295,0.998156
log_lik[2770],-1.09072,0.00671849,0.214551,-1.35578,-1.13785,-0.645644,1019.81,5.93818,0.997693
log_lik[2771],-0.502465,0.00789061,0.215116,-0.942979,-0.429389,-0.309986,743.231,4.32773,0.999635
