"user_skill[1,1]","user_skill[2,1]","user_skill[3,1]","user_skill[1,2]","user_skill[2,2]","user_skill[3,2]","user_skill[1,3]","user_skill[2,3]","user_skill[3,3]","user_skill[1,4]","user_skill[2,4]","user_skill[3,4]","user_skill[1,5]","user_skill[2,5]","user_skill[3,5]","user_skill[1,6]","user_skill[2,6]","user_skill[3,6]","user_skill[1,7]","user_skill[2,7]","user_skill[3,7]","user_skill[1,8]","user_skill[2,8]","user_skill[3,8]","user_skill[1,9]","user_skill[2,9]","user_skill[3,9]"
-0.0443638,-0.137348,-0.730108,-1.24552,-0.966424,-1.96018,-2.07038,-3.13769,-3.34775,-2.26998,-1.23324,-2.21429,-1.21121,-3.89355,-1.15104,1.8724,1.66835,-3.30205,-0.208484,-0.547833,-0.419916,1.74976,-1.23893,0.901546,-3.4674,0.224646,-2.83407
3.30542,-2.48445,4.63622,0.33327,0.0794953,-1.80092,-4.13752,1.03057,-3.63878,-0.7491,-1.98862,-2.46639,-2.12305,-3.04538,-0.945345,-1.94245,1.76897,0.15093,0.79277,0.274233,-0.0686652,-0.882882,-1.19522,1.05318,-1.39002,-1.11371,-2.8303
-1.78321,-2.09313,-1.90176,-4.86605,-1.21502,-2.87702,1.38636,-3.42188,-0.609861,-3.40107,-1.38209,-0.924867,-3.17476,-2.97928,-3.25303,1.75428,0.0661709,-1.15231,-4.41162,-3.45609,-1.77007,0.501352,0.00211177,0.424332,-1.41124,-2.46104,4.70628
0.580831,2.06584,-0.541275,-0.839024,-0.269506,-1.90479,-5.32518,-0.221158,-5.04748,-1.31041,-2.12535,-2.12561,-1.77736,0.241841,-1.20996,-4.73907,-0.593066,-0.564086,1.18515,0.95298,0.353237,-3.03477,-2.59574,-2.4416,-0.148988,-0.413504,-1.7904
0.62328,2.39409,0.652905,-0.642096,-0.260668,-1.77765,-4.92424,0.398395,-4.9408,-0.624817,-2.02495,-2.56155,-1.96574,0.201748,-2.08451,-10.8888,-0.702463,-3.47517,2.30065,1.46891,0.633268,-0.944062,-1.0639,-1.5044,-0.0874939,-0.337329,-1.47771
-1.31549,-2.54033,-1.53682,-2.93657,-0.915281,-3.46027,0.0940493,-2.98294,-1.51953,-4.00066,-0.800713,-0.842148,-1.0023,-1.59599,-0.145163,2.33158,0.661147,-0.129951,-1.90588,-2.20733,-1.33105,0.598675,0.393256,-0.138406,-1.88194,-2.97679,3.45533
-0.40969,1.45924,-0.0279604,-0.00844381,-2.18151,-2.01973,-3.86857,1.25273,-2.69096,-0.108903,-1.22799,-0.209727,-0.613795,-3.53685,-1.61384,-0.376312,0.661553,1.04626,7.71764,5.58751,-6.71364,-0.12017,-0.732852,0.427396,1.37401,0.791415,0.972169
0.496626,-1.62513,-2.99927,-2.87876,-2.01413,-1.90409,-1.02064,-2.93663,-1.82844,-3.78351,-2.31785,-1.67751,-2.45578,-1.47863,-1.83631,-2.29398,-0.0191291,-1.33603,-1.29359,-2.19434,-2.00124,0.311285,0.460195,0.108166,-1.67322,5.63237,-0.09583
0.828684,-0.724496,3.002,-0.962484,1.37623,-2.17241,-0.89595,-0.227457,-1.78632,-0.123975,-1.68811,-0.254162,-0.910558,-1.75801,-1.09595,4.16643,-1.4647,-0.958274,-0.327017,0.833382,0.394721,-0.811797,-0.46873,-0.668872,1.59464,0.437995,0.158902
-2.18624,0.808033,-1.96016,-2.67637,-0.404714,-1.17872,-1.28451,-2.34339,-1.66819,-2.6089,-2.56362,-0.334199,-2.98138,-2.02407,-1.08206,-4.20867,-0.91564,-1.63308,-1.66749,-2.08742,-1.20597,2.23528,4.45586,0.386986,0.0827355,1.34168,0.112442
1.17799,2.54164,1.75436,-1.00641,-0.743556,-1.54896,-1.50449,-0.538244,-1.07067,-1.05242,-0.878049,-0.409463,-0.0676059,-4.17585,-3.71557,1.16665,0.631595,1.0945,-0.493102,4.05378,0.706068,1.49982,0.330776,0.0107936,3.34751,0.935487,-2.129
-1.49077,-1.48894,-2.24997,-1.85197,1.73236,-1.72968,-0.337753,-1.26119,-1.5145,-1.4381,-1.35198,-1.13641,-4.42931,-0.928556,0.00589819,-1.23092,-2.71237,-2.51236,-2.38445,-2.12515,-2.95927,2.23696,5.37813,1.3186,-1.20181,-1.71882,-2.00357
2.40083,9.49386,4.78095,-1.57482,-1.01443,-2.65917,-2.32901,-1.74968,-3.06999,-1.30504,-0.795506,-1.00173,-0.656852,0.695087,-3.24606,-1.03279,-0.698338,0.0253058,-2.2419,0.508193,-0.0530423,0.97478,0.0435718,-0.0535509,2.03224,2.14558,0.926212
-1.13858,1.37995,1.14309,-1.1147,-0.763454,-0.773324,-2.78555,-2.37627,-3.29333,-1.55109,-1.65155,-0.0812583,-2.61328,-0.0776169,-3.82361,-0.152477,-1.99154,-0.588615,-3.65792,0.639983,-1.13654,-3.1045,-2.80698,-2.03468,0.540107,-0.604481,0.195298
-0.657437,3.32245,4.38383,-1.68202,-1.21127,-2.07448,-0.710522,-3.57716,-2.77757,-2.54716,-0.933618,-0.704737,-2.89652,-0.313847,-1.7074,0.588587,-0.616826,-1.56962,-0.227511,0.911508,0.109446,-1.83714,-0.561222,-0.51235,0.959519,-1.85327,-1.27527
-1.06624,-1.69511,-2.29629,-1.57629,-0.385836,-3.0242,0.0184417,1.75126,-1.54197,-1.2447,-2.34564,-0.547781,-0.482759,-1.48963,-1.65219,-3.43793,1.0708,1.92626,0.755604,-1.41444,-0.512997,-0.139505,-0.558752,0.497084,-1.52423,-0.42457,0.18783
-0.818712,-1.86543,-2.43711,-2.08325,-1.12368,-3.29245,-0.541578,1.17264,-1.32666,-1.66808,-2.3296,-0.416668,-0.453723,-1.53208,-1.83775,-3.42014,1.1526,0.0277502,0.375819,-0.609487,0.0189623,-0.555686,-0.565324,0.0444778,-0.156437,-1.20081,-0.600216
-1.996,-1.38613,-0.395603,-0.956846,0.111062,-1.60378,-5.10912,-2.50749,-2.33786,-1.78982,-1.94008,-4.03697,-4.70374,-2.13613,-3.20062,0.316423,0.230896,0.571507,-1.34038,-1.10502,-0.819618,3.96833,1.10349,1.90399,-0.260408,-0.833008,0.14039
1.73386,0.621452,-0.467524,-1.97765,-0.628974,-1.72017,1.13713,0.236287,-0.213972,-2.36905,-2.19593,-0.180745,-4.02074,1.12569,1.93064,0.225311,0.972204,-0.984951,7.38128,-0.64571,-0.383519,1.77418,0.46314,-0.400103,-1.24026,1.40776,-0.424986
2.43322,1.46275,0.326011,-1.6785,-0.504749,-3.01121,0.378458,0.0258037,-0.801967,-1.50341,-2.70618,0.634567,-5.38631,0.48245,1.99944,0.630351,0.726269,-1.18033,8.04352,-3.56459,-3.6975,0.625026,-0.364352,-0.450097,-0.32948,0.514815,0.869818
0.660927,-0.829528,-2.1554,-0.757341,-0.939472,-1.55167,-1.69206,-1.44861,-3.12426,-2.8293,-2.87756,-1.18924,-0.666544,-2.36454,-2.94595,-0.247359,-0.0840716,-1.07921,-0.808458,-1.19662,-0.640016,-1.00975,-0.899294,-1.37499,-1.83758,-0.491008,-0.963994
-0.0691364,-1.13119,-1.54292,-1.9717,-0.700832,-1.29668,-2.69002,-0.29647,-1.89036,-1.72361,-2.25669,-0.891834,-1.0602,-2.68258,-2.03835,-1.11023,0.739055,-0.925911,-0.658883,-0.76316,-0.470988,-2.67147,-2.01097,-1.61875,-1.09915,-0.569551,-0.919996
0.869268,-2.47046,-2.46594,-1.69461,-0.263093,-1.53605,-2.98043,-1.0537,-2.35154,-2.50971,-2.52665,-1.42882,-1.00948,-2.40769,-0.973705,-0.319642,-0.183431,-0.27513,-0.134508,-0.234092,0.169145,-2.74741,-2.08551,-1.5098,-1.58644,-0.277336,-0.0386926
3.85446,-5.4805,-1.23918,-2.61865,0.298356,-1.19545,-2.42031,-0.419689,-4.96059,-4.73278,-2.05945,-1.28307,-1.92141,-1.59283,-0.21235,-1.78299,0.329481,0.373496,-0.777351,-1.25849,-3.77037,1.90673,0.680484,-0.059707,0.224201,1.07278,-0.106891
-0.400146,0.234421,0.339244,-1.70678,-0.400294,-3.4861,-2.08239,-1.84618,-1.26123,-0.498436,-1.23436,-0.897511,-2.96491,-0.258192,-1.74213,1.45585,-2.71496,-0.416683,1.22524,0.772431,0.316307,-1.84762,-1.02604,0.135375,-3.14334,-1.72191,-2.13442
-0.45974,0.626044,-0.28195,-1.73977,1.23664,-0.954372,-2.53744,-5.14435,-3.72381,-2.97394,-2.78342,-1.48751,-2.36131,-1.20031,-1.24061,-0.718422,-0.604404,-1.92524,5.72099,3.12657,0.366019,1.56857,0.945443,1.14726,-0.238354,-0.159685,-0.851517
-0.949716,-1.0053,-2.03035,-1.4906,-0.765544,-1.5616,-4.0224,-0.31336,-2.3281,-1.91944,-2.25321,-1.4347,-5.06825,0.441708,-2.6798,-1.67775,-1.92397,-2.23027,0.26499,0.842005,0.255236,-0.359129,-0.348854,0.74667,-0.0949243,-0.457134,-0.14211
-0.688585,-1.10781,0.195779,-1.37299,-0.661415,-2.42872,-3.4355,-0.837723,-5.18068,-2.31552,-1.47969,-0.794134,-2.90369,-1.73499,-3.21299,-1.21521,-1.05546,-2.48891,-0.891923,-1.15347,-1.98794,-3.30488,-2.75566,-1.61537,0.172977,0.151647,-0.105829
0.944731,0.3018,1.51679,-1.26407,-0.305243,-2.4933,-2.18287,-0.431286,-4.88509,-2.13736,-1.57615,-0.807209,-3.43533,-1.5255,-3.54382,-2.76763,-2.12153,-2.64243,1.37526,0.811892,1.07767,0.150647,-0.820026,-0.433768,0.308852,0.0564252,-0.481839
3.84748,0.263455,0.705924,-1.85699,-1.37071,-3.58662,1.92146,-5.73575,-1.8999,-2.18056,-1.06183,-1.62513,-1.68239,-0.928689,-0.496285,0.899381,0.465208,0.697201,-3.17019,-2.24335,-1.84166,0.86122,0.490106,2.18677,-1.29128,1.76958,-0.872695
4.2137,0.450435,1.23275,-2.09284,-1.18764,-3.25991,-2.64959,-5.3677,-2.9419,-2.22797,-0.977122,-2.04813,-0.543714,-0.554882,-0.0819996,1.20655,-0.196318,0.130311,-1.75196,-1.71721,-1.58719,1.08318,0.584449,2.35928,0.398972,1.15151,0.326136
-0.811447,0.148464,-0.558411,-2.02732,-0.5059,-2.75238,0.899624,-5.25372,-2.00167,-1.80664,-1.36194,-0.862982,-1.71837,-1.01298,-2.29827,-6.15615,-2.77257,-1.92884,0.371593,0.163618,-0.513611,-4.56983,-2.18498,-2.9364,0.328665,-0.040764,-0.309228
-0.886513,-0.31801,-0.744886,-2.21169,-0.289418,-2.50591,1.23997,-6.44868,-3.45454,-2.29169,-1.51392,-0.612168,-1.15116,-1.0183,-3.09683,-6.40497,-3.41689,-3.29111,0.532108,0.170991,-0.734296,-4.30103,-0.974014,-1.75874,1.00285,0.284813,0.161962
-0.208135,0.789048,0.413472,-2.32002,-0.874623,-2.78455,2.10713,-7.06831,-3.03402,-2.20198,-1.53453,-0.757304,-2.14146,-1.23655,-2.9948,-2.86161,-2.29927,-2.01107,0.920399,0.826318,-0.329129,-3.80561,-0.275546,-1.43564,0.907011,0.807103,0.734085
-0.531108,-0.510305,-3.36607,-1.91169,-3.83693,-2.33121,-3.8127,-0.561044,-4.12562,-2.46599,-0.890665,-0.733443,-1.1273,-0.87229,0.242723,1.21987,1.01803,2.10288,-2.51342,-2.03293,-0.45481,1.82472,1.73685,0.545701,-0.242949,-1.04135,0.580534
0.793041,0.661788,0.181727,-2.84031,-2.18693,-3.76876,-2.45425,-4.46273,-6.13574,-1.77232,-0.949088,-0.481138,-0.64372,1.05745,-1.81838,2.48417,-0.0799424,-2.58372,2.92141,-1.09175,0.676508,1.94931,2.95722,1.5129,-0.929359,-1.04574,-1.43879
-1.09555,-0.70869,-1.2429,-1.64824,-0.561964,-1.97109,-3.45697,-2.31879,-1.13852,-2.29637,-2.09772,-0.76946,-1.7279,-1.77542,-3.43273,-1.8952,0.555888,0.924794,-1.54884,-0.70412,-0.758084,-1.99015,-1.74668,-1.56813,1.72037,2.03376,2.18476
-0.411077,1.24643,-0.233722,-1.418,0.914698,-1.58222,0.258326,-0.722012,-6.67995,-0.988358,-1.79918,-1.15433,-1.74664,-2.14617,-1.69761,1.91398,8.55413,-2.93124,-0.46349,-0.584185,-0.780652,2.28819,1.85509,1.79712,-0.219556,-0.246668,-0.565885
-0.448566,-1.71803,-0.654723,-1.17491,-1.18282,-2.48957,-3.01172,-0.386826,0.0694105,-2.42743,-0.499329,-0.354691,-2.73583,0.365296,-1.11968,0.364499,1.00286,0.967684,-0.502354,-0.613845,-1.23175,-1.70923,-0.830641,-0.908174,-0.300779,1.6353,0.868887
2.76861,1.24036,0.734402,-1.6079,-2.35931,-3.30366,0.157876,-7.04095,-5.01674,-1.56093,-2.24577,-1.07926,-0.416769,-0.104645,-4.50895,-1.05744,-1.19792,-1.79193,0.438864,0.237763,1.10582,0.777739,0.371723,0.813695,-0.51713,-0.484016,0.00139437
1.47255,1.73551,1.22303,0.300664,-1.83083,-2.63759,-0.541781,-3.53258,-4.02393,-1.5451,-1.57691,-1.53503,-1.61773,0.59479,-1.95196,-3.71151,-1.18736,-1.2529,0.912607,1.18567,0.834911,-3.02738,-1.06256,-0.821277,1.70948,1.03869,1.06897
-0.994029,-1.34047,-1.83014,-2.8233,-0.18226,-3.74732,-3.58369,0.599431,-0.507482,-1.67156,-1.67888,-0.530801,-3.04379,-1.94683,-0.498958,9.5819,1.4534,0.247445,2.11308,-0.073349,5.27745,2.16518,-0.238338,0.453311,-2.09168,-1.92576,-2.16095
-0.0512394,0.674544,1.39145,-1.40595,-2.21792,-3.51007,-1.6108,-2.78997,-3.83282,-2.12168,-2.06787,-0.204354,-3.37564,-2.66694,-1.08225,-0.672095,0.741083,-0.0303651,0.223556,1.47887,1.62547,-0.817343,-0.224213,-1.48442,0.516515,-0.0196262,1.008
-0.947412,-0.0987208,0.328504,-2.18231,0.426976,-3.82167,0.375705,-1.35225,-3.68691,-1.46654,-1.57455,0.127465,-1.9733,-3.78903,-2.79301,1.03455,0.695172,-0.516352,-2.08463,-0.991068,-0.494597,0.978668,-0.447347,0.236425,-1.98993,-2.49291,-3.05827
-0.314566,0.297965,1.54349,-2.93226,-0.266307,-3.04381,-1.19354,-2.80171,-8.28132,-2.33009,-1.42807,-0.0746156,-7.86317,-4.52402,-2.76726,1.27791,0.328939,-0.120332,0.994624,-0.665384,0.980117,-0.440471,-1.4872,-1.55877,0.6729,-0.957148,-0.650735
0.076826,0.6118,1.12317,-2.83357,-0.114878,-1.59914,-0.362279,-0.505878,-2.05822,-1.5591,-2.44563,-0.569902,-3.64089,-4.15923,-5.40446,-1.32554,-0.642857,0.286537,-0.638583,-1.48977,-1.87388,0.144369,0.595175,0.362345,0.918359,0.574964,0.19599
0.293771,0.06778,-0.391976,-5.29496,-0.997617,-1.88418,1.16075,-0.0696582,-3.23332,-1.68299,-3.23816,-1.36287,-5.50622,-1.50513,-2.53763,-1.67763,-0.57919,0.511973,-0.729168,-0.70557,-1.81717,-1.26339,5.48082,2.50581,-0.464675,-1.01206,-1.36585
-0.78399,-0.396825,-1.96495,-2.29764,0.394845,-2.96259,-4.44992,-1.83765,-2.01631,-3.2122,-2.31237,-1.70231,-5.03718,-1.04669,-4.5196,0.110769,-0.475417,-0.283795,-1.10208,-1.91688,-0.311719,-1.30133,-1.72153,-1.45923,-9.18163,1.24653,-1.82129
0.587517,0.350613,1.01248,-1.15392,-0.528619,-2.37799,-3.74985,-1.94306,-0.266969,-2.41259,-2.57752,-0.52804,-7.53851,-4.41251,-5.24491,2.6472,-1.27135,5.2094,2.32156,-0.38575,-0.957779,-1.59966,-0.442992,1.03273,1.27151,0.564728,0.798982
0.478806,-0.467011,1.03181,-4.58703,-1.35731,-1.94253,-1.39266,-2.20985,-1.70429,-3.80354,-3.98643,-0.140589,-4.62363,-4.27039,-7.68207,-0.189288,0.337712,0.357293,-0.980684,-0.304548,0.15858,0.75864,1.01609,3.04087,-0.344353,0.329128,0.503615
-2.16134,0.207877,-2.585,-1.5635,0.553738,-3.44491,-1.53289,-4.15766,-3.02728,-1.35259,-0.0219091,-1.56233,-1.12883,-0.44082,1.18129,-0.0732365,-0.0733717,-0.396991,-0.593229,-0.45944,-1.43875,1.05048,1.34199,-6.58487,0.116028,-0.811197,-0.689549
3.57665,3.11567,-2.79714,-1.79601,-1.27411,-1.72727,-4.07478,-3.98913,-0.612352,-2.29285,-1.98657,-1.48919,-3.46132,-1.23821,-4.88498,-0.964415,-1.28706,0.174046,2.08412,-5.67921,-0.1315,0.984425,0.246274,2.23342,-3.17575,0.452677,-0.433608
1.37857,1.70212,1.12872,-2.50476,-0.122902,-2.2966,-3.4923,-2.54841,-2.11562,-2.20045,-2.19266,0.312394,-4.31846,-1.35401,-3.66817,-0.829276,1.87011,1.85172,0.935129,1.05381,1.07541,-0.504932,0.0730478,-1.65931,0.29451,-0.164825,0.0488849
1.00837,0.488235,0.799101,-2.93636,-0.662535,-2.79912,-0.111692,-0.713039,-2.08645,-2.40823,-0.800247,-3.4787,-3.92107,-1.36675,-0.426988,0.0773338,0.0540868,-0.1816,1.00887,-0.0328147,-0.787742,1.53401,1.47097,2.03962,-3.1896,1.30012,-1.24933
-1.63486,-0.937571,-0.967122,-1.39537,1.7506,-3.48136,-3.44699,-1.29568,-4.91844,-1.84076,-1.96475,-1.54684,0.62091,-1.26664,-1.60938,-3.02038,1.83231,-7.9596,0.648357,-0.197573,-0.542172,-0.667761,-1.89114,-3.62729,1.60632,1.01348,0.197699
1.27654,1.5125,2.20391,-2.14188,-2.67296,-1.4728,-0.766315,-0.862705,-0.534595,-1.94424,-1.42916,-0.959243,-2.33453,-1.0225,-1.03468,0.687525,-0.84781,-0.714997,-5.23051,1.40868,0.146611,-0.436896,-0.804894,1.45091,-0.850899,0.203269,0.222087
2.27027,-1.9316,0.982795,-1.67274,0.473242,-2.56307,-0.561914,-2.51096,-3.24335,-0.73038,-2.00478,-0.452409,-2.11921,-0.067549,0.333195,-1.17387,0.105248,-0.771398,0.816528,-0.111232,-1.03656,0.357534,0.503731,0.727018,0.673384,-2.97488,-2.81094
0.204625,-0.779948,-0.753672,-1.7256,-2.49182,-0.537435,-0.814597,0.47957,-2.33943,-2.47098,-1.12972,-1.82139,-0.984125,-1.13674,-1.07109,0.195314,0.110801,0.0426644,-5.65858,-3.01724,4.35243,0.0782982,1.54564,-0.171137,-0.969887,-0.625028,0.604094
-0.434561,0.561978,1.18058,-1.88204,-0.804391,-2.20351,-2.22541,-1.13132,-2.27474,-1.25215,-1.37482,-0.850847,-2.91067,-2.13578,-1.68706,-2.98324,1.0392,-3.69486,-0.445386,-0.740739,-1.93651,0.307792,-1.25291,-0.180728,-2.6268,-0.188218,-1.59942
0.118492,-0.285505,0.82957,-0.796798,-1.58487,-2.87668,-1.69237,-0.384399,-5.64322,-1.89548,-1.06083,-0.955083,-2.66948,-1.35319,-2.18046,-1.90072,-1.67524,-1.59108,-1.40079,-1.02566,-2.49857,-4.29271,0.897913,-2.90395,0.753329,1.87275,0.736044
-0.412842,-0.60336,2.1065,-2.30722,-1.44539,-1.31904,0.84707,-0.425997,-1.66985,-0.801791,-1.00746,-1.0383,-6.94048,-3.54906,-3.85916,-1.28354,-3.93025,-2.9446,-1.89576,-2.3899,-1.8412,-1.36695,-0.114398,-2.59722,-0.38009,2.23212,1.408
-1.4853,-0.612048,-0.836667,-3.80561,0.325961,-3.18021,-4.77351,-3.4294,-3.29537,-2.41297,-1.93298,-1.31728,-2.75734,0.0487871,1.0709,-0.220998,-0.320082,-0.425888,0.185892,0.32536,0.488334,1.97884,0.474765,1.46321,-1.1043,-1.25359,-1.03159
-2.2992,1.26194,-0.565995,-2.16639,1.12694,-2.10759,-2.08353,-2.5011,-0.745049,-1.4059,-1.44433,-1.35401,-5.03357,-3.67635,-3.39309,-0.576925,-4.13353,4.86165,-1.70757,-0.428912,-3.40649,0.323166,0.873238,0.403689,-4.36684,3.38879,-7.70651
-0.0621995,-0.823469,-1.14503,-2.89925,-1.687,-2.57627,-1.26686,0.178852,-4.25961,-1.63572,-1.43174,-1.18266,-0.336536,-1.54952,0.194616,-0.545587,-0.4367,-1.27155,0.0347079,-0.425342,2.10587,2.96765,3.39828,-3.25856,0.128051,0.362601,0.625622
-1.71538,-0.783104,1.06505,-1.50612,0.556599,-1.91157,-0.820087,-2.41979,-0.749265,-1.39074,-1.30525,-0.823532,-5.95939,-3.31413,-4.65914,-1.31284,-0.537897,-0.185186,-0.848796,-0.45327,-2.58477,-0.0779386,0.133833,0.345071,-0.826133,-0.183022,-1.7097
0.111882,-0.699013,-0.333273,-2.32771,-1.09671,-3.31903,-1.42961,-0.51008,-3.96528,-1.75205,-1.40331,-0.887678,-1.85271,-0.703428,-0.20783,-0.236165,0.306428,-3.29123,1.65068,-0.409542,4.63712,1.72298,1.79421,-1.01761,-0.258981,-1.09362,0.00161357
0.269817,-0.460093,-0.45493,-3.57727,0.553379,-2.74866,-3.3923,-1.22689,-3.08581,-0.976991,-1.53538,-0.930635,-0.979829,-0.369707,1.41639,0.584969,-0.0729076,-0.591945,1.21209,-0.599375,3.44171,1.57115,1.2784,-0.0265384,0.403852,1.5716,0.367762
-1.35616,-0.639418,-0.358609,-1.45023,-0.660328,-1.48675,0.527431,-0.353911,-2.95685,-2.45919,-1.51419,-1.21679,-5.50412,-1.92929,-5.10004,-0.679402,-0.463134,-1.90357,-0.169574,-0.116655,-0.40377,-0.63827,-0.819034,1.05294,-1.15358,-1.36755,-1.24614
0.191702,0.38707,-2.83652,-2.16712,0.22912,-2.12103,-1.62067,-3.12255,-2.69883,-0.858939,-1.95966,-0.834141,-0.280364,-2.00148,-0.824568,-0.462523,0.817378,-0.0501419,-1.72258,0.107083,0.839965,0.167869,0.00569684,-1.68286,-1.31747,0.408518,1.27843
0.77199,-0.0445509,-0.126375,-1.4413,-1.89988,-1.65877,-1.33515,-0.132134,-1.40577,-2.34616,-0.820084,-1.94467,-2.93719,-0.986886,-1.12781,-1.42246,-1.32539,-2.81651,0.781522,-0.131025,-0.239585,0.209684,1.36786,1.27647,-0.951891,-1.28178,-2.03258
1.47924,0.378914,0.556033,-2.68293,-2.03042,-1.95087,-3.95656,-0.703198,-0.781822,-1.50498,-0.682336,-1.36648,-2.30739,-2.12675,-1.06644,-1.66478,-1.70265,-2.68884,-1.8549,-1.11348,-2.89431,1.06584,4.03459,1.91652,3.1877,3.38344,5.65639
-1.37241,-1.49325,-1.43267,-0.696577,-0.0496868,-2.18552,3.3474,-1.46112,-3.98682,-2.99478,-2.79666,-0.664712,-0.120835,0.54887,-1.76364,0.331788,0.810679,1.45818,-0.16103,-0.438751,-0.0022653,1.12168,-0.309236,-0.386607,0.778868,0.807119,1.45282
-0.399267,-2.93682,0.238686,-2.11258,-1.9715,-1.94119,0.835661,-0.659887,-3.57018,-1.13059,-1.78371,-1.45965,-3.26433,-0.25273,-1.43399,-0.349522,-0.440815,-0.127226,-2.28503,-1.24472,-2.04898,-0.557103,-1.38555,-1.00572,0.607405,0.570643,0.825873
3.2339,-0.920118,2.06924,-0.903215,-0.856135,-1.21556,-2.20659,-1.52053,-2.54688,-2.87932,-2.57367,-0.52735,-3.42419,-0.256238,-2.9857,0.267876,1.76591,1.10905,1.3052,1.45684,-3.79105,2.07821,-0.88725,5.18169,1.09321,1.67291,1.85958
0.901705,-0.297749,0.464848,-1.9268,1.36625,-1.0786,-1.60409,-3.87477,-3.96973,-3.36597,-0.48759,-0.83125,-4.71636,-3.22736,-1.82945,-1.63175,-0.930978,-0.778453,-0.295,-0.562284,-1.32899,1.172,-0.0759058,0.264833,-1.3155,-1.26043,-0.0223245
0.668096,-0.416372,-0.284048,-2.35055,1.35574,-1.73667,-1.73286,-3.72232,-3.75809,-3.60806,-0.629843,-0.71113,-3.60723,-3.40162,-2.48761,-2.04273,-1.17821,-1.47338,-0.776964,-0.850641,-1.33895,0.575332,-0.404981,-0.25766,-1.44638,-1.27885,-0.192205
-1.29777,0.608023,-1.48195,-2.27209,-0.24627,-2.5344,1.04842,-0.65425,-2.58731,-1.97105,-3.85967,-1.10235,-1.53376,-6.14444,-1.90099,-1.32851,0.595745,0.293319,1.40964,-2.19023,2.54723,2.77403,4.18728,-0.458833,0.962029,0.225279,-0.236958
0.124199,2.32853,1.39278,-1.98359,-1.04651,-0.912982,-1.64025,-1.68413,-2.31651,-2.0145,-1.25781,-0.988414,-1.01039,0.592855,-1.8898,-1.07702,-0.334354,-0.325768,0.673539,0.999142,-0.218333,1.14223,0.278302,0.905252,-0.447054,-0.165553,-0.810812
-1.70362,4.93877,3.76322,-1.16272,-1.43349,-1.66073,-1.17537,-2.51404,-0.738212,-1.71933,-2.28869,-1.02368,-1.00357,2.053,-1.61133,0.212684,0.873599,1.09679,-2.11743,8.91239,-0.773039,2.97368,0.452755,-0.101771,0.228929,0.06902,-1.16142
0.767953,0.722168,-0.387515,-2.75539,-1.39537,-1.35407,-2.85089,-0.991369,-1.56473,-1.45089,-1.72673,-0.58713,-3.1287,-1.64357,0.847883,-1.19885,-0.983852,-1.28836,-0.234538,0.754591,1.0685,0.418234,-0.463699,-1.10937,2.60868,1.78097,0.96666
1.31543,1.2507,1.47032,-1.51825,-0.768202,-2.11781,-0.103884,-1.47263,-3.19178,-3.19188,-1.96178,-0.412204,-0.264565,-6.06566,-5.22476,-0.556146,-0.419374,-0.510719,-2.49483,5.33701,-3.95009,0.42389,0.323865,0.525436,-0.884733,1.53779,0.746798
-1.02573,-1.53786,-5.09076,-1.55787,-1.83735,-1.40991,-2.88902,-0.330322,-1.20097,-2.02744,-2.62114,-0.869037,-3.19993,-6.90632,0.699992,-0.00288279,-1.82432,-2.10241,-0.00292229,-0.460458,-0.245489,-2.37594,1.07649,-3.4394,-1.76138,-1.65347,-1.12698
1.53141,1.12852,1.63268,-2.0195,1.50166,-3.05142,-0.972427,-1.18432,-4.7511,-1.22492,-1.05931,-0.158096,1.58093,-0.0198696,-6.68262,0.716441,0.828951,0.887983,-0.207744,0.296388,-0.234082,0.347737,0.241241,1.31714,-1.13372,-0.212645,2.68263
-3.59643,-7.96712,-9.28027,-2.45252,-2.04855,-2.88773,-0.82809,-0.665454,0.362236,-3.08059,-1.78671,-2.06006,-5.46678,-1.71366,0.620206,-0.568144,-2.08618,-3.40756,0.44227,0.0328946,0.783981,0.44512,2.79209,-1.07461,0.471244,-0.719104,-2.01208
-0.0816908,-0.107247,0.36926,-1.41372,1.40618,-2.11103,0.512501,-3.9826,-4.31247,-0.617596,-0.883577,-0.562448,-1.19797,0.267359,-5.52463,-3.39978,-3.0517,3.87883,-0.165956,-1.2828,-2.1895,0.108357,0.111766,-0.0340732,-1.41417,-0.48731,2.17284
-0.568697,0.0203511,-0.894303,-1.8351,-1.38547,-3.77201,-2.51286,1.49878,-1.21724,-3.71387,-2.75061,-1.83929,-2.20203,-1.58326,2.11398,-0.871045,-0.899408,-2.94693,-0.566833,-0.134854,0.112677,0.171976,-3.54824,-2.5973,-0.0893596,-0.957732,-1.67329
-0.357625,0.452835,0.0469176,-1.33445,-1.01913,-3.95315,-2.25025,1.15951,-0.540981,-3.23957,-1.55842,-1.95203,-3.12687,-0.676966,2.22968,-1.01847,-1.57871,-2.75987,-0.822744,-0.248874,0.022278,2.84431,-5.41418,-2.17668,-1.32547,-1.00249,-1.3906
2.87971,-2.52452,2.09632,-1.90589,1.09685,-1.55909,-1.636,-3.22342,-4.28915,-0.786985,-1.48607,-1.38319,-2.34855,-1.34828,-4.36007,1.18983,1.00464,0.730291,-1.80353,-2.34743,-0.182149,1.26292,1.9015,2.37588,-0.249717,0.409033,0.494772
