gamma_base,alpha,beta_time,mu_log_time,sigma_log_time
0.187914,0.722672,0.908131,5.83372,0.986027
0.193645,0.738521,0.875868,5.83649,0.982101
0.200222,0.724427,0.926118,5.81923,0.980797
0.196144,0.728318,0.904586,5.82849,0.986085
0.191264,0.739724,0.88239,5.82825,0.985129
0.194969,0.737366,0.898955,5.84362,0.987429
0.188907,0.723361,0.83822,5.83648,0.984819
0.192902,0.734795,1.0065,5.83568,0.985637
0.190439,0.731334,0.953386,5.82266,0.985363
0.1889,0.7355,0.923779,5.82468,0.986933
0.191858,0.717611,0.924884,5.84386,0.983372
0.18602,0.726021,0.921645,5.8272,0.986744
0.195448,0.725368,0.923861,5.83326,0.981031
0.195061,0.720914,0.926369,5.83764,0.983949
0.189698,0.72049,0.858418,5.82635,0.990286
0.193627,0.743014,0.972441,5.84658,0.987921
0.199419,0.726767,0.993332,5.83844,0.995594
0.188172,0.728802,1.06557,5.83317,0.987259
0.187734,0.729362,0.869557,5.8325,0.988262
0.188076,0.740502,0.895604,5.8394,0.984001
0.195235,0.729861,0.962595,5.83683,0.989596
0.191409,0.718508,0.9808,5.83589,0.985676
0.195933,0.731174,1.04493,5.83659,0.991002
0.192161,0.729227,0.965135,5.82649,0.988412
0.192598,0.729919,0.922389,5.83283,0.982424
0.193058,0.740593,0.958438,5.83237,0.983068
0.189875,0.715902,0.952293,5.84244,0.988392
0.189738,0.72203,0.976545,5.8316,0.998965
0.192853,0.741833,0.896735,5.84047,0.986211
0.184334,0.72733,1.02022,5.84265,0.990754
0.195489,0.729149,1.01612,5.83396,0.984659
0.193316,0.731882,0.947487,5.83618,0.988579
0.196525,0.716377,0.977239,5.8415,0.988281
0.194619,0.729911,1.01974,5.83056,0.984622
0.18827,0.714986,0.859596,5.82282,0.99025
0.19253,0.717777,0.931788,5.82682,0.987147
0.189835,0.73323,0.979196,5.83554,0.991596
0.197317,0.715081,0.916153,5.82537,0.986958
0.193183,0.726441,0.960711,5.83899,0.987449
0.191568,0.717601,0.844665,5.83441,0.979875
0.192333,0.742783,0.883029,5.8361,0.994447
0.20039,0.727093,0.997352,5.84102,0.992431
0.192072,0.729066,0.934946,5.83411,0.990285
0.18755,0.73805,0.937028,5.82815,0.987723
0.198424,0.727604,0.826191,5.83743,0.984523
0.188992,0.730061,1.00692,5.84209,0.997339
0.192111,0.721831,0.884782,5.82795,0.993017
0.190656,0.726858,0.92406,5.83701,0.994266
0.19857,0.738428,0.932538,5.83494,0.991232
0.195097,0.705815,0.961594,5.82774,0.991548
0.196718,0.726716,0.875983,5.82672,0.981305
0.196704,0.739922,0.96174,5.82268,0.997082
0.195157,0.721256,0.931842,5.83191,0.98748
0.186314,0.723949,0.870169,5.83518,0.98636
0.189801,0.747123,0.988574,5.8256,0.993498
0.197452,0.734485,1.0155,5.83183,0.987921
0.191921,0.743677,0.936891,5.83312,0.979832
0.189142,0.733688,0.888309,5.84047,0.982313
0.194473,0.716553,0.896543,5.83447,0.979531
0.196732,0.735347,0.906929,5.82713,0.98824
0.196693,0.732074,0.909616,5.83798,0.982251
0.196591,0.751879,0.949194,5.84286,0.985321
0.196918,0.727,0.892259,5.83084,0.983581
0.185275,0.727171,0.888437,5.83071,0.986662
0.186923,0.73666,0.993489,5.83017,0.986046
0.192327,0.735886,0.946133,5.84294,0.985944
0.190249,0.714468,0.955814,5.84611,0.994225
0.186331,0.744257,0.997032,5.83698,0.987336
0.196387,0.745334,0.941596,5.83356,0.992959
0.195028,0.72729,1.00113,5.84026,0.98498
0.193899,0.719723,0.862432,5.83441,0.992436
0.195325,0.74152,0.933685,5.83447,0.996426
0.190854,0.727442,0.872633,5.83515,0.989042
0.196644,0.717304,0.906346,5.8311,0.989297
0.193828,0.736144,0.972788,5.8329,0.980143
0.19503,0.729942,0.902464,5.8365,0.989214
0.197245,0.729836,1.04652,5.82842,0.98361
0.198715,0.719417,0.961035,5.8308,0.98807
0.191834,0.725894,0.913106,5.83716,0.988264
0.193454,0.719853,1.02723,5.84131,0.99339
0.18662,0.727065,0.901846,5.83424,0.986031
0.191494,0.727832,0.953152,5.82722,0.990913
0.195698,0.738413,0.828623,5.83666,0.990567
0.18878,0.725145,0.962224,5.83178,0.989767
0.195737,0.726473,0.998991,5.82641,0.986949
0.192192,0.705211,0.88225,5.84226,0.982192
0.196909,0.732305,0.948007,5.83016,0.988031
0.189731,0.726158,0.999555,5.83559,0.982123
0.194987,0.718016,0.961744,5.8257,0.984523
0.196809,0.718507,1.02164,5.83805,0.987864
0.192319,0.730302,0.982192,5.83292,0.988137
0.196997,0.736609,0.931081,5.83488,0.985984
0.18762,0.707431,0.883363,5.83248,0.989237
0.189198,0.722629,0.884122,5.84187,0.994545
0.189428,0.752917,0.796987,5.84162,0.986715
0.191988,0.742215,0.914311,5.83158,0.98234
0.19113,0.713681,0.987893,5.8314,0.994639
0.191505,0.718708,0.875789,5.83142,0.984793
0.193116,0.720474,0.982223,5.82822,0.987141
0.192438,0.722251,0.899428,5.84065,0.987676
0.193221,0.722958,0.904501,5.82631,0.989297
0.194028,0.71889,0.996255,5.83146,0.98949
0.189728,0.724324,0.897549,5.83154,0.990807
0.189129,0.7455,1.00577,5.82827,0.989972
0.194686,0.71899,0.982007,5.83645,0.986317
0.195383,0.719451,0.893943,5.83466,0.98661
0.193005,0.731839,0.946704,5.8309,0.981328
0.186425,0.730787,0.932254,5.83198,0.996735
0.198769,0.728142,0.763964,5.83394,0.982911
0.190285,0.722081,0.914636,5.82562,0.992539
0.19011,0.740504,0.978672,5.82916,0.990385
0.19136,0.722331,0.91441,5.83546,0.988985
0.18967,0.738488,0.95373,5.82704,0.988436
0.197924,0.734963,0.971971,5.83357,0.991978
0.191138,0.721627,0.882906,5.83638,0.989098
0.193811,0.720967,0.906086,5.83423,0.986242
0.188147,0.731969,0.907134,5.83635,0.983939
0.196895,0.735956,0.979056,5.83895,0.986079
0.185825,0.723956,0.926635,5.83755,0.985945
0.192954,0.711472,1.00004,5.83331,0.990289
0.188382,0.717832,0.912458,5.8407,0.982356
0.194156,0.723411,0.932825,5.8278,0.985375
0.192271,0.722854,0.926722,5.82918,0.988757
0.190841,0.736575,0.988532,5.83593,0.986186
0.190055,0.713468,0.894451,5.83713,0.981373
0.190105,0.72272,0.845007,5.82424,0.985687
0.192249,0.718123,0.84229,5.82803,0.990662
0.199287,0.728927,0.901694,5.82999,0.981215
0.192289,0.713877,0.953456,5.83842,0.985242
0.198063,0.732184,0.968696,5.82615,0.987714
0.191953,0.731554,0.912912,5.83711,0.984216
0.196318,0.740187,0.963903,5.83468,0.987492
0.191053,0.724919,0.95405,5.82643,0.986855
0.1911,0.72058,0.894094,5.8374,0.979659
0.191508,0.727964,0.84947,5.83807,0.992231
0.197232,0.727905,0.897978,5.82931,0.990405
0.192323,0.718243,0.96609,5.83051,0.986323
0.193896,0.73156,0.989145,5.82741,0.989532
0.198068,0.726705,0.868499,5.83899,0.995058
0.1868,0.730617,0.879919,5.83293,0.993943
0.189356,0.735458,0.94867,5.83745,0.992301
0.185366,0.727607,0.869874,5.82986,0.989514
0.196461,0.729344,1.00701,5.84043,0.984728
0.194318,0.727043,0.926536,5.83476,0.986969
0.188515,0.712614,0.986283,5.83483,0.986219
0.190682,0.746292,0.875964,5.82754,0.984553
0.191189,0.725795,0.855623,5.83677,0.985166
0.190114,0.711769,0.889839,5.83478,0.993935
0.190727,0.731078,0.898586,5.82871,0.982474
0.188323,0.72551,0.865691,5.83077,0.987702
0.192309,0.726639,0.871611,5.83251,0.990119
0.191449,0.722866,0.935417,5.83178,0.989885
0.192797,0.717745,0.991363,5.82972,0.987304
0.190927,0.734462,0.874666,5.83429,0.98938
0.197808,0.72944,0.980055,5.83192,0.987634
0.193211,0.712757,0.94061,5.83764,0.987602
0.190828,0.727228,0.773808,5.83147,0.985973
0.193204,0.74588,0.927276,5.81873,0.992104
0.194642,0.738689,1.056,5.82742,0.988225
0.193018,0.742596,0.876229,5.82687,0.991138
0.198564,0.719046,0.991738,5.82835,0.98562
0.196598,0.720728,0.97014,5.82475,0.990347
0.191055,0.718201,1.01024,5.83021,0.988558
0.195697,0.73732,0.820147,5.83445,0.989014
0.191277,0.725108,0.996487,5.82029,0.987272
0.192503,0.720268,1.04571,5.83031,0.989262
0.197496,0.7347,0.932252,5.82746,0.985527
0.193564,0.734899,0.990053,5.83385,0.986578
0.19441,0.715147,0.969859,5.84073,0.983275
0.195731,0.72053,1.06016,5.82509,0.985628
0.189236,0.709872,0.905384,5.83354,0.987388
0.195433,0.723259,0.93332,5.83602,0.983485
0.193973,0.731848,1.04597,5.84245,0.995966
0.194309,0.729448,0.970521,5.83558,0.988031
0.191715,0.723934,1.00207,5.82928,0.989001
0.193545,0.721778,1.07262,5.83822,0.985137
0.193557,0.747479,0.919421,5.83984,0.98556
0.192289,0.71137,1.0062,5.84077,0.984279
0.192628,0.729359,0.980851,5.83237,0.993153
0.192478,0.736238,0.958221,5.83704,0.988101
0.190982,0.724322,0.899594,5.83322,0.985168
0.19053,0.73529,0.942925,5.83282,0.982829
0.191549,0.714118,0.979588,5.83088,0.994758
0.195932,0.724005,0.94522,5.82492,0.986798
0.186402,0.74544,0.982475,5.83155,0.991279
0.194985,0.716349,0.911774,5.82955,0.987318
0.19761,0.733817,0.904307,5.83553,0.990396
0.194295,0.712701,1.02501,5.83205,0.987417
0.192137,0.715414,0.911552,5.83785,0.983955
0.192582,0.716334,0.927161,5.8275,0.986459
0.195975,0.736194,0.940958,5.83876,0.98743
0.189928,0.719292,0.799912,5.84058,0.98771
0.196112,0.726849,0.970144,5.83703,0.99012
0.189719,0.727354,1.05823,5.83512,0.990288
0.192141,0.725841,1.00714,5.83806,0.981729
0.19099,0.732447,0.979488,5.82763,0.988044
0.198564,0.713947,0.8871,5.84366,0.983879
0.187778,0.737467,0.814171,5.8374,0.988715
0.197224,0.723088,0.934698,5.84017,0.990095
0.187886,0.728855,0.887422,5.84169,0.984078
0.190055,0.729809,0.984331,5.83116,0.985678
0.19088,0.726118,0.975373,5.83215,0.988665
0.198245,0.718723,0.976483,5.82779,0.990231
0.191083,0.7277,0.878668,5.82921,0.990454
0.197171,0.727228,0.945434,5.83759,0.983045
0.19912,0.729956,0.858749,5.82964,0.982225
0.196047,0.718977,0.881734,5.83435,0.98201
0.191535,0.734862,0.986677,5.83487,0.991129
0.19088,0.717781,0.917528,5.82741,0.989422
0.196432,0.729664,0.999623,5.8241,0.985273
0.183089,0.739519,1.00132,5.82703,0.994138
0.18868,0.724285,1.06644,5.82267,0.997575
0.191109,0.737799,0.86802,5.83387,0.9817
0.194441,0.740904,1.00581,5.8339,0.985439
0.193899,0.741364,1.00798,5.83306,0.988852
0.191044,0.724124,0.97579,5.83677,0.989507
0.193692,0.734422,0.944652,5.83261,0.974293
0.197785,0.724758,0.876528,5.83423,0.99215
0.189005,0.749452,0.998036,5.82416,0.988126
0.191501,0.728412,0.983699,5.8364,0.983475
0.19059,0.72749,0.94233,5.83142,0.987973
0.184923,0.725625,0.793706,5.83483,0.992704
0.198275,0.716658,0.834917,5.84341,0.984233
0.194032,0.711311,0.852412,5.82913,0.990351
0.189639,0.734516,0.937293,5.83434,0.988158
0.195218,0.71737,0.964614,5.83466,0.983871
0.190776,0.73799,1.0014,5.82985,0.990134
0.189932,0.735092,0.96711,5.83102,0.990068
0.19014,0.704087,0.903631,5.83052,0.983095
0.193543,0.734479,0.894283,5.83848,0.984962
0.193271,0.716432,0.96384,5.81845,0.976696
0.190235,0.739704,0.859263,5.83336,0.979592
0.193166,0.722139,0.870391,5.83457,0.987393
0.193269,0.725339,0.79974,5.83631,0.98357
0.191224,0.72301,0.947042,5.83595,0.989357
0.191121,0.719253,0.972739,5.84454,0.989766
0.192488,0.719104,0.91246,5.83698,0.985128
0.198767,0.732686,0.887308,5.82777,0.987305
0.18474,0.728711,0.960309,5.83515,0.980254
0.190299,0.743382,0.925923,5.83762,0.988404
0.194895,0.730954,0.924577,5.83303,0.993022
0.19415,0.733869,0.930884,5.83221,0.98701
0.188341,0.723727,0.948455,5.83379,0.990589
0.192839,0.719698,0.944041,5.83645,0.983056
0.189107,0.734764,0.823848,5.82875,0.991192
0.193317,0.736304,0.871057,5.82784,0.986032
0.187494,0.723404,0.890831,5.83998,0.989342
0.191995,0.729262,0.927925,5.8277,0.983791
0.190763,0.723722,0.874312,5.84079,0.990562
0.197297,0.72498,0.90317,5.83931,0.985857
0.189818,0.718195,0.884363,5.82921,0.989464
0.197321,0.735348,0.884585,5.83051,0.987428
0.191205,0.713494,0.987521,5.82923,0.985632
0.196746,0.728923,0.924117,5.83335,0.992826
0.193114,0.726947,1.03865,5.8325,0.993469
0.191774,0.72172,0.936379,5.83156,0.991011
0.193636,0.732603,1.0419,5.83147,0.992191
0.192599,0.731344,0.874999,5.82947,0.981838
0.198753,0.724221,0.840132,5.827,0.989252
0.19359,0.720023,1.00961,5.84001,0.983059
0.195028,0.735341,0.885153,5.83505,0.986093
0.194284,0.724793,0.882908,5.84347,0.99155
0.191923,0.726205,0.949762,5.83365,0.995181
0.201909,0.723952,0.972596,5.83462,0.985004
0.197541,0.732239,1.0043,5.83101,0.984463
0.197373,0.724584,0.869851,5.83399,0.990383
0.19327,0.728281,1.0749,5.83913,0.981938
0.196336,0.723713,0.98616,5.84094,0.980952
0.190393,0.727537,0.904328,5.83084,0.988354
0.19733,0.728751,0.987473,5.8248,0.995002
0.192743,0.718072,1.00848,5.82967,0.991321
0.198048,0.727998,0.871412,5.82443,0.984711
0.194848,0.732649,1.02184,5.82636,0.991867
0.189289,0.728747,0.876055,5.81875,0.981685
0.19054,0.724152,0.926892,5.83298,0.988076
0.18986,0.72123,0.885169,5.82801,0.988266
0.200744,0.721438,0.934375,5.83996,0.984242
0.198088,0.71555,0.956464,5.82927,0.980582
0.191906,0.718733,0.959607,5.83335,0.984638
0.190773,0.739547,0.980244,5.8401,0.98866
0.197399,0.726604,0.861616,5.8297,0.993765
0.196626,0.728432,0.902954,5.83836,0.989767
0.193521,0.72195,0.915856,5.84065,0.985019
0.191856,0.750859,0.965705,5.8252,0.990269
0.197825,0.727874,0.968834,5.83549,0.991917
0.196546,0.726703,0.941136,5.83896,0.989095
0.19274,0.728798,0.909574,5.83955,0.989117
0.196185,0.726885,0.927367,5.84371,0.984247
0.193584,0.721296,0.936017,5.83385,0.985826
0.194093,0.732601,0.926782,5.83601,0.988792
0.191198,0.735703,0.956945,5.83941,0.981216
0.199718,0.719449,0.946473,5.83406,0.990948
0.194028,0.732041,0.964725,5.83314,0.988276
0.19238,0.730977,1.00372,5.84391,0.988938
0.193845,0.721393,0.910338,5.82794,0.984601
0.194791,0.720477,1.01406,5.83759,0.983566
0.198086,0.719383,0.969267,5.82712,0.987175
0.191515,0.733984,1.06428,5.83343,0.982898
0.195327,0.723635,0.986425,5.83835,0.989674
0.18807,0.727174,0.877783,5.82554,0.991953
0.196797,0.725742,0.851411,5.82024,0.98806
0.196436,0.714771,1.00757,5.83219,0.983937
0.19368,0.720831,0.895219,5.83605,0.989537
0.19066,0.719008,0.958146,5.82841,0.981347
0.189056,0.731872,0.89259,5.83021,0.983547
0.195462,0.733463,1.01385,5.83045,0.987282
0.187994,0.721436,0.97629,5.82961,0.991246
0.196131,0.725968,0.951403,5.82824,0.989703
0.18828,0.723791,0.939609,5.83013,0.990483
0.198077,0.728857,0.962345,5.8248,0.9868
0.189374,0.729633,0.958457,5.8373,0.982729
0.194562,0.715973,0.924698,5.84213,0.9851
0.188793,0.725701,0.832194,5.83738,0.990524
0.197266,0.727076,0.892263,5.83814,0.983958
0.191586,0.739428,0.977481,5.82691,0.992665
0.197452,0.732781,0.944345,5.83001,0.986059
0.193945,0.736785,0.80006,5.82681,0.995491
0.190293,0.750355,1.03105,5.8238,0.987389
0.188869,0.736753,0.974621,5.82545,0.985805
0.190238,0.740925,0.937617,5.83772,0.989957
0.201985,0.730106,0.944166,5.83365,0.986677
0.196063,0.715639,0.981142,5.83105,0.986492
0.185218,0.71686,1.02517,5.83014,0.987495
0.19084,0.735446,0.96825,5.83747,0.988687
0.194348,0.730531,0.9454,5.83709,0.975748
0.194895,0.727389,0.848642,5.83404,0.993031
0.19921,0.744664,0.888242,5.8264,0.981883
0.192796,0.713809,0.809278,5.83022,0.986896
0.191856,0.717623,0.892175,5.82877,0.984548
0.192347,0.73366,0.842907,5.83637,0.990337
0.194091,0.708364,0.942817,5.82431,0.990705
0.195971,0.739237,0.90232,5.82775,0.986337
0.194473,0.74257,0.96345,5.84478,0.991372
0.194115,0.723869,0.922886,5.8279,0.98887
0.187091,0.726207,0.926208,5.82167,0.984685
0.197035,0.754773,0.985601,5.82545,0.986983
0.197733,0.738098,0.977504,5.83877,0.982769
0.191053,0.733064,0.886476,5.83103,0.99049
0.197459,0.713911,0.908434,5.83786,0.974429
0.198522,0.733048,0.897667,5.82833,0.984313
0.18832,0.71293,0.990151,5.83498,0.984403
0.192168,0.732524,0.923099,5.83909,0.988898
0.193915,0.727607,0.90244,5.83079,0.990263
0.191143,0.717995,0.914938,5.83165,0.989061
0.196119,0.732001,0.928976,5.83393,0.991581
0.189981,0.739563,0.82365,5.83924,0.984369
0.19704,0.729215,0.895104,5.82075,0.987768
0.191709,0.723886,1.01996,5.83625,0.992853
0.193156,0.72328,0.969324,5.82924,0.991092
0.194163,0.724688,0.952565,5.84999,0.982892
0.199248,0.73008,0.913881,5.83211,0.993574
0.190685,0.73871,0.966591,5.83221,0.988309
0.198479,0.737165,0.956536,5.83366,0.989151
0.192823,0.723541,0.947835,5.81908,0.992036
0.191548,0.727388,0.933936,5.82815,0.986391
0.185123,0.741022,0.855478,5.82659,0.980745
0.192605,0.738053,0.991283,5.82825,0.982054
0.196896,0.720208,0.83781,5.81954,0.983066
0.195496,0.721999,0.974034,5.83449,0.992282
0.195459,0.733652,0.92371,5.8247,0.982331
0.197929,0.725194,1.02191,5.82504,0.988865
0.195534,0.720888,0.865737,5.82457,0.987301
0.196006,0.713377,1.02273,5.82101,0.981845
0.193525,0.716946,1.04341,5.83348,0.993912
0.193234,0.724872,0.876532,5.83391,0.985903
0.195018,0.723722,0.942035,5.82458,0.991551
0.195995,0.73591,0.925372,5.83029,0.984372
0.188778,0.738306,0.924036,5.83211,0.992643
0.187554,0.725982,0.865862,5.83758,0.988833
0.189902,0.712261,0.988532,5.83847,0.986883
0.192367,0.741164,0.961983,5.83527,0.988821
0.196784,0.72589,0.916782,5.8398,0.989392
0.190797,0.731439,0.984516,5.83225,0.983379
0.19341,0.724338,0.993268,5.83029,0.991546
0.193122,0.726029,1.0159,5.8365,0.98348
0.188833,0.733431,0.897381,5.83697,0.983953
0.190219,0.728873,0.990982,5.83055,0.991107
0.189973,0.742544,0.950059,5.83106,0.984373
0.196335,0.748764,0.879255,5.84372,0.979595
0.19148,0.722862,0.787189,5.83434,0.983642
0.194005,0.717943,0.973525,5.83237,0.993781
0.189579,0.7213,0.886452,5.83213,0.987642
0.192967,0.729899,0.974553,5.83467,0.994485
0.192131,0.737303,1.00282,5.83477,0.985348
0.197098,0.720508,1.00593,5.82865,0.984562
0.192553,0.726004,0.966607,5.82536,0.989527
0.190979,0.731095,0.855373,5.84086,0.981602
0.196001,0.727272,0.90923,5.82606,0.986556
0.190359,0.721838,0.904442,5.8354,0.983273
0.186794,0.716777,0.897042,5.83957,0.988213
0.189186,0.720566,0.905321,5.83629,0.987716
0.195501,0.74546,0.866134,5.83662,0.988868
0.192431,0.741522,1.01649,5.82929,0.987054
0.193022,0.736285,0.846012,5.83165,0.990176
0.187897,0.729877,0.98042,5.82689,0.990666
0.193065,0.71936,0.913223,5.83326,0.980261
0.193864,0.736271,1.00097,5.84623,0.984279
0.19447,0.737541,0.932574,5.83221,0.981887
0.191393,0.726989,0.881725,5.82175,0.983791
0.18924,0.733661,0.909253,5.83543,0.989029
0.198611,0.731605,0.991233,5.8296,0.987893
0.191818,0.723189,0.90092,5.83472,0.983163
0.189064,0.733033,0.963161,5.83451,0.984898
0.187094,0.730955,0.986584,5.83549,0.984042
0.182669,0.735873,0.949357,5.83631,0.987928
0.189345,0.747241,0.973026,5.82738,0.986758
0.193725,0.722619,0.91176,5.83772,0.989014
0.195455,0.726894,0.888774,5.83494,0.992058
0.188732,0.731521,0.884945,5.83599,0.996081
0.191845,0.746583,0.951486,5.83412,0.987073
0.192807,0.719037,0.986374,5.83155,0.988874
0.193702,0.728298,1.05044,5.82808,0.986449
0.192184,0.728663,1.07724,5.83662,0.991142
0.192306,0.72505,0.917603,5.82171,0.992001
0.198297,0.723845,1.01772,5.83806,0.985486
0.194245,0.724021,1.00271,5.83712,0.991134
0.197603,0.733412,1.02599,5.83439,0.985235
0.195765,0.735441,0.9083,5.8358,0.988037
0.192562,0.731105,0.880998,5.82895,0.98072
0.194159,0.740787,0.997057,5.82965,0.984495
0.191178,0.741105,0.950891,5.82799,0.996257
0.187733,0.732312,0.904877,5.82992,0.991955
0.193663,0.727706,0.910408,5.83082,0.993878
0.191235,0.738342,0.916057,5.83628,0.9887
0.192415,0.733193,0.78681,5.82921,0.991533
0.192003,0.726271,1.00602,5.8266,0.982697
0.196174,0.728814,0.963939,5.82082,0.989919
0.190436,0.719304,0.926998,5.82759,0.986486
0.192576,0.728165,0.847613,5.83617,0.991538
0.18889,0.731494,0.953992,5.82908,0.983804
0.19527,0.735537,0.948566,5.83605,0.986322
0.198264,0.736868,0.857871,5.83045,0.988167
0.194186,0.724682,1.0042,5.82752,0.988548
0.196879,0.720966,0.91087,5.83985,0.987711
0.19132,0.711746,1.03108,5.82839,0.981806
0.188461,0.721207,0.975978,5.83203,0.985554
0.195025,0.731059,0.92841,5.84099,0.992462
0.196498,0.734276,0.935527,5.82977,0.9869
0.188949,0.71804,0.950051,5.83757,0.986135
0.194141,0.744341,0.871807,5.84105,0.98516
0.189871,0.734048,1.05774,5.84228,0.991802
0.190618,0.718987,1.01148,5.81822,0.991979
0.192605,0.72798,0.995357,5.83073,0.984012
0.193401,0.738537,0.860533,5.82315,0.9894
0.198328,0.737029,0.941732,5.8248,0.990781
0.189962,0.728666,0.96379,5.83356,0.988737
0.187326,0.750387,0.880384,5.83072,0.988916
0.193996,0.733598,0.974233,5.83418,0.986837
0.191897,0.73555,0.949765,5.82309,0.986736
0.189519,0.718608,0.973324,5.83443,0.980961
0.198096,0.714317,0.83856,5.8234,0.983009
0.195251,0.717107,0.954819,5.82176,0.980992
0.191052,0.70729,0.873,5.83858,0.986493
0.194204,0.733928,0.993957,5.84214,0.992455
0.197892,0.707992,0.916803,5.8361,0.985671
0.19788,0.722111,0.933953,5.83983,0.984297
0.197342,0.734203,0.982504,5.83591,0.984435
0.194253,0.722774,1.01824,5.84508,0.990569
0.195317,0.73317,0.897607,5.83515,0.984951
0.189982,0.728869,0.969085,5.83508,0.986989
0.192391,0.729073,0.919844,5.82912,0.98872
0.190789,0.727917,0.932008,5.83287,0.993143
0.199505,0.72096,0.890294,5.83689,0.990717
0.195557,0.71726,0.900772,5.8292,0.989302
0.200195,0.727568,1.06547,5.84212,0.994178
0.193294,0.72581,0.859256,5.82755,0.977248
0.192909,0.721474,0.912064,5.83551,0.981028
0.198172,0.735589,0.955991,5.83138,0.984423
0.196522,0.722364,0.960554,5.82454,0.987052
0.198788,0.728232,0.893259,5.83129,0.992818
0.198836,0.734514,0.9535,5.82807,0.996543
0.197365,0.734523,0.877287,5.83144,0.995197
0.194664,0.728064,0.931378,5.83744,0.983125
0.194209,0.729769,0.992437,5.83248,0.979584
0.19243,0.735608,0.918731,5.84203,0.986526
0.186998,0.732075,1.01895,5.83005,0.987585
0.196506,0.742907,0.943673,5.83925,0.989695
0.190873,0.737452,0.949545,5.83605,0.985686
0.193855,0.722909,0.922721,5.83621,0.98251
0.196543,0.732815,1.05279,5.83914,0.990732
0.192161,0.729526,0.957816,5.82831,0.989777
0.192103,0.724601,1.00184,5.84047,0.996481
0.189602,0.732148,0.959711,5.83358,0.989298
0.189931,0.729926,0.97848,5.81993,0.99049
0.196767,0.70852,0.971814,5.83172,0.985646
0.19084,0.71591,0.903649,5.836,0.987149
0.198264,0.723036,0.830936,5.82919,0.993248
0.197846,0.735348,0.878766,5.83642,0.988226
0.195601,0.72451,0.948871,5.84122,0.986853
0.19401,0.741095,0.959448,5.82961,0.985941
0.191169,0.738456,0.983194,5.8352,0.987437
0.188301,0.743509,0.901816,5.82977,0.986283
0.191898,0.725791,0.938676,5.82902,0.984168
0.196583,0.726298,1.02855,5.83676,0.993951
0.193038,0.727823,1.02146,5.8252,1.00106
0.196227,0.728673,1.03238,5.82461,0.992565
0.195039,0.726017,0.902276,5.83645,0.985891
0.194117,0.73079,0.747541,5.83201,0.988318
0.187342,0.720805,1.02436,5.83108,0.987173
0.193648,0.724296,0.88495,5.845,0.989639
0.192932,0.716071,0.890947,5.82829,1.00028
0.195789,0.724802,0.967513,5.82437,0.991007
0.185732,0.735141,0.889793,5.82609,0.98441
0.191202,0.729009,0.988869,5.83438,0.980006
0.198454,0.729982,0.962498,5.83444,0.990077
0.192277,0.725054,0.904743,5.82314,0.988649
0.195005,0.722631,0.902454,5.83377,0.983972
0.196881,0.735984,0.920077,5.83326,0.987119
0.193239,0.720664,0.871677,5.82896,0.985418
0.192719,0.722791,0.940727,5.82826,0.986985
0.1889,0.723434,0.970638,5.83703,0.990818
0.193018,0.717649,0.956985,5.82365,0.987348
0.192968,0.732897,0.920179,5.82634,0.987728
0.188964,0.732052,0.915479,5.83906,0.985956
0.193787,0.73428,0.937159,5.83262,0.984886
0.191838,0.720787,1.01894,5.83074,0.986543
0.194022,0.733443,0.881255,5.82652,0.989692
0.198675,0.729829,0.983619,5.82532,0.982061
0.198035,0.724835,1.04568,5.82576,0.986691
0.19318,0.724533,0.939489,5.82606,0.989112
0.201671,0.72757,0.899756,5.83619,0.990951
0.189066,0.739708,0.941846,5.83003,0.991539
0.196141,0.735858,0.96722,5.84672,0.984439
0.197659,0.740777,0.961825,5.83006,0.98198
0.190043,0.74561,0.942943,5.83466,0.98379
0.200932,0.725542,0.912775,5.8341,0.986459
0.193595,0.737628,0.879082,5.83176,0.992128
0.195636,0.72969,0.959729,5.83803,0.99045
0.190776,0.72529,0.819552,5.82855,0.987995
0.197061,0.73593,1.01929,5.82444,0.98778
0.190082,0.711177,0.891716,5.83474,0.988208
0.191877,0.737921,0.928102,5.82931,0.988911
0.191658,0.716796,0.912211,5.83379,0.982632
0.190857,0.729326,0.85944,5.84092,0.988468
0.192372,0.720665,0.997631,5.83888,0.983901
0.190816,0.714755,0.942445,5.83382,0.991667
0.196612,0.713429,0.858295,5.83102,0.985473
0.19459,0.739741,0.936615,5.82176,0.984786
0.201143,0.728598,0.939556,5.83272,0.98077
0.193646,0.72367,1.01409,5.82728,0.978136
0.191375,0.721475,0.884238,5.82991,0.988071
0.190783,0.724481,0.876993,5.83767,0.984648
0.198784,0.740386,0.904809,5.83622,0.984272
0.194443,0.72073,0.89668,5.82427,0.98943
0.192664,0.73205,0.971606,5.83176,0.987654
0.201192,0.729802,0.939651,5.84036,0.982068
0.191359,0.722472,1.01993,5.83388,0.981544
0.195806,0.72314,0.920982,5.83106,0.992765
0.193885,0.713432,0.983883,5.8285,0.983042
0.1981,0.732168,0.932443,5.81982,0.994309
0.190118,0.739889,1.00686,5.83075,0.984506
0.19558,0.720884,1.07464,5.83167,0.982809
0.184009,0.720133,0.914099,5.83017,0.987275
0.192916,0.729636,1.08396,5.84342,0.988369
0.187069,0.725472,1.06374,5.8298,0.991764
0.201553,0.733151,0.938557,5.81787,0.989374
0.190907,0.730005,0.90682,5.8409,0.977704
0.197437,0.723535,0.957473,5.83172,0.988461
0.195257,0.720463,0.957974,5.84196,0.987628
