i,mean,sd,q05,q50,q95,neff,rhat
48,-0.0130762,0.954247,-1.59356,-0.0108065,1.65632,834.733,0.999122
49,0.347516,0.878034,-1.16051,0.360261,1.78338,1254.6,0.997375
50,0.478846,0.952605,-1.19585,0.479323,2.00853,1084.3,0.99725
51,0.788531,0.817982,-0.591459,0.767855,2.08195,1376.84,0.997608
52,-0.0427217,0.743849,-1.23324,-0.058705,1.18133,1184.8,0.997723
53,-0.258,0.904476,-1.81578,-0.25253,1.33328,1666.89,0.997673
54,0.201681,0.979552,-1.39287,0.192071,1.77094,1568.97,0.997651
55,0.223507,1.05128,-1.53895,0.229661,1.93436,1666.89,0.997501
56,0.236749,1.0009,-1.38545,0.213801,1.8854,1222.03,0.998441
57,0.0258815,0.961422,-1.5385,-0.00281886,1.64591,1423.98,0.997635
58,-0.210937,1.01099,-1.93901,-0.228838,1.46181,1666.89,0.997046
59,0.431125,0.77839,-0.805535,0.452631,1.65552,1371.85,0.999595
60,0.374055,0.87596,-1.07546,0.37603,1.80936,1101.78,0.997444
61,0.213877,1.00936,-1.54001,0.20849,1.81908,1230.22,0.997105
62,-0.215958,0.980291,-1.7478,-0.221281,1.29373,1666.89,0.998447
63,-0.250107,1.02407,-1.83747,-0.2855,1.35914,972.674,1.00463
64,-0.761482,1.04368,-2.39361,-0.822748,1.04666,1666.89,0.997294
65,-0.566085,0.837933,-1.87615,-0.583182,0.82862,964.867,1.00068
66,0.380775,0.861944,-0.900874,0.324053,1.78518,1275.48,0.998574
67,0.206107,0.924556,-1.31916,0.236334,1.75099,1246.48,0.997152
68,0.053529,0.791381,-1.28541,0.0719924,1.3021,712.622,0.999541
69,0.764174,0.867701,-0.669331,0.745146,2.23943,1269.76,0.998452
70,0.192177,0.928429,-1.35728,0.184085,1.72889,1346.22,0.997265
71,-0.0611659,0.728593,-1.25671,-0.101029,1.15949,1666.89,0.997384
72,0.180506,0.950958,-1.3792,0.164421,1.71958,1044.11,0.997699
73,1.07949,0.800993,-0.211149,1.04876,2.44148,1567.06,0.996743
74,0.0368789,0.989516,-1.631,0.0344252,1.62294,930.154,0.998331
75,0.161179,1.01537,-1.41254,0.151505,1.7224,1666.89,0.997958
76,-0.203412,0.99938,-1.78118,-0.211941,1.366,1142.69,0.997732
77,0.00920154,0.867963,-1.37515,0.041133,1.38734,1666.89,0.997834
78,0.229854,0.951559,-1.36316,0.260826,1.66095,1485.58,0.997579
79,-0.0395344,0.802842,-1.3481,-0.0442534,1.21421,1010.62,0.998309
80,-0.713314,0.881397,-2.10612,-0.754352,0.843767,1113.46,0.998412
81,-0.0493723,0.79905,-1.37239,-0.0365518,1.26795,1666.89,0.997903
82,0.46902,0.900973,-1.04324,0.45077,1.982,1363.67,0.999854
83,-0.3999,0.899796,-1.88734,-0.376792,1.05049,1640.22,0.997637
84,0.39412,0.840328,-0.965299,0.385978,1.72133,1175.79,0.997569
85,-0.222449,0.96253,-1.9251,-0.202897,1.31493,1666.89,0.99744
86,0.261425,0.903959,-1.2023,0.252695,1.73998,1666.89,0.997974
87,-0.0137184,1.006,-1.74529,-0.0217792,1.65326,1666.89,0.997966
88,-0.155293,0.756963,-1.42635,-0.166039,1.08569,1260.35,0.998078
89,0.167815,0.885316,-1.30503,0.164957,1.60615,792.406,1.00012
90,-0.144923,0.974619,-1.77132,-0.12959,1.42407,1524.87,0.998945
91,0.261345,0.870425,-1.16836,0.221152,1.70609,1029.1,0.99767
92,0.6268,0.713001,-0.524931,0.628839,1.85644,1509.19,0.996952
93,1.02923,0.776181,-0.180578,1.02597,2.25053,1666.89,0.997209
94,0.108759,1.00001,-1.4812,0.129533,1.70321,1247.24,0.997585
95,-0.694957,0.865678,-2.0813,-0.73015,0.763965,1279.85,0.997167
96,-0.493902,0.832043,-1.82363,-0.48202,0.945404,1050.95,0.998319
97,-0.407618,0.945379,-1.87936,-0.434097,1.22711,1666.89,0.996984
98,-0.289562,0.96869,-1.83551,-0.334044,1.30582,1114.29,0.99702
99,0.12058,0.847381,-1.3432,0.108013,1.42103,949.591,1.00037
100,-0.246225,1.00582,-1.88166,-0.23552,1.37093,1433.21,0.998089
101,-0.0238219,0.99362,-1.6327,-0.0435536,1.6496,1666.89,0.99853
102,-0.277019,1.07331,-2.04091,-0.251564,1.56253,1149.57,0.996826
103,0.20414,0.968897,-1.46506,0.237482,1.8258,1047.69,0.998293
104,-0.260677,1.01145,-1.91127,-0.20033,1.39331,1172.5,0.998141
105,0.39516,0.89055,-1.0591,0.312348,1.85172,927.331,0.999913
106,0.67279,0.742006,-0.49602,0.651314,1.9177,1127.75,1.00017
107,-0.231952,1.13728,-2.13779,-0.269486,1.73254,1666.89,0.997723
108,-0.0183903,1.00994,-1.58686,-0.049613,1.69814,1642.61,0.997401
109,-0.387536,0.972821,-1.88308,-0.399884,1.19782,1359.8,0.997384
110,-0.423403,1.00553,-2.06287,-0.461987,1.36624,1300.8,0.998091
111,-0.231288,0.969056,-1.90852,-0.196927,1.33367,1202.36,0.997629
112,-0.22096,0.974032,-1.82705,-0.202859,1.51623,1329.46,0.999078
113,-1.10214,0.776421,-2.5,-1.05342,0.139046,994.238,1.00086
114,0.183961,1.00296,-1.44752,0.210141,1.83252,1118.99,0.998602
115,-1.11486,0.782668,-2.38754,-1.11079,0.17511,1331.25,0.997726
116,-0.217902,1.00308,-1.90092,-0.202196,1.43912,1199.58,0.997586
117,-0.801475,0.908569,-2.22581,-0.850361,0.862194,984.529,1.00101
118,0.419664,0.850604,-1.0123,0.435798,1.82131,932.78,0.999343
119,0.602147,0.909716,-0.922572,0.602505,2.14353,920.814,1.00005
120,-0.276733,0.87051,-1.70773,-0.239677,1.15068,855.608,1.00268
121,0.262111,0.944012,-1.25322,0.261214,1.81926,1067.46,0.997097
122,-0.266071,0.922821,-1.70058,-0.253794,1.32613,640.979,1.00352
123,1.41592,0.740704,0.230418,1.37977,2.65822,1334.2,0.998458
124,-0.231416,1.04927,-2.01633,-0.21277,1.38136,1174.94,0.997694
125,0.337258,0.801335,-0.927492,0.331326,1.68744,1147.12,1.00271
126,-1.1218,0.827405,-2.57867,-1.10964,0.260594,1251.49,0.998369
127,-0.4836,0.821439,-1.76152,-0.505752,0.934921,1321.14,0.998397
128,0.62439,0.867444,-0.778251,0.614221,2.05645,1666.89,0.996737
129,0.177177,0.906148,-1.33245,0.195226,1.6913,1123.8,0.997705
130,0.514121,0.813636,-0.833222,0.502017,1.80815,1084.81,0.999922
131,0.29053,0.888155,-1.07238,0.320199,1.67016,815.931,0.99772
132,0.236284,0.993564,-1.50886,0.257079,1.96195,812.65,0.997928
133,1.47875,0.654068,0.405279,1.48177,2.65493,1272.91,0.997775
134,-0.0281659,0.944306,-1.50665,-0.0249899,1.49387,1368.64,0.997779
135,-0.117309,0.856102,-1.54375,-0.104451,1.40101,1466.33,0.997648
136,0.223196,0.895588,-1.23609,0.207364,1.6751,1110.94,0.998256
137,0.238026,0.949489,-1.31289,0.215787,1.77368,1221.8,0.997743
138,0.0974576,1.00964,-1.57557,0.0873026,1.77185,895.761,0.997249
139,-0.093686,0.889679,-1.62024,-0.0732981,1.30398,1418.27,0.996866
140,0.208059,0.954471,-1.3425,0.236473,1.67976,948.03,0.99732
141,0.102066,0.777928,-1.08261,0.105278,1.26238,1666.89,0.999414
142,0.366612,0.930981,-1.26334,0.347896,1.80131,1583.47,0.997581
143,-0.0183669,1.06902,-1.7712,-0.0660246,1.7083,1666.89,0.998138
144,-0.0490315,0.832056,-1.42033,-0.034414,1.25994,1094.42,0.996827
145,-0.273725,0.694464,-1.38869,-0.26059,0.880063,972.631,1.00016
146,0.0386877,0.980685,-1.61711,0.0522849,1.64015,1485.86,0.997959
147,-0.0686369,0.905643,-1.54689,-0.0907243,1.47471,1564.36,0.997766
148,-0.290518,0.780047,-1.52778,-0.312659,1.08412,1352.8,0.999123
149,0.423468,0.930614,-1.02752,0.402653,1.92029,1306.33,1.00095
150,-0.0149193,0.941834,-1.57691,-0.00620176,1.50682,1275.43,0.999731
151,1.40728,0.608735,0.471741,1.369,2.43354,610.837,0.997688
152,-0.0271448,0.879278,-1.50692,-0.0533225,1.44908,1309.9,0.99807
153,0.221379,0.99654,-1.43287,0.216539,1.79593,1666.89,0.997162
154,0.471866,0.946019,-1.08155,0.479608,1.97299,1001.69,0.998093
155,-0.0411642,0.735851,-1.22425,-0.0614937,1.18266,1131.56,1.00012
156,0.880591,0.82162,-0.510053,0.905246,2.18246,1601.87,0.997641
157,-0.254435,0.947001,-1.83138,-0.23413,1.27361,1346.81,0.997717
158,0.152801,0.939878,-1.49213,0.162213,1.72056,863.902,1.00117
159,0.04614,0.813103,-1.26507,0.052325,1.31694,874.954,0.998169
160,-0.126841,0.874513,-1.53155,-0.110663,1.27508,1223.57,0.998819
161,1.47923,0.687142,0.434874,1.45764,2.64971,1451.42,0.997914
162,0.64601,0.764539,-0.592789,0.63132,1.96283,1473.53,0.997351
163,-0.654078,0.808001,-1.92999,-0.649949,0.681259,1136.31,0.998631
164,0.767269,0.870407,-0.671338,0.760587,2.18447,1444.86,0.997029
165,-0.544107,0.78336,-1.88506,-0.545548,0.634566,1091.52,0.996803
166,0.174898,0.890473,-1.24504,0.163709,1.65965,1103.18,1.00017
167,-0.334596,0.967992,-1.84402,-0.352538,1.32767,1598.02,0.998324
168,1.04293,0.845087,-0.369373,1.03609,2.48729,1666.89,0.997286
169,0.21321,0.879844,-1.15879,0.151473,1.63703,1385.04,0.9974
170,0.129896,0.999301,-1.52753,0.104798,1.88218,867.444,1.00125
171,-0.194069,0.944822,-1.79257,-0.187098,1.31626,1361.93,0.996795
172,0.101426,0.723327,-1.02893,0.0927496,1.23393,1006.5,0.99764
173,-0.17386,0.795422,-1.46243,-0.172372,1.03176,891.379,0.997808
174,0.784125,0.827288,-0.609717,0.785482,2.12711,1666.89,0.997815
175,-0.255821,0.936566,-1.76341,-0.247698,1.26479,1358.57,0.997082
176,0.565987,0.8686,-0.895556,0.574003,2.0477,1596.21,0.997016
177,-0.202704,0.914934,-1.752,-0.236138,1.35687,1420.61,0.998062
178,-0.306865,0.712208,-1.49833,-0.324573,0.837528,1666.89,0.998787
179,-0.0333148,1.04137,-1.74257,0.00439313,1.67426,868.383,0.999442
180,0.262934,0.848979,-1.15436,0.247545,1.61727,1128.79,0.996774
181,0.168893,1.01039,-1.44,0.134675,1.81539,1383.53,0.997994
182,-0.00455656,0.938632,-1.54843,-0.0413136,1.56424,896.457,1.00064
183,1.04868,0.640683,0.0692887,1.02245,2.19148,916.043,0.998075
184,1.02149,0.737514,-0.105237,0.987943,2.25238,989.969,0.998237
185,0.278895,0.911398,-1.25153,0.262642,1.73313,616.304,1.00086
186,0.217378,1.02444,-1.39917,0.211016,1.8873,1666.89,0.997224
187,0.277869,1.05554,-1.54873,0.275874,1.99846,1497.18,0.997938
188,0.558161,0.7406,-0.613094,0.563367,1.74753,1487.82,0.997457
189,0.176919,0.952896,-1.23016,0.175564,1.79513,1427.16,0.998282
190,-0.591486,0.863752,-2.00483,-0.613352,0.838509,1264.53,0.99714
191,-0.678465,0.95497,-2.25037,-0.658081,0.914865,1666.89,0.998204
192,-0.00418257,0.988068,-1.64574,0.00177493,1.63994,1666.89,0.997912
193,0.144049,1.01076,-1.66152,0.197124,1.75754,1024.51,0.997755
194,0.0800151,0.917952,-1.48111,0.0834354,1.58501,1326.25,0.997098
195,0.276323,0.871899,-1.08848,0.294173,1.70505,1666.89,0.997544
196,0.313291,0.974922,-1.35665,0.336313,1.99437,1666.89,0.998569
197,-0.0920682,0.957224,-1.66017,-0.112762,1.62593,1186.42,0.997426
198,-0.427613,0.915443,-1.93674,-0.415733,1.09541,1594.31,0.997356
199,0.233748,0.909284,-1.31782,0.275568,1.61512,1666.89,0.997209
200,-0.208211,0.933169,-1.64896,-0.253852,1.23774,1666.89,0.997416
201,-0.432575,0.960884,-2.10753,-0.40324,1.16282,1368.85,0.996985
202,0.151952,0.924382,-1.38233,0.156543,1.59733,1156.22,0.997905
203,0.216357,0.890932,-1.2624,0.218558,1.687,1327.21,0.996951
204,0.439288,0.810623,-0.842277,0.421462,1.7514,1243.51,0.998067
205,0.233931,0.968675,-1.46641,0.25296,1.82403,933.83,0.996957
206,-0.258272,0.779258,-1.52384,-0.248212,0.935712,1194.57,0.999877
207,0.279894,0.813471,-0.958729,0.20504,1.58735,847.104,0.998332
208,-0.119126,0.862126,-1.4972,-0.13594,1.2619,1312.22,1.00109
209,0.230357,0.903305,-1.24848,0.269453,1.68493,1472.46,0.997224
210,-0.796733,0.839203,-2.12324,-0.826594,0.64643,1366.74,0.997703
211,-0.47445,0.730934,-1.70981,-0.466908,0.719886,1146.66,0.99967
212,-0.425281,0.924248,-1.88415,-0.402296,1.0692,1077.24,0.998417
213,-0.40761,0.772705,-1.62094,-0.452067,0.894281,928.821,0.99919
214,0.638334,0.758985,-0.591444,0.628915,1.92579,1217.83,0.997724
215,-0.427507,0.938522,-2.04571,-0.479435,1.08322,1620.27,0.998265
216,0.018567,0.975613,-1.59215,0.0154629,1.61562,1494.48,0.997162
217,0.240683,0.915999,-1.33816,0.273881,1.66849,770.98,0.99979
218,0.189195,0.815971,-1.12329,0.190872,1.59051,1055.31,0.998484
219,0.0554092,0.96316,-1.57561,0.0704022,1.61333,1112.22,0.997254
220,0.0197181,0.969633,-1.67996,0.0356117,1.6446,1565.04,0.997325
221,-0.469542,0.900951,-1.92513,-0.502044,1.04616,1352.77,0.998266
222,0.203498,0.876776,-1.26337,0.205049,1.66828,1666.89,0.998583
223,-0.666992,0.837007,-2.02263,-0.692155,0.70357,1575.02,1.00038
224,0.192105,0.950582,-1.40697,0.232102,1.77147,860.918,0.997486
225,-1.14845,0.837122,-2.54757,-1.1761,0.288815,1666.89,0.997158
226,-0.447373,0.998581,-2.08187,-0.46618,1.156,1666.89,0.996721
227,-0.00621626,0.979872,-1.61822,-0.021571,1.64183,1325.82,0.998734
228,-0.358496,0.916633,-1.96623,-0.36477,1.12851,1619.32,0.997545
229,0.219438,0.915243,-1.28991,0.234987,1.66942,1537.09,0.998464
230,0.367792,0.746572,-0.759975,0.340382,1.70289,1055.8,0.998319
231,-0.190322,0.981779,-1.95393,-0.165261,1.41724,1666.89,0.997873
232,-0.187954,0.990043,-1.75216,-0.194016,1.45445,1603.42,0.997482
233,0.0108744,0.955151,-1.55322,-0.0307657,1.61768,1186.89,0.998367
234,-0.250429,0.9279,-1.8052,-0.238145,1.23728,1666.89,0.996709
235,2.12888,0.570541,1.198,2.11287,3.10819,1179.9,0.997976
236,-0.977436,0.79661,-2.31327,-0.97059,0.380098,1522.12,0.998255
237,0.267431,1.05375,-1.57549,0.319548,2.05778,1176.85,0.996919
238,0.568287,0.901797,-0.939785,0.587794,2.08388,1270.92,0.996945
239,0.257038,0.906525,-1.16188,0.267804,1.71122,1049.81,0.997792
240,0.48573,0.831086,-0.843182,0.494938,1.89853,1666.89,0.996778
241,1.1564,0.773662,-0.0122302,1.1452,2.39799,1028.89,0.998139
242,0.608241,0.939426,-0.921443,0.57032,2.1791,1395.55,0.998196
243,-0.465387,0.691583,-1.61433,-0.441383,0.57993,1214.41,0.999819
244,0.83524,0.854493,-0.491929,0.801101,2.25309,1208.14,0.996858
245,0.387436,0.943428,-1.14442,0.363183,1.94709,1666.04,0.996962
246,0.00837107,0.935517,-1.55428,0.0305054,1.62962,1459.69,0.997398
247,0.00402435,0.930743,-1.56747,0.0236646,1.44564,860.162,0.997431
248,-0.227408,0.932849,-1.74552,-0.272511,1.20174,1242.94,0.999663
249,0.36893,0.857606,-1.03868,0.399893,1.79427,1207.88,0.997479
250,-0.783365,0.835433,-2.19299,-0.781965,0.597928,1444.32,0.998458
251,-1.31169,0.693008,-2.57622,-1.29664,-0.220238,1407.72,0.998022
252,-0.808617,0.701361,-1.95515,-0.806302,0.363436,1172.91,0.999503
253,-0.749622,0.891506,-2.06602,-0.728606,0.685556,905.126,1.00189
254,0.00678485,1.05655,-1.76262,0.00928291,1.72419,1192.02,0.999658
255,0.0351576,0.753193,-1.18648,0.0217894,1.31255,963.331,0.997143
256,0.126463,0.695338,-1.04702,0.128938,1.24909,1384.47,0.99847
257,0.820936,0.822129,-0.502221,0.78218,2.22266,1666.89,0.996716
258,0.0512784,0.856416,-1.38971,0.0568953,1.38855,917.442,0.998347
259,0.838014,0.746179,-0.357723,0.812462,2.1519,1469.57,0.997283
260,-1.53427,0.715435,-2.81343,-1.51843,-0.424622,1064.95,0.998695
261,0.814641,0.849859,-0.571157,0.811639,2.34789,1127.99,1.00014
262,0.485556,0.831098,-0.891987,0.432151,1.83513,986.557,0.998983
263,-0.469432,0.886528,-1.91649,-0.465772,0.94177,1087.82,1.00047
264,0.22865,0.974165,-1.40584,0.222085,1.81579,871.56,1.00038
265,1.45776,0.572881,0.552815,1.45091,2.42787,1651.16,0.997336
266,-0.234489,0.973584,-1.81991,-0.271644,1.35738,932.808,0.997024
267,-1.31024,0.691039,-2.49162,-1.32582,-0.201638,1321.14,0.999255
268,0.316544,0.840567,-1.01234,0.313002,1.76325,1567.97,0.998343
269,-0.22843,0.879464,-1.60224,-0.226309,1.15329,1636.58,0.997683
270,-0.161243,0.967464,-1.7342,-0.17027,1.45221,956.768,0.997634
271,-0.0563703,1.03763,-1.81584,-0.0758807,1.70321,1666.89,0.997674
272,-0.170566,0.738107,-1.31579,-0.218578,1.139,812.002,0.997908
273,0.86291,0.757353,-0.397508,0.840967,2.07728,860.365,1.0001
274,0.445902,0.969322,-1.19964,0.43594,2.02324,1143.31,0.999548
275,0.197192,0.88541,-1.38851,0.212146,1.74081,1450.28,0.99979
276,0.305094,0.978577,-1.38674,0.265755,1.83638,1658.67,0.997874
277,0.273839,1.02372,-1.46887,0.277793,1.90537,1666.89,0.998062
278,0.207117,0.985581,-1.49908,0.236902,1.8243,868.406,1.00059
279,-0.377884,0.889375,-1.85912,-0.369628,1.10698,955.711,0.99762
280,0.168977,0.939439,-1.35879,0.137856,1.82627,1625.91,0.997392
281,-0.237255,1.07659,-1.98283,-0.241842,1.62632,1383.54,0.997352
282,0.417397,0.751714,-0.809485,0.378793,1.6364,1059.43,0.997222
283,0.633594,0.876849,-0.801097,0.622086,2.04962,1303.87,0.998617
284,-0.0145404,0.922572,-1.49457,-0.0212078,1.44005,1424.26,0.997325
285,0.397568,0.933544,-1.15667,0.435689,1.88521,1368.29,0.996946
286,-0.358789,0.979065,-1.94266,-0.333048,1.22514,1666.89,0.999062
287,-0.463905,1.01838,-2.07908,-0.471467,1.31248,866.416,0.997751
288,0.397823,0.90525,-1.09505,0.420582,1.9085,1502.81,0.998429
289,0.27873,1.03817,-1.38452,0.313808,1.88916,1265.18,0.998762
290,-0.189967,0.81632,-1.49945,-0.1997,1.20786,783.781,0.999117
291,-0.436047,0.965031,-1.98615,-0.507113,1.27364,1666.89,0.997338
292,-0.161766,1.02478,-1.79953,-0.122502,1.49881,1100.92,0.998877
293,-0.944407,0.687627,-2.09204,-0.932221,0.197391,992.379,1.00371
294,-0.151258,0.788272,-1.42586,-0.11015,1.08365,1433.53,0.998146
295,-0.0431576,0.916166,-1.50941,-0.0161632,1.39626,1131.85,0.996921
296,-0.192048,1.0029,-1.79749,-0.209096,1.53416,947.928,1.00042
297,-0.686333,0.882037,-2.02539,-0.773874,0.79587,947.92,0.99909
298,-0.0364607,0.897535,-1.48843,-0.0168486,1.4034,1588.59,0.997553
299,0.0784045,0.790636,-1.17779,0.0562329,1.38802,1333.31,0.999627
300,0.918514,0.691194,-0.192006,0.880182,1.99402,1630.9,0.998093
301,0.364614,0.999845,-1.24459,0.35897,1.96098,1234.53,0.999162
302,-0.35423,0.96692,-1.88823,-0.391222,1.16448,1561.06,0.996891
303,-0.441841,0.952678,-2.02336,-0.453695,1.16117,1335.14,0.998666
304,-0.0418939,1.10323,-1.90244,-0.0490079,1.85843,1322.62,0.997329
305,0.19294,0.925201,-1.27734,0.195891,1.77672,1666.85,0.997306
306,-0.0404104,1.0187,-1.72964,-0.0534669,1.5962,1492.85,0.997583
307,-0.909077,0.873715,-2.37834,-0.904587,0.578569,1149.24,0.999279
308,-0.211697,0.964821,-1.79821,-0.259106,1.36098,1666.89,0.996817
309,0.15448,0.988773,-1.40923,0.135686,1.69087,1379.49,0.996963
310,0.0207344,0.989757,-1.58755,0.0241588,1.6996,1038.75,0.998282
311,-0.00217928,0.94524,-1.57474,0.0524782,1.52619,1218.55,0.99839
312,0.258909,0.863125,-1.15763,0.198112,1.71707,630.449,0.99931
313,0.313139,0.960467,-1.30407,0.276202,1.88552,1666.89,0.997568
314,-0.904225,0.827869,-2.21119,-0.888992,0.432418,1091.17,1.00296
315,0.0274481,0.969329,-1.58354,-0.0130469,1.63423,1444.59,0.99673
316,-0.02688,0.949527,-1.59403,-0.0869991,1.53817,1666.89,0.997743
317,0.58253,0.904563,-0.967492,0.565673,2.13878,1666.89,0.997224
318,0.320195,0.965311,-1.26238,0.327,1.85627,1305.95,0.99763
319,0.21365,0.960295,-1.49609,0.234605,1.83601,1666.89,0.997165
320,0.591785,0.930866,-0.925439,0.575723,2.1369,1666.89,0.997608
321,0.194506,0.855721,-1.2404,0.200493,1.68194,1233.2,0.996867
322,0.194496,0.930871,-1.31503,0.181103,1.73524,1127.88,0.997682
323,-0.052729,0.779762,-1.30148,-0.0888975,1.27355,970.935,0.998945
324,0.288014,0.880418,-1.17792,0.343691,1.70488,1376.44,0.998594
325,0.881382,0.858679,-0.427284,0.861547,2.27161,1288.53,0.997794
326,0.176589,0.928348,-1.35851,0.129396,1.81727,1336.0,0.996665
327,-0.283389,0.966112,-1.90535,-0.293643,1.39881,1070.69,0.996749
328,0.827541,0.778317,-0.424063,0.83008,2.13416,1441.29,0.996755
329,0.686886,0.845276,-0.778717,0.720947,2.0039,830.272,0.998982
330,0.522058,0.84911,-0.909771,0.488057,1.95403,835.473,0.998309
331,0.509131,0.952974,-1.07628,0.534803,1.92591,1666.89,0.997512
332,-1.28138,0.815676,-2.61448,-1.26117,0.0410544,1151.58,0.9982
333,-0.252167,0.966486,-1.74968,-0.274339,1.46738,1343.76,0.997303
334,-0.424824,0.94436,-2.03855,-0.439352,1.13679,1317.71,0.997687
335,-0.424332,0.9207,-1.88104,-0.41353,1.07169,1499.21,0.996885
336,-0.236924,0.940651,-1.76295,-0.262835,1.32291,1299.07,0.997171
337,0.456101,0.951796,-1.0799,0.422368,2.09344,1265.26,0.997293
338,0.205702,0.943734,-1.39629,0.179706,1.79525,920.407,1.00065
339,0.348594,0.89027,-1.08632,0.31898,1.81982,954.809,0.999946
340,1.3922,0.692292,0.278948,1.37781,2.58094,1351.43,0.99731
341,0.490902,0.918442,-1.01558,0.533853,2.01459,1388.71,0.996875
342,0.38688,0.909292,-1.11841,0.367426,1.88979,1039.82,0.997509
343,0.747827,0.801253,-0.442042,0.691144,2.06833,872.745,0.996799
344,0.259586,0.902196,-1.16557,0.26268,1.74336,995.793,0.999451
345,0.425005,0.906768,-1.08696,0.442322,1.92804,1255.39,0.998797
346,-0.0209127,0.966494,-1.5325,-0.0225358,1.56117,1666.89,0.997572
347,-0.304551,0.864255,-1.77026,-0.331017,1.14071,1143.91,0.997816
348,-0.252445,0.914566,-1.81501,-0.277385,1.30367,1666.89,0.997313
349,0.036188,0.838602,-1.45411,0.0308456,1.44793,1521.07,0.998146
350,-0.657514,0.859064,-2.04526,-0.68747,0.842304,946.781,0.999929
351,-0.274308,0.939815,-1.73097,-0.3222,1.28408,1380.39,0.99925
352,-0.266997,0.967692,-1.80552,-0.275313,1.34476,1528.2,0.996927
353,0.0185446,1.01327,-1.63752,-0.00111944,1.76208,1205.16,0.998487
354,0.174213,0.900091,-1.30783,0.152187,1.75403,1243.01,0.998143
355,0.215861,0.924628,-1.27911,0.222316,1.78125,1181.26,0.998135
356,0.487842,0.902569,-0.951001,0.512247,1.93615,1124.2,0.99854
357,0.249093,0.952782,-1.33567,0.285461,1.82087,1084.79,1.00068
358,0.414736,0.882446,-0.974667,0.376598,1.82203,1466.75,0.997598
