gamma_base,alpha,beta_time,mu_log_time,sigma_log_time
0.301296,0.701441,0.915917,5.82793,0.99461
0.311424,0.704052,1.08956,5.83101,0.994445
0.308268,0.708422,0.933109,5.82779,0.99931
0.317985,0.708951,0.983889,5.81676,0.990773
0.321593,0.707162,0.971213,5.82286,0.999161
0.311641,0.704531,1.00599,5.81804,0.994425
0.311517,0.700327,0.959995,5.83101,1.00261
0.305696,0.710035,0.975913,5.82933,0.993717
0.302428,0.693222,0.930247,5.81982,0.99903
0.313594,0.706027,0.938404,5.83377,0.99744
0.30587,0.703069,0.982321,5.82369,1.00165
0.320487,0.699785,1.04263,5.83547,0.988325
0.311738,0.698599,0.986045,5.83387,0.990424
0.324592,0.703812,1.03881,5.82852,1.00774
0.315032,0.697904,0.909811,5.82949,0.99934
0.306986,0.720515,0.862898,5.83235,0.995328
0.311975,0.698923,0.960277,5.82245,0.994178
0.317822,0.701976,0.947387,5.83109,1.00206
0.309991,0.709839,0.956762,5.83448,0.985233
0.301058,0.701033,0.97281,5.82238,1.00562
0.321934,0.704531,0.930249,5.82821,0.989505
0.325405,0.697931,0.93568,5.83111,0.991869
0.316808,0.689463,0.965265,5.83899,0.995992
0.311443,0.692493,0.954874,5.8412,0.989223
0.319019,0.685765,1.01955,5.82031,0.994168
0.30725,0.703366,0.996845,5.83962,0.997401
0.316647,0.692369,1.00549,5.82597,1.00334
0.306528,0.695098,0.955455,5.82976,0.993192
0.31261,0.710091,0.930477,5.82269,0.994166
0.314101,0.702966,0.992109,5.84474,0.997022
0.317106,0.688516,0.993613,5.83002,0.994921
0.300024,0.701855,0.944003,5.82948,0.998544
0.316176,0.704955,0.964728,5.82966,0.99299
0.31684,0.703215,0.98206,5.82814,0.993494
0.312738,0.701099,0.956002,5.83077,1.0033
0.321646,0.704189,0.961888,5.83472,1.00444
0.311606,0.707789,1.00536,5.83243,0.999618
0.311494,0.697581,0.92606,5.82426,1.00619
0.315286,0.718208,0.980467,5.82987,0.998201
0.31586,0.701543,0.990713,5.82492,0.996905
0.309425,0.691971,1.05632,5.82432,0.998838
0.314387,0.700514,0.889877,5.8407,0.987721
0.306043,0.68782,0.969801,5.82668,0.991798
0.306322,0.694624,0.924941,5.82853,0.998255
0.307183,0.713417,0.958123,5.82537,0.98958
0.311756,0.69815,1.06184,5.8389,0.98916
0.308738,0.696647,0.992977,5.81346,0.997666
0.314933,0.707307,0.937946,5.82376,0.98888
0.315897,0.705355,1.01096,5.82484,0.994611
0.317014,0.71071,1.03467,5.82747,0.992253
0.315013,0.710347,0.985294,5.84056,0.994096
0.313223,0.711599,0.930524,5.83145,0.983817
0.31851,0.693262,0.94229,5.82761,0.987759
0.303713,0.70275,0.983362,5.83643,0.987932
0.307734,0.709968,0.938439,5.8185,1.00088
0.325795,0.705761,0.913779,5.83691,1.0005
0.308003,0.70671,0.911649,5.8291,0.992538
0.319688,0.699593,0.967765,5.81946,0.994286
0.319913,0.701574,0.894319,5.82413,0.995949
0.316976,0.699252,1.03976,5.82835,0.999283
0.30679,0.703963,0.973105,5.82751,0.99935
0.306268,0.701718,0.902203,5.82268,0.99653
0.312351,0.708158,0.948768,5.82515,0.987531
0.307312,0.707295,0.99415,5.83195,1.0012
0.307235,0.697077,0.984942,5.84118,0.997373
0.315582,0.713368,1.03338,5.82804,1.0001
0.313721,0.713619,0.921927,5.82541,0.992098
0.31276,0.688152,0.998099,5.82335,0.995635
0.315222,0.701207,0.936402,5.82776,0.9944
0.314196,0.700283,0.95424,5.8276,1.00049
0.320211,0.700181,1.05754,5.83604,1.00128
0.311884,0.711753,0.983018,5.82385,1.00196
0.313264,0.696878,0.980565,5.82074,0.995552
0.315238,0.700748,0.89335,5.83038,1.00226
0.311789,0.705451,1.0044,5.82838,0.98473
0.301503,0.685702,1.00343,5.83431,0.999196
0.311602,0.70478,0.959619,5.82376,0.99506
0.30709,0.699985,0.997723,5.82856,0.991271
0.312055,0.702252,0.994755,5.8364,0.98962
0.309344,0.68809,0.948248,5.82971,0.99799
0.314765,0.704536,0.94544,5.82222,0.994395
0.308181,0.703968,0.949219,5.83082,1.00079
0.310964,0.697158,0.914667,5.83057,0.997266
0.315471,0.711781,1.03684,5.82382,1.00012
0.316516,0.698241,1.07244,5.82033,0.985642
0.31889,0.702312,0.947481,5.84515,0.99679
0.31547,0.704621,0.974485,5.83231,0.997319
0.311834,0.701289,0.976395,5.83372,0.994043
0.312038,0.686478,1.02338,5.82529,1.00071
0.313526,0.701018,1.00372,5.82662,0.990249
0.303903,0.701328,1.01068,5.83551,0.998114
0.32179,0.701757,0.999402,5.82331,0.994996
0.309144,0.69833,0.981182,5.82622,0.988447
0.307962,0.708552,0.901279,5.8242,0.999138
0.311417,0.705363,0.919656,5.82193,0.999033
0.308396,0.697487,0.931239,5.82853,0.996785
0.317718,0.690608,1.011,5.81954,0.991778
0.314365,0.699136,1.02216,5.82859,0.997337
0.320164,0.700855,1.0238,5.83665,0.989187
0.311133,0.694234,1.02299,5.84258,0.993728
0.309158,0.706127,0.967651,5.83219,0.994298
0.317981,0.700134,0.986465,5.82062,0.988716
0.300781,0.698288,0.985333,5.83884,0.990078
0.312776,0.697808,1.0408,5.83181,0.982977
0.314564,0.698473,1.00714,5.82677,1.00115
0.30902,0.703595,0.963698,5.82702,0.996637
0.305149,0.71094,0.922181,5.82175,0.997402
0.320149,0.701817,0.992663,5.82553,0.995446
0.317554,0.70984,0.983693,5.83286,0.99309
0.312051,0.703312,0.969813,5.83156,0.9954
0.3026,0.693959,0.863816,5.83301,0.995398
0.306275,0.691924,0.992599,5.82621,1.00357
0.313678,0.680641,0.921318,5.81983,1.00761
0.317838,0.702001,0.955499,5.82055,1.00193
0.31378,0.711602,0.944385,5.83302,1.00108
0.30934,0.6982,1.01279,5.83254,0.998203
0.312735,0.698223,0.950132,5.83976,0.993209
0.315736,0.70212,1.00833,5.81998,0.999562
0.307618,0.702679,0.987368,5.83269,0.994133
0.30607,0.703126,0.951991,5.82923,0.997101
0.313576,0.699364,0.958771,5.8153,1.00482
0.314176,0.714535,0.974078,5.83017,0.981271
0.308049,0.707223,0.967221,5.82315,0.990341
0.309404,0.710234,0.976742,5.84009,0.98827
0.325682,0.690368,0.973128,5.84329,1.00215
0.318868,0.712704,0.987,5.81982,0.989266
0.319722,0.715332,1.00141,5.82463,0.999237
0.31079,0.703011,0.916537,5.83156,1.00121
0.320379,0.707729,0.987999,5.8283,0.989437
0.308382,0.710773,0.954196,5.82515,0.995877
0.313312,0.697521,0.905451,5.83644,0.999654
0.307862,0.707886,0.999284,5.82798,0.990302
0.31093,0.715131,0.987324,5.82874,0.998459
0.315374,0.706298,0.915284,5.84332,0.996474
0.311316,0.699333,0.974627,5.82354,0.989164
0.311151,0.694256,1.08639,5.83314,1.00207
0.307811,0.711416,1.00845,5.83613,1.00455
0.317164,0.696734,0.978157,5.83031,1.004
0.317232,0.691005,1.04401,5.8442,0.99758
0.318334,0.705674,0.920432,5.83101,0.992306
0.317473,0.705124,0.927008,5.83232,0.989012
0.309067,0.701434,1.01396,5.84339,1.00103
0.317439,0.704441,0.950397,5.83428,0.998543
0.313642,0.709259,0.986501,5.82857,0.988882
0.309098,0.697138,1.00038,5.81992,0.994274
0.311277,0.692972,1.03994,5.82477,1.00157
0.312817,0.692279,0.889938,5.82666,1.00607
0.301941,0.708814,0.948159,5.83813,0.994117
0.313645,0.7052,0.970713,5.81816,0.995842
0.317903,0.699344,0.983649,5.83161,0.992892
0.3109,0.692435,0.992508,5.82974,0.998041
0.30807,0.70328,1.0524,5.83583,0.996051
0.317265,0.706929,0.88745,5.82822,0.999394
0.306714,0.711031,0.89071,5.82441,0.999283
0.306543,0.69769,0.961349,5.83504,1.00143
0.317668,0.712362,0.987239,5.81557,1.00547
0.31461,0.70005,1.00884,5.83202,0.994844
0.307161,0.699842,1.03782,5.83361,0.999111
0.318288,0.688244,0.921284,5.81429,0.997533
0.319969,0.697288,0.967863,5.83051,0.989002
0.310112,0.698312,0.870479,5.83087,0.999878
0.310492,0.706708,0.930058,5.8324,1.00111
0.312518,0.703027,0.913699,5.82445,0.997122
0.314159,0.696812,0.93088,5.82277,0.99961
0.321016,0.701634,0.893643,5.8381,0.993737
0.311445,0.716618,0.950463,5.82609,0.997595
0.31322,0.702849,1.01815,5.82917,0.993147
0.314175,0.695857,0.973699,5.81499,0.991381
0.314222,0.702909,0.975749,5.82467,0.997365
0.308125,0.701494,1.03339,5.8315,1.00167
0.308336,0.690848,0.960494,5.82734,0.995709
0.323067,0.710706,0.996506,5.84141,0.995347
0.313294,0.70467,1.00817,5.83831,1.0021
0.320524,0.70543,0.952738,5.81324,0.992947
0.313187,0.707425,0.975076,5.83662,0.995289
0.31138,0.696535,0.976285,5.83438,0.995883
0.314404,0.695805,0.98703,5.83714,0.989003
0.314959,0.706029,0.983485,5.83591,0.987282
0.312025,0.698775,0.911341,5.82101,0.992934
0.305274,0.710538,0.941718,5.82871,0.993886
0.309775,0.703405,0.941432,5.82614,1.00407
0.312986,0.688819,1.01108,5.83981,0.993623
0.310168,0.711201,0.919489,5.82902,1.00081
0.319187,0.688503,0.987132,5.8325,1.01335
0.300802,0.700914,0.934775,5.82345,0.999514
0.311303,0.694131,1.00071,5.8334,0.982408
0.30152,0.693275,0.950283,5.83261,0.996152
0.307523,0.709529,0.991174,5.83026,0.989965
0.313693,0.705411,0.946412,5.83659,0.990995
0.307018,0.697106,0.996284,5.84135,0.998806
0.313197,0.696563,0.928206,5.8328,0.996573
0.312535,0.703533,0.92279,5.8252,0.988034
0.315468,0.69928,0.97035,5.83117,0.99537
0.321779,0.698449,0.997833,5.83465,0.990809
0.309888,0.698116,0.890658,5.8328,0.988472
0.317894,0.698673,0.954688,5.82953,0.991631
0.305969,0.706166,1.00191,5.83423,0.998758
0.312831,0.694578,0.929886,5.82314,0.994251
0.307516,0.702274,0.967478,5.82806,0.999831
0.311341,0.706054,0.872796,5.82915,0.999088
0.305023,0.696775,1.03253,5.82398,0.990791
0.311424,0.701553,1.01802,5.82923,0.98963
0.307883,0.698868,0.989405,5.82748,0.994594
0.317662,0.684177,0.930377,5.8251,0.999989
0.310582,0.701459,0.921818,5.8254,0.999241
0.307962,0.706601,0.914427,5.83562,1.00067
0.318295,0.700949,1.03409,5.83793,1.00041
0.312053,0.70856,0.936599,5.83434,0.991682
0.31259,0.694922,0.932653,5.82249,0.986608
0.315706,0.695014,0.985395,5.83869,0.990077
0.308247,0.699047,1.02977,5.83084,1.00048
0.311218,0.694736,0.991704,5.83666,0.994371
0.314423,0.702612,0.966143,5.82931,0.99208
0.314351,0.700197,1.01716,5.82367,1.00165
0.319363,0.70564,1.01568,5.81698,0.990039
0.31143,0.711372,0.879767,5.82904,0.99906
0.318909,0.702551,0.938291,5.83494,0.994424
0.315069,0.711647,0.952159,5.83719,0.992785
0.306716,0.698062,0.922419,5.83455,0.992518
0.315178,0.712139,0.978542,5.82311,0.99071
0.323415,0.697105,1.01361,5.83356,0.999072
0.319768,0.713488,1.05229,5.82875,0.9964
0.308518,0.700703,0.9733,5.8188,1.00082
0.306774,0.699992,0.98799,5.83439,0.995342
0.317716,0.691277,0.906057,5.83768,0.992248
0.314545,0.702874,0.986538,5.8271,0.992976
0.314227,0.70533,0.967237,5.84447,0.994827
0.306143,0.703659,0.980192,5.81468,0.999454
0.306074,0.701066,0.967696,5.83519,0.99433
0.309047,0.701104,0.94366,5.83581,0.996848
0.317893,0.708424,0.906311,5.82313,1.00224
0.304061,0.698585,0.969188,5.82546,0.988463
0.317264,0.697057,0.916228,5.83114,0.989116
0.310678,0.695001,0.981955,5.83766,0.991342
0.303405,0.700686,1.03381,5.82291,0.995756
0.309085,0.698007,0.976078,5.8346,0.998932
0.309615,0.698533,0.924031,5.82912,0.985248
0.317186,0.722323,0.985345,5.82511,1.00077
0.314213,0.707347,1.07841,5.82303,0.992766
0.311519,0.700094,0.971244,5.81878,0.9923
0.307424,0.707383,1.02443,5.82058,1.00127
0.316638,0.699432,0.948372,5.82821,1.01899
0.3142,0.719224,1.03332,5.83312,1.00217
0.322562,0.711259,1.00174,5.81998,0.996622
0.310335,0.706766,1.03277,5.82634,1.00512
0.316447,0.69283,1.0071,5.83769,0.99892
0.31773,0.701003,1.03484,5.83494,1.00021
0.309301,0.702716,0.933288,5.8398,0.996549
0.309915,0.70778,1.01012,5.8276,1.00136
0.309957,0.707031,0.961921,5.83742,0.999918
0.307733,0.702547,0.983033,5.82376,1.00224
0.312106,0.695001,0.925907,5.83137,1.00045
0.312074,0.705039,0.942912,5.83329,0.99504
0.314425,0.709371,1.00642,5.82995,0.998371
0.318134,0.699384,0.974112,5.83509,0.997855
0.323607,0.696686,0.955685,5.82925,0.996724
0.306685,0.703025,0.963944,5.82568,0.996436
0.310922,0.710452,1.09996,5.82201,1.00569
0.316024,0.7159,0.853824,5.82977,0.9913
0.305333,0.702665,1.02086,5.83354,0.986248
0.316648,0.696372,0.974629,5.82784,0.992378
0.313366,0.692644,1.03763,5.83888,0.993224
0.31145,0.703849,0.958769,5.8235,1.00006
0.318108,0.701615,1.03359,5.84179,1.00168
0.313224,0.702127,0.967943,5.83164,0.994417
0.307443,0.702475,1.03762,5.82716,1.00637
0.316308,0.713734,0.934042,5.83188,0.999702
0.316932,0.702768,0.975411,5.83827,0.993874
0.304355,0.698939,0.992681,5.83224,0.991213
0.304796,0.694414,0.937021,5.82586,1.00205
0.314674,0.700323,1.01739,5.83576,0.987085
0.314536,0.708859,0.976777,5.83162,1.0062
0.308233,0.703296,0.947289,5.83271,0.991637
0.313578,0.701726,1.00742,5.82789,1.00321
0.316959,0.705238,0.963266,5.8315,0.984308
0.318953,0.710492,0.962148,5.83925,1.00769
0.31931,0.694811,0.969218,5.82225,0.995711
0.319002,0.703137,0.959795,5.82472,0.995617
0.302108,0.704329,0.894885,5.82335,0.984322
0.314304,0.694958,0.989218,5.82176,0.990082
0.319581,0.70192,0.997966,5.82369,1.002
0.320926,0.705777,1.01052,5.82383,0.995833
0.30222,0.700417,0.936887,5.84163,0.99771
0.309781,0.705607,0.989129,5.83396,1.00315
0.308174,0.69839,0.951417,5.83743,0.99592
0.312328,0.700704,0.945172,5.83516,0.999135
0.319912,0.705384,0.916542,5.84091,0.991852
0.312858,0.699136,0.991682,5.81739,1.00409
0.314349,0.704653,0.879012,5.81892,0.996612
0.298511,0.697314,0.969803,5.8171,1.00463
0.317118,0.704969,0.989239,5.82127,0.999813
0.317342,0.68707,0.962177,5.82441,0.984517
0.314257,0.706671,0.973017,5.81958,0.987948
0.313025,0.70773,0.977562,5.82745,0.995312
0.309719,0.702314,0.991918,5.83222,0.990219
0.314555,0.688349,0.94995,5.83093,0.984616
0.314701,0.696767,1.01522,5.84926,1.00201
0.304833,0.70552,0.938411,5.82975,1.00502
0.307147,0.703316,0.961046,5.83266,1.00906
0.31326,0.708913,0.97272,5.82428,0.991481
0.310725,0.69749,0.898831,5.82594,0.991048
0.315133,0.710661,0.914481,5.82606,0.998514
0.310809,0.702695,1.03743,5.83038,0.996252
0.312359,0.706332,0.975722,5.83496,0.991472
0.317389,0.70446,0.936252,5.82902,0.997443
0.319012,0.700137,0.960578,5.83664,1.00107
0.316524,0.698605,0.94858,5.84235,0.999446
0.304939,0.70346,0.946866,5.82942,1.00686
0.307704,0.683616,0.968948,5.83506,0.984788
0.304661,0.719771,0.900657,5.8269,0.988674
0.316012,0.701953,0.92753,5.82769,0.995583
0.315748,0.693963,0.909576,5.81353,1.00562
0.306255,0.712426,0.857604,5.8308,0.994849
0.309845,0.693214,0.925286,5.82971,0.988301
0.307332,0.703471,0.901979,5.82921,0.998135
0.310999,0.697674,0.932857,5.82524,0.989136
0.316554,0.696057,0.963752,5.83733,0.992301
0.302574,0.698971,0.999941,5.83581,0.987801
0.315041,0.715865,0.981079,5.82515,1.00035
0.314416,0.712005,0.967578,5.82902,1.00319
0.31859,0.702688,0.986069,5.83018,0.998691
0.304314,0.693487,1.01407,5.82876,1.00006
0.312052,0.709572,1.01033,5.83185,0.998498
0.313974,0.690637,1.0439,5.81802,0.997797
0.298549,0.691226,0.936133,5.84035,0.999937
0.308574,0.695057,0.899495,5.82604,1.00484
0.30936,0.701797,0.948219,5.83456,0.995005
0.312019,0.698945,0.944636,5.83947,0.992599
0.317306,0.695417,0.896216,5.81401,0.998548
0.320444,0.701903,0.96576,5.84555,1.00557
0.303425,0.700085,0.920404,5.8323,0.993104
0.307663,0.702394,0.945322,5.81842,0.983555
0.322012,0.702841,0.926593,5.83897,0.993507
0.314365,0.698089,1.00426,5.81926,0.995609
0.320646,0.70543,0.971764,5.84479,0.996874
0.305053,0.694001,0.946655,5.83364,0.987259
0.315585,0.728785,0.990667,5.82003,1.0028
0.315906,0.709601,0.941281,5.84441,0.99257
0.306684,0.695449,1.00047,5.84296,0.995738
0.320626,0.690195,1.01978,5.82066,0.994814
0.311952,0.705293,0.877491,5.82887,0.999858
0.309022,0.699163,0.967527,5.83498,1.0038
0.3204,0.704502,0.920072,5.83913,0.993443
0.30856,0.690035,1.02243,5.81842,1.00331
0.30612,0.702936,1.00225,5.82574,0.997721
0.313985,0.693603,0.964108,5.82193,1.00037
0.309581,0.701212,0.939752,5.82765,1.00414
0.313403,0.703999,0.973294,5.8245,1.00784
0.311983,0.709621,0.925991,5.82361,0.999739
0.306009,0.707817,0.929591,5.81942,0.993163
0.303406,0.696049,0.953179,5.82774,0.989591
0.316553,0.706317,0.982975,5.81733,0.994264
0.305677,0.696858,0.987683,5.83895,0.980204
0.314285,0.701845,0.940162,5.83071,0.985252
0.307595,0.698291,0.917973,5.84001,0.996082
0.311803,0.705946,0.895698,5.82602,0.984826
0.308608,0.712172,0.993667,5.82552,1.0006
0.319638,0.700928,1.0069,5.83959,0.990751
0.305063,0.711084,1.05292,5.83055,0.993239
0.301581,0.70523,0.988605,5.85071,1.00103
0.308938,0.705891,0.891636,5.8173,1.00663
0.311295,0.700481,0.964338,5.84033,0.993108
0.305741,0.699949,0.918231,5.834,0.996155
0.311344,0.70289,0.94508,5.8192,0.999965
0.305183,0.711488,0.955595,5.83539,0.997866
0.319393,0.685466,0.941205,5.81494,0.99224
0.314371,0.705653,1.00283,5.82479,1.00694
0.324637,0.694403,0.909316,5.82784,0.998365
0.316739,0.702701,0.922529,5.83774,0.998287
0.314357,0.707419,0.923432,5.83035,0.992356
0.315884,0.699759,1.01208,5.82839,0.994149
0.315177,0.693973,1.00426,5.82816,0.992047
0.315273,0.698709,0.951885,5.82563,1.00165
0.30581,0.701129,0.925836,5.83545,0.99339
0.306027,0.706977,0.991264,5.83748,1.00158
0.304629,0.700423,1.01705,5.82698,1.00421
0.314243,0.706087,0.97993,5.82857,0.991667
0.304272,0.691901,0.905705,5.82541,0.996552
0.313207,0.708757,0.974935,5.82818,0.987419
0.322852,0.703795,0.962474,5.82989,0.995848
0.317143,0.722846,1.07782,5.82869,0.996542
0.307447,0.709645,0.921062,5.82614,0.995609
0.311716,0.699662,0.921701,5.83827,0.997094
0.316594,0.704575,0.951266,5.82619,0.99606
0.306558,0.709043,0.945945,5.82312,1.00566
0.304101,0.693734,0.840216,5.83523,0.995207
0.31008,0.694671,0.948539,5.82263,0.993228
0.310734,0.714051,1.01792,5.84206,0.994685
0.312492,0.710128,0.964198,5.83401,0.980873
0.307724,0.704366,0.934766,5.83053,0.99621
0.310045,0.690917,0.894085,5.82825,1.00662
0.320104,0.707458,0.918281,5.8304,1.00143
0.317097,0.710883,0.962918,5.82117,1.00072
0.311232,0.705441,0.894612,5.82921,0.998613
0.318044,0.699628,0.980513,5.82809,0.992495
0.312243,0.691182,1.00998,5.82371,0.990222
0.318624,0.704271,0.934787,5.83409,1.00413
0.312271,0.71518,0.964313,5.82489,1.00049
0.307095,0.713182,0.98308,5.83549,1.00265
0.315266,0.704266,0.941287,5.82832,0.992484
0.310092,0.705065,0.942378,5.83164,0.999368
0.308107,0.696886,1.02369,5.82498,0.987688
0.316742,0.71166,0.988006,5.82934,0.986979
0.315305,0.711829,0.92367,5.83167,0.991229
0.304298,0.701634,0.968265,5.83081,0.979318
0.310598,0.713374,1.07932,5.8246,0.990961
0.322206,0.712294,1.02167,5.8204,0.994619
0.310934,0.703265,0.877152,5.83948,0.998047
0.317075,0.703214,0.965727,5.83971,1.00449
0.317797,0.710458,0.867521,5.8181,0.995451
0.314701,0.682893,0.922888,5.83071,0.996742
0.316165,0.707794,0.921318,5.83421,0.992916
0.315002,0.701821,1.01289,5.84026,0.998959
0.30849,0.703402,0.994524,5.83327,1.00201
0.310552,0.704682,0.933315,5.82799,1.0068
0.306304,0.691869,1.00975,5.83326,0.989974
