gamma_base,alpha,beta_time,mu_log_time,sigma_log_time
0.315876,0.700752,0.937084,5.83996,1.00464
0.314191,0.703859,1.0641,5.82252,1.00194
0.30092,0.713994,0.974338,5.83211,0.991891
0.31423,0.703852,0.971232,5.82759,0.999007
0.310882,0.6972,1.03578,5.82671,0.997597
0.30587,0.696603,1.03087,5.83734,0.993683
0.313378,0.703305,0.967514,5.83425,1.00121
0.308113,0.698158,0.979536,5.82525,1.01173
0.319761,0.707206,0.9691,5.83813,0.99082
0.313589,0.702679,0.926953,5.83211,1.00328
0.310361,0.700591,0.932952,5.82013,1.00013
0.313953,0.705361,1.00403,5.82599,1.0002
0.305435,0.699854,1.0046,5.82492,0.992283
0.308903,0.693643,0.960913,5.83458,0.99171
0.307931,0.703612,0.904665,5.83529,0.997217
0.319283,0.703315,1.05236,5.83424,0.989178
0.312386,0.712772,0.95312,5.84146,0.99135
0.315384,0.702397,0.904542,5.82944,0.993202
0.307496,0.702925,0.960286,5.8229,0.992648
0.315904,0.699582,0.991479,5.82216,1.00213
0.310339,0.699905,1.03281,5.83877,1.0039
0.300624,0.699704,0.987871,5.83268,0.990645
0.313358,0.698358,1.03692,5.83157,1.00253
0.316251,0.711316,0.891083,5.82925,0.989141
0.317484,0.703096,0.974457,5.83323,0.995995
0.316831,0.693073,0.902722,5.82107,0.991329
0.320694,0.708636,1.05033,5.84707,1.00917
0.311455,0.705139,0.983664,5.83038,0.996434
0.315579,0.710981,0.917798,5.83677,0.992936
0.31157,0.700235,0.924846,5.81938,0.988845
0.313613,0.702476,0.880308,5.82584,0.990046
0.310215,0.701174,0.939147,5.83194,0.990472
0.311071,0.699714,0.963592,5.8345,0.983406
0.308223,0.702574,1.00832,5.84108,0.99177
0.316312,0.698278,0.945075,5.82254,0.996293
0.307817,0.700298,0.999315,5.83263,1.0012
0.305041,0.695224,0.899569,5.82715,0.998435
0.304892,0.694803,0.882975,5.81897,0.9938
0.311061,0.709378,1.11789,5.83206,0.998554
0.311368,0.695972,1.00508,5.82823,0.993479
0.317837,0.726736,0.947707,5.83399,0.989178
0.312537,0.693359,0.962711,5.82306,1.00334
0.318603,0.696549,0.889088,5.8284,1.00398
0.320869,0.704445,0.889952,5.82628,0.999895
0.31414,0.70467,0.987196,5.83315,0.9933
0.320822,0.693652,0.995577,5.83279,0.999686
0.312463,0.705674,0.936751,5.83667,1.00351
0.318011,0.702694,0.945844,5.82907,0.989734
0.312981,0.703414,0.99274,5.82022,0.992128
0.312877,0.705013,0.946719,5.82296,0.99406
0.317935,0.694921,0.966647,5.83376,0.992006
0.317939,0.704114,1.01497,5.83904,1.01268
0.314559,0.706537,0.913294,5.81678,1.00016
0.307405,0.70247,1.04365,5.82914,0.993515
0.318087,0.701495,1.07292,5.82956,0.985875
0.308549,0.712804,0.988956,5.82799,0.995272
0.312084,0.693568,0.966176,5.83325,0.99962
0.303662,0.709255,0.968805,5.83544,0.983453
0.315115,0.712935,0.908032,5.83817,1.00085
0.322849,0.707128,0.93969,5.82541,1.00209
0.316677,0.69206,0.955244,5.83077,0.99509
0.315289,0.70171,1.02408,5.83547,0.997764
0.327749,0.710568,0.94873,5.83472,0.99762
0.315328,0.698879,1.00945,5.83235,0.990355
0.317369,0.690891,0.948785,5.81833,0.995588
0.310937,0.704601,1.11543,5.8262,0.99389
0.307194,0.702173,0.973305,5.83101,0.993108
0.309207,0.711333,1.04189,5.8205,1.0043
0.306465,0.703983,0.995316,5.83346,0.991934
0.320588,0.701283,0.97298,5.82772,0.996777
0.307164,0.698857,0.897989,5.82661,0.989455
0.316924,0.694639,0.997283,5.82947,1.00167
0.304268,0.698969,0.97571,5.83155,0.998816
0.316669,0.704436,1.01638,5.8148,0.997671
0.304547,0.693352,0.854536,5.82415,0.994859
0.305897,0.706606,0.919132,5.84186,0.985264
0.306564,0.69637,0.961687,5.83849,0.998047
0.318303,0.699671,0.924353,5.82914,1.00323
0.31372,0.69443,0.967191,5.83016,1.00314
0.310888,0.691644,0.947666,5.83421,1.00475
0.313406,0.715697,1.01144,5.83331,1.00093
0.323375,0.704059,0.942626,5.82836,0.989022
0.314723,0.701623,0.943327,5.82884,0.98997
0.309811,0.707791,0.965242,5.84596,0.993904
0.314292,0.692742,1.01965,5.82483,0.993737
0.309511,0.713532,0.969583,5.82425,0.996263
0.314167,0.69372,0.995448,5.83444,0.996199
0.310832,0.709697,0.957061,5.82009,0.99596
0.304724,0.704625,0.910049,5.81673,0.983695
0.315534,0.707716,0.960643,5.82183,0.999093
0.308406,0.707728,0.993462,5.82484,1.00136
0.324023,0.701135,0.979313,5.83004,0.989572
0.312676,0.701206,0.978374,5.82542,1.00894
0.318563,0.705058,0.947095,5.83727,1.00529
0.309223,0.709055,0.924021,5.83395,1.00051
0.310501,0.690419,0.941043,5.83766,0.998473
0.315421,0.70184,1.00051,5.82456,0.991996
0.317003,0.700768,0.961079,5.83596,1.00044
0.313608,0.713358,0.974964,5.82734,0.990637
0.311332,0.703612,0.949387,5.82506,0.995073
0.309873,0.707471,0.935351,5.82889,0.994573
0.312887,0.697884,1.00559,5.83633,0.994179
0.311181,0.695957,0.97347,5.83963,0.994096
0.306543,0.698487,0.951702,5.8357,1.0008
0.318226,0.702941,1.01269,5.83787,1.00021
0.315352,0.700394,0.937857,5.82901,0.998835
0.315153,0.69041,0.932032,5.83928,0.998514
0.316563,0.702284,0.96058,5.83595,0.985838
0.316542,0.707801,0.898178,5.82992,1.00303
0.313202,0.698508,0.954247,5.83713,0.989701
0.300769,0.702914,0.967106,5.82197,0.997416
0.312252,0.70373,0.939768,5.82175,1.00321
0.319825,0.706353,1.00508,5.82883,1.00164
0.314624,0.691513,0.994897,5.83437,1.00224
0.312097,0.702494,0.968697,5.83069,0.996408
0.318192,0.704679,0.978671,5.82993,0.994152
0.301454,0.706808,0.971953,5.82815,0.991769
0.303564,0.698099,1.00623,5.83275,0.980269
0.318177,0.699153,0.95475,5.8277,1.00115
0.311577,0.704514,1.0072,5.83305,1.00592
0.321061,0.706009,1.0327,5.83961,1.0022
0.306962,0.701391,1.00494,5.84132,0.99828
0.31637,0.690084,0.931793,5.82302,1.00295
0.303639,0.701907,0.923556,5.81929,0.991104
0.309074,0.702001,0.934899,5.82309,1.00014
0.316439,0.697693,1.01822,5.83661,0.996157
0.316184,0.710171,0.961326,5.82855,0.982524
0.311948,0.687094,1.03873,5.841,0.999952
0.316501,0.696546,1.02078,5.83548,0.98703
0.309275,0.699715,0.952599,5.83067,0.993334
0.314263,0.703616,1.01298,5.83651,0.99642
0.312673,0.711209,0.876544,5.83628,0.996356
0.314025,0.702285,0.900426,5.82587,0.992049
0.309827,0.710622,0.924958,5.83344,0.991428
0.312589,0.704203,0.945497,5.83257,0.994927
0.308286,0.689819,0.955748,5.83401,0.990433
0.307829,0.692943,0.895579,5.83008,1.00722
0.316593,0.694669,0.938205,5.83136,0.991515
0.314856,0.700175,0.980231,5.83949,0.994898
0.306191,0.707102,0.950496,5.83014,1.00272
0.301157,0.709038,1.00118,5.83483,0.993578
0.317021,0.705441,1.01269,5.8398,1.00195
0.306405,0.704735,1.00695,5.82905,0.9952
0.314965,0.711213,1.00145,5.82532,1.00178
0.310521,0.71406,0.927941,5.82893,1.00656
0.298954,0.699255,0.972235,5.82296,0.998034
0.306319,0.699296,0.946512,5.8312,0.998512
0.311474,0.713865,0.967345,5.82837,0.986347
0.312226,0.693724,0.933783,5.83054,0.997322
0.315455,0.6938,0.866828,5.82104,0.996355
0.315253,0.698651,0.996022,5.83334,0.995651
0.311254,0.708132,0.919818,5.82484,0.997463
0.313092,0.709295,0.9671,5.83524,1.0022
0.313291,0.695022,0.949733,5.83408,1.00168
0.313532,0.698112,0.999473,5.8291,1.00803
0.312278,0.695018,0.989512,5.83212,0.999237
0.315735,0.702556,1.00928,5.83322,0.997852
0.3005,0.713556,0.952885,5.83751,0.992591
0.311125,0.701934,0.953168,5.8318,1.00188
0.31185,0.713025,0.936502,5.83705,0.996124
0.301213,0.701025,0.946549,5.82371,0.984757
0.318986,0.692499,0.989942,5.82778,0.999708
0.310571,0.710655,0.965178,5.83598,0.996676
0.312072,0.699959,0.935149,5.83015,0.988007
0.308641,0.704595,0.895283,5.83868,0.998714
0.311576,0.711536,0.890261,5.82789,1.00314
0.316194,0.708443,0.993972,5.83037,0.996477
0.300741,0.694222,0.936721,5.83771,0.994044
0.31329,0.692055,1.02186,5.82671,0.993012
0.316127,0.701421,0.945441,5.83404,0.991897
0.30571,0.703955,0.966691,5.81938,0.988707
0.312174,0.689974,0.982171,5.81846,0.9998
0.306191,0.702587,0.95062,5.83501,0.999138
0.309259,0.702573,1.01577,5.8272,0.996852
0.314289,0.705728,0.992666,5.82665,0.996914
0.313582,0.7068,0.878142,5.8219,0.994497
0.305824,0.710083,0.99754,5.82194,0.993583
0.311753,0.713723,0.936072,5.83255,1.00147
0.313517,0.71069,0.936444,5.8268,0.996683
0.312028,0.707196,1.00079,5.83228,0.99855
0.315769,0.711956,1.0239,5.82433,0.990631
0.30815,0.707765,0.969005,5.83186,0.986678
0.307616,0.707914,0.900297,5.83516,1.00137
0.319395,0.70371,0.957681,5.81961,0.989174
0.310236,0.706388,1.00869,5.8251,1.00851
0.320141,0.694879,1.01672,5.82872,0.998198
0.315275,0.696802,0.993869,5.83475,0.99059
0.30809,0.704096,0.979213,5.83037,0.997897
0.309143,0.701164,1.06405,5.82378,1.00527
0.308544,0.694909,0.957822,5.82732,0.985372
0.3045,0.703373,0.938871,5.8318,0.987988
0.319566,0.706682,0.952179,5.82778,0.99371
0.318977,0.701598,0.916268,5.83442,1.00586
0.309343,0.699641,1.00102,5.83821,0.993513
0.322549,0.693182,1.00124,5.8285,0.997522
0.319627,0.699704,0.964786,5.83036,1.00024
0.316181,0.693133,1.02208,5.81952,0.987608
0.303642,0.70275,0.956876,5.83588,1.00136
0.313137,0.70572,0.935214,5.81663,0.989365
0.311576,0.694746,0.988161,5.83909,1.0046
0.313981,0.705059,0.946313,5.8269,0.990539
0.311021,0.699638,0.955592,5.8427,0.996297
0.303088,0.694001,0.943386,5.83715,0.993076
0.303046,0.699723,0.967114,5.83145,0.992164
0.310106,0.704176,1.03378,5.82562,1.00301
0.308804,0.708047,0.892266,5.841,0.995351
0.310594,0.705946,0.988827,5.82592,0.994719
0.313938,0.70212,0.913398,5.81416,0.995669
0.318809,0.698846,0.87039,5.83436,0.997755
0.303223,0.691943,0.958497,5.83444,1.00371
0.309675,0.701617,0.95035,5.82761,0.995619
0.312725,0.706184,1.01865,5.81136,0.996625
0.304203,0.714274,0.958237,5.82912,0.987802
0.315602,0.696929,0.968611,5.8258,0.991662
0.300447,0.706712,1.01261,5.82726,0.994626
0.320988,0.702458,0.962002,5.82664,1.00397
0.315829,0.7116,0.937986,5.83236,0.992324
0.315545,0.706233,0.939665,5.82906,1.00631
0.320752,0.691878,0.92548,5.82264,1.00465
0.298594,0.705539,0.95459,5.83311,1.00133
0.304197,0.695463,1.01807,5.83287,0.994116
0.320328,0.708351,1.00481,5.82443,0.99425
0.308051,0.69268,0.994752,5.83384,0.9893
0.31293,0.705704,1.01225,5.81618,0.999928
0.308842,0.710035,0.946375,5.8362,0.996651
0.303482,0.704314,0.999372,5.83228,0.999819
0.315403,0.70589,0.949122,5.83851,1.00597
0.307928,0.698453,0.960975,5.81635,1.00258
0.305139,0.685518,0.945665,5.8365,0.99837
0.304956,0.694009,1.01427,5.82913,0.995671
0.316404,0.704852,0.986634,5.83826,1.00227
0.31621,0.694552,0.973176,5.8343,1.0006
0.323662,0.708701,0.976854,5.82746,0.992051
0.310841,0.704043,0.893905,5.82859,0.989116
0.308323,0.707239,0.984141,5.82014,0.989857
0.312817,0.704296,0.834365,5.84111,0.987801
0.313013,0.709297,0.99013,5.83623,0.99798
0.316516,0.693835,1.00209,5.83354,0.989952
0.316425,0.698912,0.965479,5.82775,0.995685
0.312798,0.706392,1.01762,5.82807,0.9838
0.31944,0.701004,0.970751,5.82403,0.987648
0.316392,0.709758,0.979059,5.83746,1.00001
0.319062,0.71118,1.00096,5.8251,0.980439
